title,categories,address,agent,price,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_per_day_₦,price_per_month_₦,price_per_year_₦,date_posted,date_updated,state
Stunning 4 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,Life Camp Abuja,grandporchhomes,"  100,000/day ", 9JJSR,True,True,True,4,5,5,100000,3000000,36500000,2023-04-29,2023-08-13,Abuja
Luxurious 4 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,Brains And Hammers Life Camp Abuja,tira-crest-properties,"  200,000/day ", 0JKVH,False,True,True,4,4,4,200000,6000000,73000000,2023-05-07,2023-08-13,Abuja
Lovely 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,eniji-international-limited,"  170,000/day ", 5JLMP,False,True,True,4,4,5,170000,5100000,62050000,2023-05-12,2023-08-13,Lagos
Luxury Furnished 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Life Camp Abuja,eniji-international-limited,"  100,000/day ", 7ERVF,False,False,False,4,0,0,100000,3000000,36500000,2021-05-17,2023-08-11,Abuja
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Guzape Abuja,gcs-homes-ltd,"  200,000/day ", 7HUQP,False,True,True,4,4,5,200000,6000000,73000000,2022-12-23,2023-08-09,Abuja
4 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET, Chevron Lekki Lagos,adegoroye-aa,"  140,000/day ", 4JWXY,False,True,True,4,4,5,140000,4200000,51100000,2023-08-01,2023-08-13,Lagos
4 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,"Richmond Estate, Lekki Right Hand Side, Ikate Lekki Lagos",kennedy-otunku,"  90,000/day ", 8FGNF,False,True,False,4,4,5,90000,2700000,32850000,2021-09-01,2023-08-13,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SHORTLET,Life Camp Abuja,first-homes-and-properties,"  120,000/day ", 2GFXN,True,True,True,4,4,5,120000,3600000,43800000,2022-03-19,2023-08-13,Abuja
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Victoria Bay 3 Estate Ikate Lekki Lagos,kennedy-otunku,"  220,000/day ", 6JDET,True,True,True,4,4,4,220000,6600000,80300000,2023-03-14,2023-08-13,Lagos
Executive 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Bourdillon Ikoyi Lagos,kennedy-otunku,"  165,000/day ", 1FKTS,False,True,True,4,4,4,165000,4950000,60225000,2021-09-26,2023-08-13,Lagos
4 Bedroom Semi Detached Duplex House,4 BEDROOM HOUSE FOR SHORTLET,Oluyole Oluyole Estate Ibadan Oyo,franklin15,"  150,000/day ", 7GFQT,True,True,True,4,4,5,150000,4500000,54750000,2022-03-17,2023-08-11,Oyo
Decorated 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,mls-properties1,"  120,000 ", 1FVKL,False,True,False,4,4,5,120000,1440000,43800000,2021-12-23,2023-08-09,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ikate Elegushi Ikate Lekki Lagos,bright-innocent1,"  195,000/day ", 3FUKC,False,True,True,4,4,4,195000,5850000,71175000,2021-12-11,2023-08-11,Lagos
Newly Built Of 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Parkview Estate Ikoyi Lagos,bright-innocent1,"  120,000/day ", 4JATY,True,True,True,4,4,5,120000,3600000,43800000,2023-02-18,2023-08-11,Lagos
4 Bedroom Stand Alone Duplex,4 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,franklin15,"  100,000/day ", 3GKBW,True,True,True,4,5,6,100000,3000000,36500000,2022-04-11,2023-08-11,Lagos
Your Perfect Home Away From Home Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oral Estate Lekki Lagos,kim-thompson-,"  140,000/day ", 2FNDE,True,True,True,4,4,4,140000,4200000,51100000,2021-10-17,2023-08-11,Lagos
"4bedroom Duplex In Ikoyi Parkview Estate, Comes With The Expression Of Lifestyle, 2sitting Rooms, Garden, Gym And Morden Interiors Furniture, We Offer Accurate Services",4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Maitama Abuja,kennedy-otunku,"  160,000/day ", 4GZSE,False,False,True,4,4,5,160000,4800000,58400000,2022-07-27,2023-07-31,Abuja
Luxurious 4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Guzape Abuja,adegoroye-aa,"  3,000,000/month ", 2EZEL,False,True,False,4,4,5,100000.0,3000000,36000000,2021-07-06,2023-08-02,Abuja
Furnished 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SHORTLET,Guzape Abuja,dpositive,"  160,000 ", 5GMHG,False,True,True,4,4,5,160000,1920000,58400000,2022-04-29,2023-08-02,Abuja
4 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,Parkview Estate Ikoyi Lagos,leewardproperties,"  140,000/day ", 6GAKN,True,True,True,4,4,5,140000,4200000,51100000,2022-02-07,2023-08-11,Lagos
4 Bedroom Terrace Apartment@ Guzape,4 BEDROOM HOUSE FOR SHORTLET,Chevron Chevron Lekki Lagos,franklin15,"  140,000/day ", 5FAZB,True,True,True,4,4,5,140000,4200000,51100000,2021-07-19,2023-08-09,Lagos
Luxury 4bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,first-homes1,"  120,000/day ", 9FQZW,False,True,True,3,0,0,120000,3600000,43800000,2021-11-11,2023-08-11,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Oluyole Oluyole Estate Ibadan Oyo,pheel-ok-homes-and-properties,"  180,000/day ", 3ESGM,False,True,True,3,3,3,180000,5400000,65700000,2021-05-20,2023-08-13,Oyo
All New Furnished 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ogudu Lagos,eniji,"  110,000/day ", 0GQQV,False,True,True,3,3,4,110000,3300000,40150000,2022-05-23,2023-08-09,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Off Sobo Arobiodu Ikeja Gra Ikeja Lagos,property-magnate,"  130,000/day ", 2FFLN,False,False,True,3,4,4,130000,3900000,47450000,2021-08-24,2023-08-11,Lagos
Luxury Services Apartment Of 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Victoria Island Lagos,zete-limited,"  120,000/day ", 1FVEZ,False,False,False,4,4,5,120000,3600000,43800000,2021-12-21,2023-07-31,Lagos
4 Bedroom Duplex,3 BEDROOM HOUSE FOR SHORTLET,"In A Serene Environment Of Ikeja Gra, Lagos. Ikeja Gra Ikeja Lagos",franklin15,"  130,000/day ", 6JWRR,False,False,True,4,4,5,130000,3900000,47450000,2023-07-30,2023-08-13,Lagos
Furnished 3 Bedroom Detached Duplex,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Victoria Island Lagos,outstanding-real-estate-limited,"  160,000/day ", 0JXKL,False,True,True,4,5,5,160000,4800000,58400000,2023-08-04,2023-08-11,Lagos
Executive 3 Bedroom Apartment With Swimming Pool & Sea View,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Adeniyi Jones Ikeja Lagos,kennedy-otunku,"  100,000/day ", 7JTYS,True,True,True,4,4,5,100000,3000000,36500000,2023-07-10,2023-08-09,Lagos
Lovely 3 Bedroom Flat With Others Amenities,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,First Unity Estate Badore Ajah Lagos,bluehedgerealtors,"  75,000/day ", 5EXTM,False,True,True,3,3,4,75000,2250000,27375000,2021-06-26,2023-08-09,Lagos
Luxurious Three Bedroom With Sea View & Swimming Pool,4 BEDROOM HOUSE FOR SHORTLET,Millenuim Ups Gbagada Lagos,380,"  90,000/day ", 1FYNM,True,True,True,3,3,4,90000,2700000,32850000,2022-01-25,2023-08-11,Lagos
Two Bedroom Magnificent Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,kim-thompson-,"  120,000/day ", 1GKAV,True,True,True,3,3,4,120000,3600000,43800000,2022-04-11,2023-08-09,Lagos
State Of The Art Four Bedroom Short Let,4 BEDROOM HOUSE FOR SHORTLET,"By Richmond Gate Estate, Ikate Lekki Lagos",franklin15,"  140,000/day ", 3JXRG,True,True,True,4,4,5,140000,4200000,51100000,2023-08-06,2023-08-11,Lagos
4 Bedroom Detached Duplex,3 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,davidproperty,"  85,000/day ", 6HLVB,False,False,False,4,4,5,85000,2550000,31025000,2022-10-21,2023-08-11,Lagos
3 And 2 Bedroom Furnished Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,kennedy-otunku,"  150,000/day ", 8JDCA,True,True,True,4,4,5,150000,4500000,54750000,2023-03-14,2023-08-11,Lagos
3 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,"Conservation Road, Lekki Phase 2 Lekki Lagos",sadam-abdullahi,"  90,000/day ", 0HBUD,True,True,True,4,4,4,90000,2700000,32850000,2022-08-12,2023-08-09,Lagos
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,Admiralty Way Lekki Phase 1 Lekki Lagos,No agent,"  130,000/day ", 6GGAY,True,True,True,3,3,4,130000,3900000,47450000,2022-03-21,2023-08-11,Lagos
Furnished 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,franklin15,"  140,000/day ", 4BZWR,True,True,True,3,3,3,140000,4200000,51100000,2019-02-04,,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,franklin15,"  120,000/day ", 0HZCU,False,False,True,4,4,4,120000,3600000,43800000,2023-02-04,2023-08-11,Lagos
Well Furnished 4 Bedroom Duplex,4 BEDROOM OPEN SPACE FOR SHORTLET," victory Park Estate, Osapa, Lekki, Lagos Takum Taraba",franklin15,"  123,456 ", 4JXQV,False,False,False,4,4,5,123456,1481472,45061440,2023-08-06,2023-08-09,Taraba
5 Bedroom Detached Duplex For Sale,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,franklin15,"  110,000/day ", 4JKXP,False,True,True,4,4,5,110000,3300000,40150000,2023-05-08,2023-08-09,Lagos
Luxury 3bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Wuye Abuja,kennedy-otunku,"  125,000/day ", 4HYVL,False,True,True,4,4,5,125000,3750000,45625000,2023-02-02,2023-08-11,Abuja
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikota Lekki Lagos,kim-thompson-,"  105,000/day ", 8EWGX,False,True,True,4,4,5,105000,3150000,38325000,2021-06-17,2023-08-09,Lagos
3 Bedroom Flat,4 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,kennedy-otunku,"  170,000/day ", 5FQMW,True,True,True,4,4,4,170000,5100000,62050000,2021-11-07,2023-08-11,Lagos
Luxury 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ologolo Lekki Lagos,kennedy-otunku,"  150,000/day ", 4GADA,True,True,True,4,4,5,150000,4500000,54750000,2022-02-05,2023-08-11,Lagos
Luxury 4 Bedroom Self Compound Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikoyi Lagos,kennedy-otunku,"  185,000/day ", 2GKGA,True,True,True,4,4,5,185000,5550000,67525000,2022-04-13,2023-08-11,Lagos
Luxurious 4 Bedroom Apartment With Swimming Pool And Gym,4 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,kennedy-otunku,"  170,000/day ", 5HFFG,False,False,True,4,4,5,170000,5100000,62050000,2022-09-08,2023-08-09,Lagos
Luxurious 4 Bedroom Stand Alone Duplex Comes With Office,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,kennedy-otunku,"  120,000/day ", 0EGVA,True,True,True,4,4,5,120000,3600000,43800000,2021-02-10,2023-08-11,Lagos
Furnished 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,kennedy-otunku,"  150,000/day ", 0ERVK,True,True,True,4,4,4,150000,4500000,54750000,2021-05-17,2023-08-11,Lagos
Newly 4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,degeniusxpropertyworld,"  90,000/day ", 4FTXG,True,True,True,4,4,4,90000,2700000,32850000,2021-12-07,2023-08-11,Lagos
Amazing 4 Bedroom With Snooker Board And Pool,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,property-magnate,"  130,000/day ", 6GEEH,True,True,True,4,4,5,130000,3900000,47450000,2022-03-08,2023-08-11,Lagos
Luxurious 4 Bedroom Duplex With Good Facilities,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,kennedy-otunku,"  90,000 ", 7GFHU,False,True,True,4,5,5,90000,1080000,32850000,2022-03-15,2023-08-11,Lagos
"Exclusive 4bedroom Terrace Apartment, With Amazing Furniture And Interiors,we Offer Accurate Services",4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Chevron Lekki Lagos,cwre-ltd,"  95,000/day ", 9GXWG,True,True,True,4,4,5,95000,2850000,34675000,2022-07-13,2023-08-09,Lagos
Newly Built 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Adeniyi Jones Ikeja Lagos,No agent,"  110,000/day ", 4HZCU,False,False,True,3,3,4,110000,3300000,40150000,2023-02-04,2023-08-11,Lagos
Newly Built 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Oniru Victoria Island Lagos,No agent,"  150,000/day ", 0JREP,False,False,False,3,4,3,150000,4500000,54750000,2023-06-19,2023-08-11,Lagos
Luxury 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,kennedy-otunku,"  120,000/day ", 4JUBV,False,False,False,3,3,3,120000,3600000,43800000,2023-07-11,2023-08-11,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikoyi Lagos,kennedy-otunku,"  200,000/day ", R9735,False,True,True,3,3,3,200000,6000000,73000000,2018-03-16,,Lagos
4 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Phase 1 Lekki Lagos,ebuka-of-lagos-plc1,"  75,000 ", 4BYVY,False,False,False,4,4,4,75000,900000,27375000,2019-01-16,,Lagos
3 Bedroom Apartment (ensuite),3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru; Victoria Island Lagos,bright-innocent1,"  65,000 ", 3GXFT,False,True,True,4,4,5,65000,780000,23725000,2022-07-06,2023-08-02,Lagos
3 Bedroom Apartment For Short Stay,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,future-pride-homes-and-properties-ltd,"  100,000/day ", 0GEGJ,True,True,True,4,4,5,100000,3000000,36500000,2022-03-08,2023-08-11,Lagos
3 Bedroom Apartment,3 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,star_homes,"  130,000,000 ", 6FSFL,False,True,True,4,4,4,130000000,1560000000,47450000000,2021-11-23,2023-08-11,Lagos
4 Bedroom Duplex With Swimming Pool Lekk Short Yi Ikate For,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,property-magnate,"  95,000/day ", 2JLXM,False,False,True,3,3,4,95000,2850000,34675000,2022-11-16,2023-08-09,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Victoria Island Lagos,franklin15,"  210,000/day ", 2FQXQ,False,True,True,3,4,4,210000,6300000,76650000,2021-11-10,2023-08-02,Lagos
Luxury 4bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Chevron Lekki Lagos,shelters-apartment,"  100,000 ", 1JMPV,True,True,True,3,3,4,100000,1200000,36500000,2022-05-19,2023-08-09,Lagos
Haap Flex 4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,4 Dapo Solanke Close Lekki Phase 1 Lekki Lagos,kennedy-otunku,"  120,000/day ", 6JSSY,False,False,False,3,4,4,120000,3600000,43800000,2023-05-22,2023-08-13,Lagos
Luxury 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,franklin15,"  90,000/day ", 0GRAF,True,True,True,4,4,5,90000,2700000,32850000,2023-07-01,2023-08-09,Lagos
Beautiful 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,mafik75-homes-ltd,"  70,000/year ", 9FBBF,True,True,True,4,4,5,191.78082191780823,5833.333333333333,70000,2022-05-25,2023-08-11,Lagos
Luxurious 3 Bedroom Duplex,3 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,kennedy-otunku,"  130,000/day ", 4HPYR,False,False,True,4,0,0,130000,3900000,47450000,2021-07-19,2023-07-31,Lagos
Decent 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Kudirat Abiola Away Oregun Ikeja Oregun Ikeja Lagos,franklin15,"  45,000/day ", 6JEAQ,True,True,True,4,4,4,45000,1350000,16425000,2022-11-17,2023-08-11,Lagos
Furnished 3 Bedroom Flat,3 BEDROOM HOUSE FOR SHORTLET,Parkview Estate Ikoyi Lagos,dollyrealty,"  150,000/year ", 6HERJ,True,True,True,4,4,4,410.958904109589,12500.0,150000,2023-03-22,2023-08-11,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,barbsconsult-homes-and-properties,"  140,000/day ", 9GFHU,True,False,False,3,4,4,140000,4200000,51100000,2022-09-03,2023-08-09,Lagos
4 Bedroom Stand Alone Duplex With Pool,4 BEDROOM HOUSE FOR SHORTLET,Lekki Lagos,adebola-saheed,"  150,000/day ", 6GFZK,False,True,True,3,4,4,150000,4500000,54750000,2022-03-15,2023-08-11,Lagos
Elegant 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Kuola Akala Express Ibadan Oyo,realvestandhomes,"  90,000/day ", 6EQPA,True,True,True,3,3,3,90000,2700000,32850000,2022-03-20,2023-08-11,Oyo
Extremely Furnished 4bedroom Terrace Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oral Estate Lekki Lagos,zafiro-homes-and-events,"  100,000/day ", 6JKME,True,True,True,3,3,4,100000,3000000,36500000,2021-05-05,2023-08-09,Lagos
Newly Built 4 Bedroom Standing Alone Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,kim-thompson-,"  150,000 ", 5FHXR,False,False,False,3,3,4,150000,1800000,54750000,2023-05-04,2023-08-11,Lagos
Lovely 4 Bedroom Duplex Service Apartment,4 BEDROOM HOUSE FOR SHORTLET,Richbam Area Off Akala Express Way Akala Express Ibadan Oyo,alema-property,"  60,000 ", 6JFJA,False,True,True,3,3,4,60000,720000,21900000,2021-09-11,2023-08-09,Oyo
Luxurious Executive Fully Furnished And Serviced 3bedroom Shortlet Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Banana Island Banana Island Ikoyi Lagos,property-magnate,"  120,000/day ", 0GCRT,False,True,True,3,3,4,120000,3600000,43800000,2023-04-01,2023-08-13,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ibeshe Ikorodu Lagos,the-breeze-apartment1,"  75,000/day ", 7FKTT,False,False,False,4,5,5,75000,2250000,27375000,2022-02-24,2023-08-12,Lagos
3 Bedroom Duplex,3 BEDROOM HOUSE FOR SHORTLET,Kolapo Isola Ibadan Oyo,adedeji-properties,"  100,000/day ", 5JAFM,True,True,True,4,4,5,100000,3000000,36500000,2021-09-26,2023-08-09,Oyo
Strategic 3 Bedroom Duplex,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Near Heritage Estate Gate Akala Express Ibadan Oyo,ezekiel-bassey,"  75,000 ", 6ELJD,True,True,True,4,0,0,75000,900000,27375000,2023-02-14,2023-08-09,Oyo
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Stadium Western Avenue Surulere Lagos,future-pride-homes-and-properties-ltd,"  80,000/day ", 6HZEX,True,True,True,4,4,5,80000,2400000,29200000,2021-03-19,2023-08-11,Lagos
3bedroom Luxury Duplex With Swimming Pool,3 BEDROOM HOUSE FOR SHORTLET,Phase 1 Lekki Phase 1 Lekki Lagos,kennedy-otunku,"  85,000 ", 9HUGN,False,True,False,4,0,0,85000,1020000,31025000,2023-02-05,2023-08-11,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,kim-thompson-,"  120,000/day ", 6JFRV,False,True,True,4,4,4,120000,3600000,43800000,2022-12-21,2023-08-09,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Gra Ikeja Lagos,pcl-homes,"  170,000/day ", 6FTCV,False,False,True,4,4,5,170000,5100000,62050000,2023-04-04,2023-08-09,Lagos
4 Bedroom Duplex Serviced Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Dstv Area Akala Express Ibadan Oyo,cc-cg-homes,"  80,000/day ", 1GQUT,False,False,True,4,4,5,80000,2400000,29200000,2021-11-30,2023-08-09,Oyo
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ikate Ikate Lekki Lagos,megalux-homes,"  140,000/day ", 8GQBZ,True,True,True,4,4,4,140000,4200000,51100000,2022-05-24,2023-08-09,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Lekki Lagos,sylvanus-agu,"  300,000/day ", 4HQUD,True,True,True,4,4,5,300000,9000000,109500000,2022-11-23,2023-07-31,Lagos
Furnished 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SHORTLET,Oniru Victoria Island Lagos,grandporchhomes,"  160,000/day ", 7JDJH,False,True,True,4,4,5,160000,4800000,58400000,2023-03-15,2023-08-09,Lagos
3 & 4 Bedroom Semi Detached Duplexes,4 BEDROOM HOUSE FOR SHORTLET,Jakande Lekki Lagos,kim-thompson-,"  90,000/day ", 4JFFS,True,True,True,4,4,5,90000,2700000,32850000,2023-03-31,2023-08-12,Lagos
Furnished 4 Bedroom Detached Duplex Abuja Nigeria,4 BEDROOM HOUSE FOR SHORTLET,"20, Mekunwen Road, Brains And Hammers Estate, Life Camp Abuja Gwarinpa Abuja",fesgomar-integrated-services,"  87,000/day ", 0DVLP,False,True,True,4,4,5,87000,2610000,31755000,2020-09-11,2023-08-11,Abuja
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,the-kings-real-estate-consultancy,"  140,000/day ", 1HQCC,True,True,True,4,5,5,140000,4200000,51100000,2022-11-18,2023-08-09,Lagos
Furnished And Serviced Shortlet Duplex,4 BEDROOM HOUSE FOR SHORTLET,Aminu Kano Crescent Wuse 2 Abuja,property-magnate,"  6,000,000 ", 6DNVD,False,True,True,4,4,5,6000000,72000000,2190000000,2020-07-12,2023-08-09,Abuja
Fully Furnished And Serviced 4 Bedroom Duplex In A Secured And Serene Estate,4 BEDROOM HOUSE FOR SHORTLET,U 3 Estate Lekki Lagos,franklin15,"  90,000/day ", 5EGFM,False,True,True,4,5,5,90000,2700000,32850000,2021-02-03,2023-08-09,Lagos
4 Bedrooms,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Victoria Island Lagos,franklin15,"  100,000/day ", 3FYVQ,False,False,False,4,4,4,100000,3000000,36500000,2022-01-27,2023-08-09,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR SHORTLET,Adeniyi Jones Ikeja Lagos,kennedy-otunku,"  170,000/day ", 7JVGQ,False,False,True,4,4,5,170000,5100000,62050000,2023-07-20,2023-07-31,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SHORTLET,Lekki Lagos,cruzi-global-resort-ltd,"  120,000/day ", 3HVSM,False,True,True,4,4,5,120000,3600000,43800000,2023-01-06,2023-08-09,Lagos
Luxury 4bedroom Bedroom Flat Shortlet Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,kennedy-otunku,"  150,000 ", 7EUHH,False,False,True,4,0,0,150000,1800000,54750000,2021-06-04,2023-08-09,Lagos
Executive 4 Bedroom Flat,4 BEDROOM FLAT / APARTMENT FOR SHORTLET, Ikate Lekki Lagos,kennedy-otunku,"  90,000/day ", 8ESUH,False,True,True,4,4,1,90000,2700000,32850000,2021-05-24,2023-08-11,Lagos
Luxury 4 Bedroom Flat,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,kennedy-otunku,"  180,000/day ", 5HXRF,False,False,False,4,4,5,180000,5400000,65700000,2023-01-22,2023-08-11,Lagos
Luxury 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Z Lekki Lagos,No agent,"  90,000/day ", 0EUQG,False,False,True,4,4,4,90000,2700000,32850000,2021-06-07,2023-08-11,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,cc-cg-homes,"  120,000/day ", 0GNFA,False,True,True,4,4,5,120000,3600000,43800000,2022-05-06,2023-08-09,Lagos
Tastefully Furnished 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,"Plot 14b, Silicon Valley Estate Ologolo Lekki Lagos",No agent,"  105,000/day ", 8FQZV,True,True,True,4,4,5,105000,3150000,38325000,2021-11-11,2023-08-11,Lagos
Newly Built 4 Bedroom Duplex With Snooker Board,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Agungi Lekki Lagos,bluehedgerealtors,"  90,000/day ", 6GKLC,True,True,True,4,4,5,90000,2700000,32850000,2022-04-14,2023-08-11,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,kennedy-otunku,"  120,000/day ", 2JATY,True,True,True,4,4,5,120000,3600000,43800000,2023-02-18,2023-08-11,Lagos
Amazing New 4 Bedroom Apartment With Good Facilities,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,mg-choice-properties-limited,"  100,000/day ", 7BZEF,True,True,True,4,4,5,100000,3000000,36500000,2021-11-08,2023-08-11,Lagos
4 Bedroom Terraced Duplex For Rent,4 BEDROOM FLAT / APARTMENT FOR SHORTLET," ahmed Kasamu Street, Chevy View Estate Chevron Lekki Lagos",cc-cg-homes,"  4,000,000 ", 8HDRZ,True,True,True,4,4,4,4000000,48000000,1460000000,2019-01-22,,Lagos
Furnished 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,"N01w 4, Brains And Hammers City, Life Camp Life Camp Abuja",ase-ltd,"  85,000/day ", 8BZXC,False,True,True,4,4,5,85000,2550000,31025000,2022-08-26,2023-08-11,Abuja
