title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,type,state
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Gaduwa By Ebeano Supermarket Gaduwa Abuja,rentalhub_island, 0KCLY,False,True,False,2,2,3,3500000,2023-09-08,,rent,Abuja
2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,Ikota Lekki Lagos,rentalhub_island, 9KCLX,False,True,False,1,1,1,2500000,2023-09-08,,rent,Lagos
Spacious Selfcon Lekki Phase 1 With Personal Kitchen,1 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase1 Lekki Phase 1 Lekki Lagos,esquisite-land-and-homes, 8KCLX,False,True,False,1,1,1,1700000,2023-09-08,,rent,Lagos
Selfcon Lekki Phase With Jacuzzi And Bacony,1 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,macbeals-integrated-services, 7KCLX,False,False,False,2,2,3,2000000,2023-09-08,,rent,Lagos
Standard Two Bedroom Flat Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Chevron Chevron Lekki Lagos,thykop-real-estate-management, 4KCLX,True,False,False,3,4,4,3500000,2023-09-08,,rent,Lagos
Newly Built 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Gaduwa By Ebeano Supermarket Gaduwa Abuja,esquisite-land-and-homes, 3KCLX,False,False,False,3,3,3,4000000,2023-09-08,,rent,Abuja
3bed For Rent,3 BEDROOM HOUSE FOR RENT,Bariga Shomolu Lagos,aford-homes-co, 1KCLX,False,False,False,3,3,4,800000,2023-09-08,,rent,Lagos
Spacious Three Bedroom Flat Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,mark-elimimian, 9KCLW,False,False,False,0,0,0,4000000,2023-09-08,,rent,Lagos
A Nice 2bedroom Flat Behind Finrel Akobo,2 BEDROOM HOUSE FOR RENT,"Behind Finrel Pharmacy , After Akala Junction Akobo Akobo Ibadan Oyo",tokeate-properties, 0KCHS,False,False,False,2,2,3,600000,2023-09-08,,rent,Oyo
4bedroom Duplex With B/q In Lifecamp.,4 BEDROOM HOUSE FOR RENT,"Monarch Garden, Lifecamp District Abuja. Life Camp Abuja",tokeate-properties, 8KCHR,False,False,False,4,0,0,7000000,2023-09-08,,rent,Abuja
2bedroom Flat In Lifecamp.,2 BEDROOM FLAT / APARTMENT FOR RENT,"Lifecamp District,abuja. Life Camp Abuja",tokeate-properties, 7KCHR,False,False,False,2,0,0,3000000,2023-09-08,,rent,Abuja
Newly Built Self Contained Room,1 BEDROOM FLAT / APARTMENT FOR RENT,Shomolu Lagos,future-pride-homes-and-properties-ltd, 6KCDF,False,False,False,1,1,1,600000,2023-09-06,2023-09-08,rent,Lagos
Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Valleyview Estate, Olu Odo, Ikorodu Lagos",wnl, 6KCDE,True,False,False,3,2,3,600000,2023-09-06,2023-09-08,rent,Lagos
Standard 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"College Road, Ifako Ogba Lagos",yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 8KCDD,True,False,False,3,3,4,900000,2023-09-06,2023-09-08,rent,Lagos
New 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Banana Layout Estate Isheri Oshun, Bucknor Isolo Lagos",bash, 7KCHP,True,False,False,2,2,3,700000,2023-09-07,2023-09-08,rent,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,mo-global-ventures, 7GDWX,False,True,False,2,2,3,1100000,2023-09-08,,rent,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Olokonla Ajah Lagos,mo-global-ventures, 4GLNM,True,True,False,2,2,3,1400000,2023-09-08,,rent,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,mo-global-ventures, 8GQSY,False,True,False,2,2,3,1300000,2023-09-08,,rent,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Olokonla Ajah Lagos,mo-global-ventures, 2GWFJ,True,False,False,2,2,3,1500000,2023-09-08,,rent,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Ikota Lekki Lagos,mo-global-ventures, 0HZCZ,False,True,False,4,4,5,3500000,2023-09-08,,rent,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Lekki Lagos,mo-global-ventures, 8HZCY,False,False,False,4,4,5,7000000,2023-09-08,,rent,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,mo-global-ventures, 3JGPL,True,True,False,3,3,4,1600000,2023-09-08,,rent,Lagos
Luxury 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Ikota Lekki Lagos,mo-global-ventures, 3JGMB,False,True,False,3,3,4,2500000,2023-09-08,,rent,Lagos
10 Bedroom Detached Duplex,10 BEDROOM HOUSE FOR RENT,Olokonla Ajah Lagos,mo-global-ventures, 5JMTQ,False,False,False,10,10,10,12000000,2023-09-08,,rent,Lagos
Newly Built 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,mo-global-ventures, 0JGKZ,True,False,False,3,3,4,2000000,2023-09-08,,rent,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Ikota Lekki Lagos,mo-global-ventures, 6HZCZ,False,True,False,4,4,5,3500000,2023-09-08,,rent,Lagos
Room Shared Apartment @ Ologolo,1 BEDROOM FLAT / APARTMENT FOR RENT,Before White Sand Beach Estate Ologolo Lekki Lagos,cn-properties, 8KCKK,True,True,False,1,1,1,700000,2023-09-08,,rent,Lagos
Well Maintained Detached Building,10 BEDROOM COMMERCIAL PROPERTY FOR RENT,Lekki Phase 1 Lagos State Lekki Phase 1 Lekki Lagos,propertywire-nigeria-limited, 6KCKK,True,True,False,10,10,10,40000000,2023-09-08,,rent,Lagos
Newly Built Two Bedroom Flat In An Estate,2 BEDROOM FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,156, 5KCKK,True,False,False,2,0,0,1700000,2023-09-08,2023-09-09,rent,Lagos
Newly Built 4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,Ramat Str Ogudu Lagos,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 1KCDD,False,False,False,0,0,0,6500000,2023-09-08,,rent,Lagos
Furnished 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"Juliana Apartments, Ikate Lekki Lagos",moreno-holdings, 1KCHH,True,False,False,1,1,1,7000000,2023-09-07,2023-09-08,rent,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Nnpc Axis Ejigbo, Oke Afa Isolo Lagos",west-coast-multi-concept-international-services, 5KCHG,True,True,False,4,4,5,1200000,2023-09-07,2023-09-08,rent,Lagos
New 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Olaiya Street, Off Mafoluku Road, Oshodi Lagos",charlow-properties, 1KCDB,True,False,False,2,2,3,1500000,2023-09-06,2023-09-08,rent,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,White Sand Beach Estate Ologolo Lekki Lagos,cn-properties, 4KCKK,False,True,False,1,1,1,1500000,2023-09-08,,rent,Lagos
Spacious Sitting Room@ Ologolo,1 BEDROOM FLAT / APARTMENT FOR RENT,Ado Ajah Lagos,156, 3KCKK,True,False,False,3,0,0,2000000,2023-09-08,2023-09-09,rent,Lagos
Newly Built Three Bedroom Apartment In An Estate,3 BEDROOM FLAT / APARTMENT FOR RENT,"Shadia Estate, Soluyi Gbagada Lagos",dollyrealty, 2KCKK,True,False,False,3,4,4,3300000,2023-09-08,2023-09-09,rent,Lagos
Newly Built 3beds Flat!!!,3 BEDROOM FLAT / APARTMENT FOR RENT,Bera Estate Chevron Lekki Lagos,wnl, 1KCKK,False,False,False,0,0,0,550000,2023-09-08,,rent,Lagos
Selfcon Apartment (shared Kitchen) In A Secured Estate,FLAT / APARTMENT FOR RENT,Iroko Estate Lasu Isheri Isheri Egbe Idimu Lagos,jmo-global, 0KCKK,True,False,False,0,0,0,600000,2023-09-08,,rent,Lagos
Master Bedroom@ Ologolo,1 BEDROOM FLAT / APARTMENT FOR RENT,White Sand Beach Ologolo Lekki Lagos,propertywire-nigeria-limited, 9KCKJ,True,True,False,2,3,3,1500000,2023-09-08,,rent,Lagos
2 Bedroom Penthouse With Bq,2 BEDROOM FLAT / APARTMENT FOR RENT,"Ikate Elegushi, Lekki Lagos State Ikate Lekki Lagos",golden-scepter-homes-properties, 7KCKJ,True,False,False,3,3,4,6000000,2023-09-08,,rent,Lagos
Newly Built 3&2 Bedroom Flat With,3 BEDROOM FLAT / APARTMENT FOR RENT,Elewuro Akobo Ibadan Oyo,jaykay-realty-network, 5KCKJ,True,True,False,4,4,5,500000,2023-09-08,,rent,Oyo
To Let New 2 Bedroom Flat At Alaka Estate Surulere,2 BEDROOM HOUSE FOR RENT,Alaka Estate Surulere Lagos,danrielhomes-finder, 4KCKJ,False,True,False,3,3,3,3500000,2023-09-08,,rent,Lagos
3units Of 2beds!!!!,2 BEDROOM FLAT / APARTMENT FOR RENT,Aguda Surulere Lagos,ti-properties, 2KCKJ,True,False,False,2,3,3,2000000,2023-09-08,2023-09-09,rent,Lagos
Tastefully Finished 3bedroom Flats,3 BEDROOM FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,gudness-reality-ventures3, 1KCKJ,True,False,False,3,4,4,2500000,2023-09-08,,rent,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Asiwaju Estate, Oja Oba Abule Egba Lagos",gudness-reality-ventures10, 9KCKH,True,True,False,0,0,0,1200000,2023-09-08,,rent,Lagos
Serviced 3bedroom Flat Ensuit In An Estate,3 BEDROOM FLAT / APARTMENT FOR RENT,Ologolo Lekki Lagos,propertywire-nigeria-limited, 6KCKH,False,False,False,5,6,6,2700000,2023-09-08,,rent,Lagos
5 Bedroom Semi Detached House With A Room Bq,5 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lagos State Lekki Phase 1 Lekki Lagos,gudness-reality-ventures7, 5KCKH,True,True,False,2,2,3,15000000,2023-09-08,,rent,Lagos
Newly Built Serviced 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Ikota Lekki Lagos,dollyrealty, 4KCKH,True,False,False,2,3,3,2500000,2023-09-08,,rent,Lagos
Newly Built 2bed Flat!!!,2 BEDROOM FLAT / APARTMENT FOR RENT,"Alaka Est, Surulere Lagos",propertywire-nigeria-limited, 3KCKH,True,True,False,4,5,5,3500000,2023-09-08,2023-09-09,rent,Lagos
4 Bedroom Terrace Duplex With A Room Bq,4 BEDROOM HOUSE FOR RENT,Banana Island Estate Ikoyi Lagos Banana Island Ikoyi Lagos,gudness-reality-ventures7, 6KCKG,True,True,False,2,2,0,18000000,2023-09-08,,rent,Lagos
Newly Built Blocks Of Flats,2 BEDROOM FLAT / APARTMENT FOR RENT,Ikota Lekki Lagos,sunday-bassey, 5KCKG,True,False,False,2,2,3,25000000,2023-09-08,,rent,Lagos
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Right Beside Petrocam Lekki Lagos,akinpelu-hammed, 4KCKG,False,False,False,3,0,0,5000000,2023-09-08,2023-09-08,rent,Lagos
3 Bedroom Maisonettes,3 BEDROOM HOUSE FOR RENT,Ligali Ayorinde Street Victoria Island Lagos,aford-homes-co, 2KCKG,False,False,False,2,2,3,12000000,2023-09-08,,rent,Lagos
Fully Service 2bedroom Flat With Bq In Lekki 1,2 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,akinpelu-hammed, 1KCKG,True,True,False,3,0,0,4500000,2023-09-08,,rent,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,gudness-reality-ventures1, 0KCKG,False,False,False,1,1,1,7000000,2023-09-08,,rent,Lagos
Standard Miniflat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ayanbode Street Oke Ira Ogba Lagos,future-pride-homes-and-properties-ltd, 6KCKF,False,False,False,2,2,3,550000,2023-09-08,2023-09-08,rent,Lagos
Newly Built 3 Bedroom Apartment For Rent,3 BEDROOM FLAT / APARTMENT FOR RENT,Harris Drive Vgc Lekki Lagos,propertywire-nigeria-limited, 1KCKF,True,True,False,3,3,4,3500000,2023-09-08,,rent,Lagos
"Brand New 2 Bedroom Flat, Upstairs",2 BEDROOM FLAT / APARTMENT FOR RENT,"Lekki Phase 1, Lagos State Lekki Phase 1 Lekki Lagos",affyolams-property-company, 0KCKF,True,True,False,2,3,3,5000000,2023-09-08,,rent,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Alapere Kosofe Ikosi Lagos,olakunle-olatunde, 3KCKE,False,False,False,2,0,0,1320000,2023-09-08,,rent,Lagos
Church Space,COMMERCIAL PROPERTY FOR RENT,Obele Suruler Off Lawason Road Suruler Lawanson Surulere Lagos,dollyrealty, 2KCKE,False,False,False,0,0,0,450000,2023-09-08,,rent,Lagos
Decent & Spacious 3beds!!,3 BEDROOM FLAT / APARTMENT FOR RENT,Millenuim Ups Gbagada Lagos,propertywire-nigeria-limited, 0KCKE,False,False,False,3,4,4,2500000,2023-09-08,2023-09-09,rent,Lagos
2 Bedroom Serviced Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Elegushi Ikate Lekki Lagos,ti-properties, 9KCKD,True,True,False,2,3,3,2600000,2023-09-08,,rent,Lagos
Newly Built 3bedroom Terrace At Ogidon,3 BEDROOM HOUSE FOR RENT,Sangotedo Ajah Lagos,olakunle-olatunde, 6KCKD,True,False,False,3,4,4,3000000,2023-09-08,,rent,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Off Ogunlana Drive Suruler Ogunlana Surulere Lagos,aford-homes-co, 3KCKD,False,False,False,1,2,2,1500000,2023-09-08,,rent,Lagos
Service 4bedroom Duplex In An Estate In Lekki 1,4 BEDROOM HOUSE FOR RENT,In An Estate In Lekki Right Lekki Phase 1 Lekki Lagos,ayoola-n-okesanjo-estate-agency-management, 2KCKD,False,True,False,4,4,5,8000000,2023-09-08,,rent,Lagos
Hot Lekki Phase 1 Letting A Very Big Selfconj,HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,propertywire-nigeria-limited, 0KCKD,False,False,False,0,0,0,1400000,2023-09-08,,rent,Lagos
Luxury 2 Bedrooms Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"Admiralty Way, Lekki Phase 1 Lagos. Lekki Phase 1 Lekki Lagos",blessing-tyohemba, 9KCKC,True,True,False,2,3,3,7000000,2023-09-08,,rent,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Ikota Lekki Lagos,danadel-solutions, 8KCKC,False,False,False,4,4,5,3500000,2023-09-08,2023-09-08,rent,Lagos
Newly Built 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Yakoyo, Elewuro, Akobo Ibadan Oyo",neemahrealtor1, 4KCCR,True,False,False,3,4,4,650000,2023-09-06,2023-09-08,rent,Oyo
4 Bedroom Fully Furnished Terraced Duplex With Bq,4 BEDROOM HOUSE FOR RENT,"Anu Crescent, Badore Ajah Lagos",naija-choice-property, 5KCBU,False,False,False,3,3,3,2500000,2023-09-06,2023-09-08,rent,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Baruwa Ipaja Lagos,purple-ribbon-properties, 0KCCC,False,False,False,1,1,1,550000,2023-09-06,2023-09-08,rent,Lagos
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"Alexander Emmycrown, Apata Ibadan Oyo",esquisite-land-and-homes, 3KCCA,False,False,False,2,2,3,400000,2023-09-06,2023-09-08,rent,Oyo
3 Bedroom Terrace Duplex,3 BEDROOM COMMERCIAL PROPERTY FOR RENT,Vgc Lekki Lagos,alluxuryhomesproperties-al, 0KCBN,False,False,False,3,4,1,1000000,2023-09-06,2023-09-08,rent,Lagos
9 Units Of Newly Built Self Contain,FLAT / APARTMENT FOR RENT,Victoria Island Lagos,mankindhomes, 1KCBW,False,False,False,2,3,3,300000,2023-09-06,2023-09-08,rent,Lagos
Restaurant Building,COMMERCIAL PROPERTY FOR RENT,Agodi Ibadan Oyo,joak-housing, 0KCBW,False,False,False,3,3,3,1500000,2023-09-06,2023-09-08,rent,Oyo
Spacious 2 Bedroom Penthouse,2 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,asgafhomes, 3KCBV,False,False,False,0,0,0,6000000,2023-09-06,2023-09-08,rent,Lagos
Lovely Mini Flat,FLAT / APARTMENT FOR RENT,"Off Commercial Avenue, Sabo Yaba Lagos",the-property-concession-company1, 6KBZW,False,False,False,0,0,0,1000000,2023-09-05,2023-09-08,rent,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"Off Cole Street, Via Olufemi Street Ogunlana Drive, Lawanson Surulere Lagos",andy-gods-time-ltd, 3KBZW,False,False,False,2,2,3,1500000,2023-09-05,2023-09-08,rent,Lagos
Masters Apartment For Rent At Mobil Road Ajah Ilaje,1 BEDROOM FLAT / APARTMENT FOR RENT,"Moba Mobil Road, Ilaje Ajah Lagos",boniface-fortune, 8KBYR,False,False,False,1,1,1,550000,2023-09-05,2023-09-08,rent,Lagos
Newly Built 2 Bedroom Duplex,2 BEDROOM FLAT / APARTMENT FOR RENT,Ajah Lagos,adetoro-olayomi1, 6KBXE,True,False,False,2,2,3,2200000,2023-09-05,2023-09-08,rent,Lagos
Luxury 3 Bedroom Apartment Video Available,3 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,property-maestro, 8KBXB,False,True,False,3,3,3,7000000,2023-09-05,2023-09-08,rent,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM FLAT / APARTMENT FOR RENT,"Around Banana Island, Ikoyi Lagos",mark-elimimian, 1KBWD,False,True,False,4,4,5,12000000,2023-09-04,2023-09-08,rent,Lagos
Spacious 1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"65 Ajiran Road, Agungi Lekki Lagos",homplug, 4KBVV,False,True,False,1,1,2,1800000,2023-09-04,2023-09-08,rent,Lagos
1 Bedroom Apartment,1 BEDROOM HOUSE FOR RENT,Lugbe Abuja,joak-housing, 7KBWZ,True,False,False,1,2,2,450000,2023-09-05,2023-09-08,rent,Abuja
Spacious 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,timeless-heritage-homes-ltd, 8KBVK,False,True,False,3,3,0,4500000,2023-09-04,2023-09-08,rent,Lagos
Spacious Shared Apartment,FLAT / APARTMENT FOR RENT,Jakande Lekki Lagos,dozek-co-pr5eO, 0KBQF,False,False,False,0,1,1,750000,2023-09-02,2023-09-08,rent,Lagos
1 Bedroom Penthouse,1 BEDROOM FLAT / APARTMENT FOR RENT,"Behind Mobolaji Johnson, Phase 1 Lekki Lagos",jaykay-realty-network, 2KBUH,False,True,False,1,1,1,2500000,2023-09-04,2023-09-08,rent,Lagos
2 Bedroom Flat (all Bedrooms Ensuite) @ Ojodu,2 BEDROOM FLAT / APARTMENT FOR RENT,Berger Ojodu Lagos,otbrooks-properties-company, 1KBUG,False,False,False,2,2,2,1200000,2023-09-04,2023-09-08,rent,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Estate By Nike Art Gallery, Lekki Lagos",michael-emenanjor1, 3KBNL,True,False,False,2,2,2,4000000,2023-09-01,2023-09-08,rent,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Ologolo Lekki Lagos,essential-properties, 2KBUB,False,False,False,1,0,0,3000000,2023-09-04,2023-09-08,rent,Lagos
Master’s Bedroom,1 BEDROOM FLAT / APARTMENT FOR RENT,Ikota Lekki Lagos,156, 6KBTY,False,False,False,3,3,4,1100000,2023-09-04,2023-09-08,rent,Lagos
Newly Built 5 Bedroom Duplex,5 BEDROOM HOUSE FOR RENT,Ikota Lekki Lagos,micagorry-real-estate1, 7KBRS,False,False,False,0,0,0,5500000,2023-09-03,2023-09-08,rent,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,Ikota Lekki Lagos,olakunle-olatunde, 4KBRS,False,False,False,6,0,0,4000000,2023-09-03,2023-09-08,rent,Lagos
Spacious 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Vgc Lekki Lagos,ebuka-of-lagos-plc1, 0KBRS,False,False,False,3,3,4,3500000,2023-09-03,2023-09-08,rent,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR RENT,Ologolo Lekki Lagos,michael-emenanjor1, 3KBJN,False,False,False,4,4,5,4000000,2023-08-31,2023-09-08,rent,Lagos
Newly Built 4 Bedroom Detached Duplex + A Bq,4 BEDROOM HOUSE FOR RENT,Lekki Scheme 2 Ajah Lagos,blessing-tyohemba, 8KBJF,True,False,False,4,4,5,4500000,2023-08-31,2023-09-08,rent,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Bakare Estate Agungi Lekki Lagos,michael-emenanjor1, 3KBNB,True,False,False,4,4,5,4000000,2023-09-01,2023-09-08,rent,Lagos
Miniflat For Rent At Mobil Road Ajah Ilaje,1 BEDROOM FLAT / APARTMENT FOR RENT,Off Moba Mobil Road Ilaje Ajah Lagos,boniface-fortune, 8KBML,False,False,False,1,1,1,600000,2023-09-01,2023-09-08,rent,Lagos
Newly Built Room Self Contain,FLAT / APARTMENT FOR RENT,Palmgroove Shomolu Lagos,461, 2KBGV,True,True,False,0,0,0,700000,2023-08-31,2023-09-08,rent,Lagos
Newly Built Room Self Contain,FLAT / APARTMENT FOR RENT,Palmgroove Shomolu Lagos,461, 8KBGT,True,True,False,0,0,0,550000,2023-08-31,2023-09-08,rent,Lagos
Spacious 3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR RENT,"Estate By Nike Art Gallery, Lekki Lekki Lagos",michael-emenanjor1, 1KBGT,False,False,False,3,3,4,5000000,2023-08-31,2023-09-08,rent,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,micagorry-real-estate1, 1KBGJ,False,False,False,0,0,0,7000000,2023-08-31,2023-09-08,rent,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ojuelegba Surulere Lagos,west-coast-multi-concept-international-services, 1KBGH,True,False,False,4,4,5,800000,2023-08-31,2023-09-08,rent,Lagos
Studio Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Greenville Estate Agungi Lekki Lagos,reotah, 5KBLT,False,False,False,1,1,1,1000000,2023-09-01,2023-09-08,rent,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Greenville Estate Agungi Lekki Lagos,reotah, 2KBLT,False,False,False,1,1,1,2500000,2023-09-01,2023-09-08,rent,Lagos
1 Bedroom In Shared Apartment,1 BEDROOM HOUSE FOR RENT,"Agungi East Estate Opposite Domino Pizza, Lekki Lagos",reotah, 1KBCY,False,False,False,1,1,1,1000000,2023-08-30,2023-09-08,rent,Lagos
Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Magboro Obafemi Owode Ogun,chamanproperties, 0KBCV,False,False,False,1,1,2,300000,2023-08-30,2023-09-08,rent,Ogun
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Arepo Ogun,chamanproperties, 9KBCU,False,False,False,2,2,3,700000,2023-08-30,2023-09-08,rent,Ogun
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Magboro Obafemi Owode Ogun,chamanproperties, 6KBCT,False,False,False,3,3,4,500000,2023-08-30,2023-09-08,rent,Ogun
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Osapa London Lekki Lagos,misojeun-nutin, 4KBKC,False,False,False,2,2,3,2700000,2023-08-31,2023-09-08,rent,Lagos
Spacious Studio Apartment,FLAT / APARTMENT FOR RENT,Shangisha Kosofe Ikosi Lagos,nikolight-property, 0KBJA,False,False,False,2,3,3,800000,2023-08-31,2023-09-08,rent,Lagos
Newly Built Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,"Phase 1, Off Providence Street Lekki Lagos",emmanuelorok, 6KBHT,True,True,True,1,1,1,1800000,2023-08-31,2023-09-08,rent,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Orchid Road Lekki Lagos,geobrooks, 6KBGE,False,False,False,5,5,5,4000000,2023-08-31,2023-09-08,rent,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Alagbole, Akute Ketu Lagos",hillary-nwosu-ugo, 2KBGD,False,False,False,3,4,0,600000,2023-08-31,2023-09-08,rent,Lagos
Shared Apartment,FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,distinct-pragmatic-limited, 6KBGB,True,False,False,2,2,3,1600000,2023-08-31,2023-09-08,rent,Lagos
Newly Built Room Self Contain,FLAT / APARTMENT FOR RENT,Palmgroove Shomolu Lagos,461, 8KBGW,True,True,False,0,0,0,650000,2023-08-31,2023-09-08,rent,Lagos
Newly Built Room Self Contain,FLAT / APARTMENT FOR RENT,Palmgroove Shomolu Lagos,461, 2KBGW,True,True,False,0,0,0,700000,2023-08-31,2023-09-08,rent,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Primewater Garden, Ikate Lekki Lagos",akinpelu-hammed, 7KBEG,False,True,False,3,3,4,4500000,2023-08-30,2023-09-08,rent,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Agungi Lekki Lagos,michael-emenanjor1, 3KBEG,False,False,False,3,0,3,3500000,2023-08-30,2023-09-08,rent,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Igbo Efon Lekki Lagos,danadel-solutions, 6KBDX,False,False,False,3,3,4,2000000,2023-08-30,2023-09-08,rent,Lagos
Room And Parlour Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"At Jagada Ologuneru Junction 2, Power Line Close To Main Road, Eleyele Ibadan Oyo",paul-nyoyoh1, 7KBDW,False,False,False,3,4,4,230000,2023-08-30,2023-09-08,rent,Oyo
Luxury 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Gra Shangisha Kosofe Ikosi Lagos,chamanproperties, 6KBDV,False,False,False,1,1,1,2500000,2023-08-30,2023-09-08,rent,Lagos
Luxury 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Gra, Olowora Ojodu Lagos",city-garden-real-estate-ltd, 9KBDU,False,False,False,2,0,0,2000000,2023-08-30,2023-09-08,rent,Lagos
Executive Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Gra, Omole Phase 1 Ojodu Lagos",essential-properties, 9KBDT,False,False,False,1,0,0,1200000,2023-08-30,2023-09-08,rent,Lagos
