title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦_yearly,date_posted,date_updated,state
4 Bedroom Terrace House,4 BEDROOM HOUSE FOR RENT,Parkview Estate Ikoyi Lagos,prince-ademola-osinuga, 5HFZM,False,True,False,4,4,5,12000000,2023-08-10,not updated,Lagos
": Standard, N Relatively New 3bedroom Flat",3 BEDROOM HOUSE FOR RENT,Off Oluwalogbpn Ikosi Ketu Kosofe Ikosi Lagos,e-propertyng, 1JYHL,True,False,False,3,3,4,2200000,2023-08-10,not updated,Lagos
Standard And Lovely 2 Bedroom Flat In Ogba,2 BEDROOM HOUSE FOR RENT,Shonola Aguda(ogba) Ogba Lagos,jufy99livecouk, 0JYHL,False,False,False,2,2,3,1500000,2023-08-10,not updated,Lagos
Tastefully Finished 4bed Semi Detarched Duplex,HOUSE FOR RENT,Chevron Lekki Lagos,ti-properties, 4JYHK,False,False,False,0,0,0,6000000,2023-08-10,not updated,Lagos
Executive Newly Renovated 3bedroom Flat,3 BEDROOM HOUSE FOR RENT,Off Nnobi Str Kilo Marsha Surulere Lagos,e-propertyng, 3JYHK,False,False,False,3,3,4,2500000,2023-08-10,not updated,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR RENT,Off Onikoyi Road Old Ikoyi Ikoyi Lagos,prince-ademola-osinuga, 1HGCZ,True,True,False,4,4,5,25000000,2023-08-10,not updated,Lagos
Luxury 4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,prince-ademola-osinuga, 9HGQW,False,True,False,4,4,5,21000000,2023-08-10,not updated,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Parkview Estate Ikoyi Lagos,prince-ademola-osinuga, 8HHCE,False,True,False,3,3,4,6500000,2023-08-10,not updated,Lagos
Newly Built 6 Bedroom Penthouse,6 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,prince-ademola-osinuga, 7HKZV,False,True,False,6,6,7,130000,2023-08-10,not updated,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Lagos,prince-ademola-osinuga, 4HLEA,False,True,True,2,2,3,11000000,2023-08-10,not updated,Lagos
4 Bedroom Terraced House,4 BEDROOM HOUSE FOR RENT,Old Ikoyi Lagos,prince-ademola-osinuga, 7HLEC,False,True,True,4,4,5,20000000,2023-08-10,not updated,Lagos
Luxury 4 Bedroom Maisonette,4 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,prince-ademola-osinuga, 9HLLL,False,False,False,4,4,5,14000000,2023-08-10,not updated,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Ikoyi Lagos,prince-ademola-osinuga, 1HNWV,False,True,False,2,2,2,6000000,2023-08-10,not updated,Lagos
5 Bedroom Detached Duplex + 2 Room Bq,5 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,prince-ademola-osinuga, 6HPEE,False,False,False,5,5,6,28000000,2023-08-10,not updated,Lagos
4 Bedroom Terrace House,4 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,prince-ademola-osinuga, 5HQGW,False,True,False,4,4,5,24000000,2023-08-10,not updated,Lagos
4 Bedroom Detached House,4 BEDROOM HOUSE FOR RENT,Old Ikoyi Lagos,prince-ademola-osinuga, 8HQHG,True,True,False,4,4,5,17000000,2023-08-10,not updated,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,prince-ademola-osinuga, 8HQKW,True,True,False,4,4,5,15000000,2023-08-10,not updated,Lagos
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,Parkview Estate Ikoyi Lagos,prince-ademola-osinuga, 6HQLK,False,False,False,4,4,5,20000000,2023-08-10,not updated,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR RENT,Old Ikoyi Lagos,prince-ademola-osinuga, 6HQPT,True,True,False,4,4,5,15000000,2023-08-10,not updated,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Lagos,prince-ademola-osinuga, 8HQQX,False,True,False,4,4,5,25000000,2023-08-10,not updated,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,prince-ademola-osinuga, 1HQSE,True,True,False,4,4,5,30000000,2023-08-10,not updated,Lagos
Luxury 3 Bedroom Maisonette On 2 Floors,3 BEDROOM HOUSE FOR RENT,Old Ikoyi Lagos,prince-ademola-osinuga, 0HSPX,False,True,False,3,3,4,16000000,2023-08-10,not updated,Lagos
3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,prince-ademola-osinuga, 4HTHA,False,True,False,3,3,4,12000000,2023-08-10,not updated,Lagos
Waterfront 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Lagos,prince-ademola-osinuga, 5HUXC,False,True,False,3,3,4,7000000,2023-08-10,not updated,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,prince-ademola-osinuga, 8HVFY,False,True,True,3,3,4,9000000,2023-08-10,not updated,Lagos
Luxury 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,prince-ademola-osinuga, 2HVGA,False,True,False,3,3,4,16000000,2023-08-10,not updated,Lagos
4 Bedroom Maisonette,4 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,prince-ademola-osinuga, 7HVMF,False,True,False,4,4,5,28000000,2023-08-10,not updated,Lagos
Luxury 4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR RENT,Kofo Abayomi Victoria Island Lagos,prince-ademola-osinuga, 5HVPD,False,True,False,4,4,5,15500000,2023-08-10,not updated,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Lagos,prince-ademola-osinuga, 8HVPQ,False,True,False,3,3,4,9000000,2023-08-10,not updated,Lagos
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Lagos,prince-ademola-osinuga, 5HXHH,False,True,False,2,2,3,10000000,2023-08-10,not updated,Lagos
4 Bedroom Penthouse,4 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Lagos,prince-ademola-osinuga, 0HZAA,False,True,False,4,4,5,25000000,2023-08-10,not updated,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Old Ikoyi Lagos,prince-ademola-osinuga, 4HZAB,True,True,False,4,4,5,20000000,2023-08-10,2023-08-10 00:00:00,Lagos
4 Bedroom Semi Detached House + 2 Room Bq,4 BEDROOM HOUSE FOR RENT,Parkview Estate Ikoyi Lagos,prince-ademola-osinuga, 8HZCK,False,False,False,4,4,5,18000000,2023-08-10,not updated,Lagos
Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,edumicheal-miriam-egondu1, 7JYDQ,False,False,False,1,1,1,400000,2023-08-09,not updated,Lagos
Serviced 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Gerard Road Ikoyi Lagos,overhplus, 3JYDQ,False,True,False,3,3,4,15000000,2023-08-09,2023-08-09 00:00:00,Lagos
Furnished 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Eko Atlantic Victoria Island Lagos,emma-visio-enterprises, 0JYDQ,False,True,True,2,0,0,60000,2023-08-09,2023-08-10 00:00:00,Lagos
Room & Parlour Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,"Kuola, Akala Express Ibadan Oyo",elijah-real-estate-brokers-construction-company, 8JYDP,False,False,False,1,1,1,300000,2023-08-09,2023-08-09 00:00:00,Oyo
Spacious Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Alapere Kosofe Ikosi Lagos,maselhomesnproperties, 7JYDP,False,False,False,1,1,2,1000000,2023-08-09,2023-08-09 00:00:00,Lagos
Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Obele Axis, Opposite Ogunlana Drive Junction, Surulere Lagos",grandview-integrated-link, 5JYDP,True,False,False,1,1,2,1000000,2023-08-09,not updated,Lagos
6 Bedroom Detached Duplex + 2 Room Bq,6 BEDROOM HOUSE FOR RENT,Gaduwa Abuja,royalrealtors, 2JYDP,True,False,False,6,6,7,6000000,2023-08-09,2023-08-09 00:00:00,Abuja
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Glory Estate, Ifako Gbagada Lagos",jucropsintegratedserviceslimitedcom, 9JYDN,True,False,False,2,2,2,2500000,2023-08-09,not updated,Lagos
Shop Space,COMMERCIAL PROPERTY FOR RENT,"Yaya Abatan Road, Ogba Bus Stop Ogba Lagos",danrielhomes-finder, 8JYDN,False,False,False,0,0,0,1000000,2023-08-09,not updated,Lagos
Decent 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"Oke Bukun Estate, Elebu, Akala Express Ibadan Oyo",adedotun-adewole-and-co, 6JYDN,True,False,False,3,3,4,600000,2023-08-09,not updated,Oyo
Newly Built Mini Flat,1 BEDROOM HOUSE FOR RENT,"Ile Iwe, Via Ekoro Rd, Abule Egba Lagos",grandview-integrated-link, 5JYDN,True,False,True,1,1,1,450000,2023-08-09,not updated,Lagos
Serviced 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Gerard Road Ikoyi Lagos,esther_overhplus, 0JYDN,False,True,False,3,3,4,15000000,2023-08-09,not updated,Lagos
Spacious Self Contain,FLAT / APARTMENT FOR RENT,Zone 1 Wuse 1 Abuja,oputa-jay-apartments, 1JYDN,False,True,False,0,0,0,900000,2023-08-09,not updated,Abuja
Executive 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Ologede Estate, Akala Express Ibadan Oyo",elijah-real-estate-brokers-construction-company, 9JYDM,False,False,True,3,4,4,750000,2023-08-09,2023-08-09 00:00:00,Oyo
Decent 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Asipa Estate, Akala Express Ibadan Oyo",elijah-real-estate-brokers-construction-company, 7JYDM,False,False,False,2,3,3,300000,2023-08-09,2023-08-09 00:00:00,Oyo
Spacious 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Ajinde Estate, Akala Express Ibadan Oyo",elijah-real-estate-brokers-construction-company, 6JYDM,False,False,False,3,4,4,400000,2023-08-09,2023-08-09 00:00:00,Oyo
Decent 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"Ikola Rd, Command, Via Abule Egba Lagos",grandview-integrated-link, 5JYDM,False,False,False,2,2,2,400000,2023-08-09,not updated,Lagos
Room & Parlour Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"Offin Area, Igbogbo Ikorodu Lagos",bashir3, 3JYDM,True,False,False,1,1,1,250000,2023-08-09,not updated,Lagos
Newly Built 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Akoto Estate, Akala Express Ibadan Oyo",elijah-real-estate-brokers-construction-company, 2JYDM,True,False,True,3,4,4,800000,2023-08-09,2023-08-09 00:00:00,Oyo
Decent 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Elebu Estate, Akala Express Ibadan Oyo",elijah-real-estate-brokers-construction-company, 1JYDM,False,False,False,3,4,4,600000,2023-08-09,2023-08-09 00:00:00,Oyo
Room And Parlor Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"Federal Housing Estate, Moniya Ibadan Oyo",entrust-properties, 9JYDL,False,False,False,1,1,1,200000,2023-08-09,not updated,Oyo
New 1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Camp David Estate, Gwarinpa Abuja",oputa-jay-apartments, 5JYDL,True,True,False,1,1,0,1000000,2023-08-09,not updated,Abuja
Serviced 3 Bedroom Flat + Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,"Phase 1, Lekki Lagos",joan-ama, 1JYDL,False,True,False,3,3,4,6500000,2023-08-09,not updated,Lagos
Executive 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"Urban Shelter, Abraham Adesanya Estate Ajah Lagos",richardhomesandproperties, 0JYDL,True,True,False,3,3,4,25000000,2023-08-09,not updated,Lagos
Serviced 3 Bedroom Flat + Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,"Phase 1, Lekki Lagos",havivah-umanah1, 9JYDK,False,True,False,3,3,4,6500000,2023-08-09,not updated,Lagos
3 Units Of 3 Bedroom Apartments,3 BEDROOM FLAT / APARTMENT FOR RENT,Bogije Sangotedo Lagos,alvinacle_properties, 7JYDK,False,False,False,3,3,2,3000000,2023-08-09,not updated,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Jabi Jabi Abuja,oputa-jay-apartments, 9JYDJ,False,False,False,3,3,0,4500000,2023-08-09,not updated,Abuja
Furnished 3 Bedroom Semi Detached Duplex + Bq,3 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,havivah-umanah1, 7JYDJ,False,True,True,3,3,4,10000000,2023-08-09,not updated,Lagos
Decent Room & Parlour Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"Macaulay Street, Igbogbo Ikorodu Lagos",bashir3, 5JYDJ,False,False,False,1,1,1,150000,2023-08-09,2023-08-09 00:00:00,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,victor-property-ventures, 4JYDJ,False,True,False,1,1,2,2500000,2023-08-09,not updated,Lagos
Upscale 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"Off Banana Island Road, Ikoyi Lagos",itj-realtor, 0JYDJ,True,True,False,3,4,4,12000000,2023-08-09,not updated,Lagos
Furnished 3 Bedroom Semi Detached Duplex + Bq,3 BEDROOM HOUSE FOR RENT,"By Nike Art Gallery, Ikate Lekki Lagos",esther_overhplus, 1JYDJ,False,True,True,3,3,4,10000000,2023-08-09,2023-08-09 00:00:00,Lagos
8 Units Of 4 Bedroom Semi Detached Houses,4 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,futurehomesproperties, 5JYDH,False,False,False,4,5,5,22000000,2023-08-09,not updated,Lagos
Furnished 3 Bedroom Semi Detached Duplex + Bq,3 BEDROOM HOUSE FOR RENT,"By Nike Art Gallery, Ikate Lekki Lagos",overhplus, 3JYDH,False,True,True,3,3,4,10000000,2023-08-09,2023-08-09 00:00:00,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Alara Street, Sabo Yaba Lagos",ade-adekunle-an-associate, 2JYDH,True,False,False,1,1,1,1200000,2023-08-09,not updated,Lagos
Executive 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,Magodo Gra Phase 1 Ojodu Lagos,future-pride-homes-and-properties-ltd, 1JYDH,False,False,False,3,3,3,2200000,2023-08-09,not updated,Lagos
Spacious Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Sunnyvilla Estate, Badore Ajah Lagos",esquisite-land-and-homes, 0JYDH,False,False,False,1,1,2,1000000,2023-08-09,not updated,Lagos
Standard 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Berger Ojodu Lagos,future-pride-homes-and-properties-ltd, 9JYDG,False,False,False,2,2,2,600000,2023-08-09,not updated,Lagos
Serviced 1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"Off Admiralty Way, Phase 1 Lekki Lagos",overhplus, 8JYDG,False,True,False,1,1,2,3000000,2023-08-09,2023-08-09 00:00:00,Lagos
Restaurant Building On 800sqm,COMMERCIAL PROPERTY FOR RENT,"Off Ajose Adeogun, Victoria Island Lagos",distinct-pragmatic-limited, 7JYDG,False,False,False,0,0,0,35000000,2023-08-09,not updated,Lagos
Serviced 3 Bedroom Apartment,3 BEDROOM HOUSE FOR RENT,Wuse 2 Abuja,nellyanipropertiesltd, 6JYDG,False,False,False,3,4,4,10000000,2023-08-09,not updated,Abuja
Spacious Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Jibowu Close To Waec, Jibowu Yaba Lagos",damdave-consults, 1JYDG,True,True,True,1,0,0,900000,2023-08-09,not updated,Lagos
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"St Timothy Axis, Ojodu Lagos",future-pride-homes-and-properties-ltd, 0JYDG,False,False,False,2,2,2,1000000,2023-08-09,not updated,Lagos
Room & Parlour Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"Kuola, Akala Express Ibadan Oyo",mafik75-homes-ltd, 6JYDF,False,False,False,1,0,0,300000,2023-08-09,not updated,Oyo
Executive 3 Bedroom Detached Duplex,3 BEDROOM HOUSE FOR RENT,"Off Ojodu Abiodun, Ojodu Lagos",future-pride-homes-and-properties-ltd, 5JYDF,False,False,False,3,3,3,2500000,2023-08-09,not updated,Lagos
Spacious Warehouse,COMMERCIAL PROPERTY FOR RENT,"Off Odozie Street, Ojodu Lagos",future-pride-homes-and-properties-ltd, 4JYDF,False,False,False,0,0,0,4000000,2023-08-09,not updated,Lagos
130 Sqm Commercial Space,COMMERCIAL PROPERTY FOR RENT,Adeola Hopewell Victoria Island Lagos,ase-ltd, 3JYDF,False,True,False,0,0,0,55000,2023-08-09,not updated,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Ajinde 2 Via Ire Akari, Akala Express Ibadan Oyo",mafik75-homes-ltd, 2JYDF,False,False,False,3,0,0,400000,2023-08-09,not updated,Oyo
Serviced 1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"Off Admiralty Way, Phase 1, Lekki Lagos",esther_overhplus, 1JYDF,False,True,False,1,1,2,3000000,2023-08-09,2023-08-09 00:00:00,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Ori Apara, Ashipa Via Tipper Garage, Akala Express Ibadan Oyo",ti-properties, 9JYDE,True,False,False,2,3,3,300000,2023-08-09,not updated,Oyo
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Abijo Ajah Lagos,mafik75-homes-ltd, 7JYDE,False,False,False,2,0,0,1000000,2023-08-09,not updated,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Ireakari Idi Oya, Via Tipper Garage, Akala Express Ibadan Oyo",outstanding-real-estate-limited, 6JYDE,True,True,False,3,3,4,300000,2023-08-09,not updated,Oyo
Luxury 3 Bedroom Apartment,3 BEDROOM HOUSE FOR RENT,Ahmadu Bello Way Victoria Island Lagos,pecons-realtors, 4JYDE,False,False,False,5,5,6,15000000,2023-08-09,not updated,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"Okebadan Estate, Akobo Ibadan Oyo",joan-ama, 3JYDE,False,True,True,3,3,4,1500000,2023-08-09,not updated,Oyo
Furnished 3 Bedroom Semi Detached Duplex + Bq,3 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,mafik75-homes-ltd, 2JYDE,False,False,True,2,0,0,10000000,2023-08-09,not updated,Lagos
Standard Self Contained Room,FLAT / APARTMENT FOR RENT,"Akiode, Ojodu Lagos",future-pride-homes-and-properties-ltd, 0JYDF,False,False,False,0,0,0,250000,2023-08-09,not updated,Lagos
3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"Off Ojodu Abiodun, Berger Ojodu Lagos",future-pride-homes-and-properties-ltd, 9JYDD,False,False,False,3,3,3,1500000,2023-08-09,not updated,Lagos
Standard 3 Bedroom Detached Bungalow,2 BEDROOM HOUSE FOR RENT,"Pyakasa, Lugbe Abuja",teesam-homes-nig-ltd, 8JYDD,False,False,False,2,3,3,2000000,2023-08-09,2023-08-09 00:00:00,Abuja
4 Bedroom Terraced Duplex + Bq,4 BEDROOM HOUSE FOR RENT,"Jahi District, Guzape Abuja",mls-properties1, 7JYDD,True,False,False,4,4,5,7000000,2023-08-09,not updated,Abuja
Mini Flat,FLAT / APARTMENT FOR RENT,"St Timothy Axis, Berger Ojodu Lagos",future-pride-homes-and-properties-ltd, 5JYDD,False,False,False,0,0,0,700000,2023-08-09,not updated,Lagos
2 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,Morgan Estate Ojodu Lagos,future-pride-homes-and-properties-ltd, 3JYDD,False,False,False,3,3,3,1200000,2023-08-09,not updated,Lagos
New 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"Bamako Estate, Berger Ojodu Lagos",future-pride-homes-and-properties-ltd, 1JYDD,True,False,False,2,2,2,1700000,2023-08-09,not updated,Lagos
Furnished 1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"Off Freedom Way, Phase 1 Lekki Lagos",esther_overhplus, 0JYDD,False,True,True,1,1,1,1700000,2023-08-09,2023-08-09 00:00:00,Lagos
Serviced 3 Bedroom Apartment,3 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,ase-ltd, 9JYDC,False,True,False,3,3,4,10000000,2023-08-09,not updated,Lagos
Lovely Mini Flat,FLAT / APARTMENT FOR RENT,Magodo Gra Phase 1 Ojodu Lagos,distinct-pragmatic-limited, 8JYDC,False,False,False,0,0,0,700000,2023-08-09,not updated,Lagos
Luxury 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Egbeda Alimosho Lagos,t-money-properties, 6JYDC,True,True,True,2,3,3,1200000,2023-08-09,not updated,Lagos
Standard 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"St Timothy Axis, Ojodu Lagos",future-pride-homes-and-properties-ltd, 4JYDC,False,False,False,3,3,3,1350000,2023-08-09,not updated,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Fidiso Estate, Abijo Ajah Lagos",richlandproperty, 2JYDC,True,False,True,2,2,3,1000000,2023-08-09,not updated,Lagos
Furnished 1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Off Freedom Way Lekki Phase 1 Lekki Lagos,overhplus, 1JYDC,False,True,True,1,1,2,1700000,2023-08-09,2023-08-09 00:00:00,Lagos
120 Sqm Open Plan Space,COMMERCIAL PROPERTY FOR RENT,Allen Avenue Ikeja Lagos,distinct-pragmatic-limited, 0JYDC,False,False,False,0,0,0,4000000,2023-08-09,not updated,Lagos
Room And Parlour Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"Fidiso Estate, Abijo Ajah Lagos",richlandproperty, 9JYDB,True,False,True,1,1,1,800000,2023-08-09,not updated,Lagos
Beautiful 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,jonathan-juliet1, 4JYDB,False,False,False,3,4,0,1300000,2023-08-09,2023-08-09 00:00:00,Lagos
5 Bedroom Semi Detached Duplex + Bq,5 BEDROOM HOUSE FOR RENT,Adeniyi Jones Ikeja Lagos,fesgomar-integrated-services, 2JYDB,False,False,False,5,5,6,8500000,2023-08-09,not updated,Lagos
Portable 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"Grammar School, Ojodu Lagos",future-pride-homes-and-properties-ltd, 0JYDB,False,False,False,2,2,2,800000,2023-08-09,not updated,Lagos
2 Bedroom Flat,FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,okafor-maryann, 8JYDA,False,False,False,0,0,0,1000000,2023-08-09,not updated,Lagos
Standard 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"Idado Estate, Lekki Lagos",baystaraffordablehomes, 6JYDA,False,False,False,3,3,4,3000000,2023-08-09,not updated,Lagos
Standard Self Contained Room,1 BEDROOM FLAT / APARTMENT FOR RENT,Nicon Town Lekki Lagos,baystaraffordablehomes, 4JYDA,False,False,False,1,1,1,1500000,2023-08-09,not updated,Lagos
