title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦_yearly,date_posted,date_updated,state
Studio Apartment Location: Platinum Way,1 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,apartmentguys, 1JYQJ,False,False,False,1,1,1,1500000,2023-08-12,2023-08-13,Lagos
Executive 5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR RENT,Osapa London Lekki Lagos,grandporchhomes, 8JYQH,False,False,False,5,5,6,8500000,2023-08-12,,Lagos
Luxuriously Furnished 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,Osapa London Lekki Lagos,grandporchhomes, 6JYQH,False,False,True,5,5,6,12000000,2023-08-12,,Lagos
Spacious 5 Detached Duplex,5 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,grandporchhomes, 5JYQH,False,False,False,5,5,6,15000000,2023-08-12,,Lagos
Furnished 5 Bedroom Duplex,5 BEDROOM HOUSE FOR RENT,Osapa London Lekki Lagos,peec-real-estate-consult, 4JYQH,False,False,True,5,5,5,13000000,2023-08-12,2023-08-12,Lagos
Luxurious 4 Bedroom Terraced Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,grandporchhomes, 3JYQH,False,True,False,4,4,5,10000000,2023-08-12,,Lagos
Spacious Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,grandporchhomes, 8JYQG,False,False,False,1,1,1,1350000,2023-08-12,,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Jahi Jahi Abuja,macbeals-integrated-services, 7JYQG,True,False,False,2,3,3,3000000,2023-08-12,,Abuja
3bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Okanlawon Ajayi Street Off Kilo Masha Road Suruler Kilo Marsha Surulere Lagos,olakunle-olatunde, 2JYQG,False,False,False,3,1,1,1500000,2023-08-12,2023-08-13,Lagos
A Newly Built 1 Bedroom Mini Flat Apartment To Let,1 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Epe Expressway Awoyaya Ajah Lagos,brickbarnservices, 7JYQF,True,True,False,1,1,2,700000,2023-08-12,2021-08-13,Lagos
"Miniflat With One Toilet And One Bath, Up Stairs",1 BEDROOM FLAT / APARTMENT FOR RENT,"Community Road, Akoka Yaba Lagos",mr-christian2, 6JYQF,False,False,False,1,1,1,700000,2023-08-12,,Lagos
Decent Single Room,1 BEDROOM FLAT / APARTMENT FOR RENT,Ifako Gbagada Gbagada Lagos,thykop-real-estate-management, 4JYQF,False,False,False,1,1,1,600000,2023-08-12,2023-08-12,Lagos
Nice & Service Selfcontain Apartment,FLAT / APARTMENT FOR RENT,Saint Finbarr’s College Road Akoka Yaba Lagos,mr-christian2, 3JYQE,False,True,False,0,0,0,650000,2023-08-12,,Lagos
Newly Built 3bedroom Flats For Rent,3 BEDROOM FLAT / APARTMENT FOR RENT,Abijo Ajah Lagos,ti-properties, 9JYQD,True,False,False,3,4,4,1000000,2023-08-12,,Lagos
Newly Built 4 Units Of Two Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,F01 Kubwa Kubwa Abuja,macbeals-integrated-services, 2JYQC,True,False,False,2,3,3,2000000,2023-08-12,,Abuja
Lovely 2bedroom Terraced Duplex,2 BEDROOM HOUSE FOR RENT,"Greenland Estate, Olokonla Ajah Lagos",grandview-integrated-link, 5JYQB,False,True,True,2,2,3,1500000,2023-08-12,2023-08-13,Lagos
Newly Built Furnished 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Ebute Metta Yaba Lagos,ben-solomon, 2JYQB,True,False,True,3,3,4,3000000,2023-08-12,,Lagos
Elegant Newly Built Room And Parlour Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,Goodness Estate Akala Express Ibadan Oyo,elijah-real-estate-brokers-construction-company, 9JYQA,True,False,True,1,1,1,650000,2023-08-12,2023-08-12,Oyo
Luxury 2 Bedroom Flat At Lekki,2 BEDROOM FLAT / APARTMENT FOR RENT,Off Admiralty Lekki Phase 1 Lekki Lagos,ben-solomon, 7JYQA,False,True,True,2,2,3,5500000,2023-08-12,,Lagos
Elegant Newly Built 3bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Goodness Estate Akala Express Ibadan Oyo,elijah-real-estate-brokers-construction-company, 6JYQA,True,False,True,3,4,4,1000000,2023-08-12,2023-08-12,Oyo
Executive Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Goodness Estate Akala Express Ibadan Oyo,elijah-real-estate-brokers-construction-company, 5JYQA,True,False,True,2,3,3,800000,2023-08-12,2023-08-12,Oyo
Lovely Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,New Garage Gbagada Lagos,ben-solomon, 9JYPZ,True,False,False,2,2,3,1600000,2023-08-12,,Lagos
Newly Built Cute 2 Bedroom Flat Gbagada,2 BEDROOM FLAT / APARTMENT FOR RENT,Peace Estate Soluyi Gbagada Lagos,ben-solomon, 3JYPZ,False,False,False,2,2,3,2500000,2023-08-12,,Lagos
Brand New 3 Bedroom Penthouse With Parking Space,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,cwre-ltd, 2JYPZ,True,True,False,3,3,4,11000000,2023-08-12,,Lagos
Newly Built 3bed Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos Ikate Lekki Lagos,tony6, 1JYPZ,True,True,True,3,4,4,7500000,2023-08-12,2023-08-12,Lagos
Commercial Property Measuring 380 Sqm Available,COMMERCIAL PROPERTY FOR RENT,Lekki Phase 1 Lekki Lagos,cwre-ltd, 6JYPL,False,True,False,0,0,0,20000000,2023-08-12,,Lagos
3 Bedroom At Ire Akari Estate Akala Express Onaeko,HOUSE FOR RENT,Ire Akari Estate Akala Express Oluyole Extension Ibadan Remionaeko Akobo Ibadan Oyo,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 5JYPL,False,False,False,0,0,0,800000,2023-08-12,,Oyo
3bed Upstairs Flat 3 In A Compound,3 BEDROOM FLAT / APARTMENT FOR RENT,Maplewood Estate Oko Oba Agege Lagos,hyggehoms, 4JYPL,False,False,False,3,2,3,1500000,2023-08-12,,Lagos
Newly Built Selfcon,FLAT / APARTMENT FOR RENT,Shomolu Shomolu Lagos,damdave-consults, 2JYPL,True,True,True,0,0,0,600000,2023-08-12,,Lagos
1 Bedroom Apartment For Rent!!!,1 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,ebuka-of-lagos-plc1, 0JYPL,True,True,False,1,1,2,13000000,2023-08-12,2023-08-12,Lagos
2 Bedroom Apartment ( Upstairs Available),2 BEDROOM FLAT / APARTMENT FOR RENT,Ajah Lagos,alvinacle_properties, 9JYPK,False,False,False,2,2,3,900000,2023-08-12,,Lagos
Furnished 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"Ikate Eleguishi, Ikate Lekki Lagos",460, 8JYPK,False,True,True,3,3,4,7500000,2023-08-12,,Lagos
Decent 2bed Flat Married Yoruba Couple,2 BEDROOM FLAT / APARTMENT FOR RENT,Opebi Ikeja Lagos,fesgomar-integrated-services, 7JYPK,False,False,False,2,2,3,1500000,2023-08-12,2023-08-12,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ajah Lagos,alvinacle_properties, 6JYPK,False,False,False,1,1,2,700000,2023-08-12,,Lagos
Unfurnished Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Osapa London Lekki Lagos,daniel-uche-properties, 2JYPK,True,True,False,1,1,1,1800000,2023-08-12,,Lagos
"Commercial Space On 1st, 3rd & 4th Floor",COMMERCIAL PROPERTY FOR RENT,Victoria Island Lagos,cwre-ltd, 8JYPJ,False,True,False,0,0,0,450,2023-08-12,,Lagos
Furnished And Spacious Room Self Contained,FLAT / APARTMENT FOR RENT,Fola Agoro Yaba Lagos,grandview-integrated-link, 6JYPJ,False,True,True,0,0,0,500000,2023-08-12,2023-08-13,Lagos
Newly Built 1 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Fo1 Axis Kubwa Abuja,sabs-asset-limited, 5JYPJ,False,False,False,2,2,3,1200000,2023-08-12,2023-08-12,Abuja
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Fo1 Axis Kubwa Abuja,sabs-asset-limited, 3JYPJ,False,False,False,2,2,3,2000000,2023-08-12,2023-08-12,Abuja
Newly Built 5bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR RENT,By Godab Lifecamp Life Camp Abuja,akerejola-abisoye, 2JYPJ,True,False,False,4,5,5,5000000,2023-08-12,2023-08-13,Abuja
Female Standard Studio Apartment,FLAT / APARTMENT FOR RENT,Fola Agoro Yaba Lagos,temitope-global-team-services, 2JYND,False,False,True,2,3,0,500000,2023-08-12,,Lagos
Serviced 3 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,Off Goodluck Ogudu Orike Ogudu Lagos,jufy99livecouk, 9JYPH,True,False,False,2,2,3,1800000,2023-08-12,,Lagos
Newly Built 2 Bedroom In Ogudu,3 BEDROOM HOUSE FOR RENT,Meridan Royal Estate Awoyaya Ajah Lagos,group-bliss, 8JYPH,True,True,False,3,3,4,2000000,2023-08-12,2023-08-12,Lagos
3 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR RENT,Megamould Estate Lekki Ikota Lekki Lagos,group-bliss, 6JYPH,False,False,False,5,5,6,6000000,2023-08-12,2023-08-12,Lagos
5 Bedroom Detached Duplex,2 BEDROOM FLAT / APARTMENT FOR RENT,Adeniyi Jones Ikeja Lagos,fesgomar-integrated-services, 4JYPH,False,False,False,2,2,3,2500000,2023-08-12,,Lagos
Newly Built 3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR RENT,Abraham Adesanya Estate Ajah Lagos,richardhomesandproperties, 3JYPH,True,False,False,4,4,0,2500000,2023-08-12,,Lagos
2 Bedroom Office Space,2 BEDROOM COMMERCIAL PROPERTY FOR RENT,Lekki Phase 1 Lekki Lagos,grandview-integrated-link, 2JYPH,False,True,False,2,2,3,2500000,2023-08-12,,Lagos
Spacious Room Self Con,FLAT / APARTMENT FOR RENT,"Igesu, Ishefun, Ayobo Ipaja Lagos",macbeals-integrated-services, 0JYPH,False,False,False,0,0,0,150000,2023-08-12,2023-08-13,Lagos
Newly Built Standard One Bedroom,1 BEDROOM FLAT / APARTMENT FOR RENT,F01 Kubwa Kubwa Abuja,richardhomesandproperties, 9JYPG,True,False,False,1,1,1,1200000,2023-08-12,,Abuja
Self Service 3 Bedroom Terrace,3 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,west-coast-multi-concept-international-services, 7JYPG,False,False,False,3,3,4,6000000,2023-08-12,,Lagos
Decent And Well Painted Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Meiran, Via Ekoro Rd, Abule Egba Lagos",dabrela-link-concepts1, 6JYPG,False,False,False,3,4,4,300000,2023-08-12,2023-08-13,Lagos
Room And Parlor Self Contain,4 BEDROOM HOUSE FOR RENT,Ikota Ikota Lekki Lagos,wwwgoshensquarecom, 2JYPG,False,False,False,4,4,5,3000000,2023-08-12,,Lagos
4 Bedroom Duplex,1 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,peec-real-estate-consult, 1JYPG,False,True,True,1,1,0,3500000,2023-08-12,2023-08-12,Lagos
Furnished Mini Flat Inside U3 Estate,FLAT / APARTMENT FOR RENT,Seaside Estate Badore Badore Ajah Lagos,156, 0JYPG,False,False,False,0,0,0,650000,2023-08-12,,Lagos
Standard Mini Flat In An Estate,FLAT / APARTMENT FOR RENT,Greenville Estate Badore Badore Ajah Lagos,156, 8JYPF,False,False,False,0,0,0,700000,2023-08-12,,Lagos
Standard Mini Flat In An Estate,3 BEDROOM FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,julietjonathan, 6JYPF,False,False,False,3,0,4,1800000,2023-08-12,2023-08-12,Lagos
Brand New 3bedroom Flat,FLAT / APARTMENT FOR RENT,Chisco Ikate Lekki Lagos,jien, 1JYPF,True,True,False,0,0,0,1000000,2023-08-12,2023-08-13,Lagos
Standard Ensuite Room,4 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,unlock-real-estate, 0JYPF,True,True,False,4,4,5,5000000,2023-08-12,,Lagos
4 Bedroom Terrace Duplex,2 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Estate Lekki Lagos,julietjonathan, 8JYPE,False,False,False,2,3,0,3000000,2023-08-12,2023-08-12,Lagos
A Well Maintained 2bedroom Flat Upstairs,1 BEDROOM FLAT / APARTMENT FOR RENT,Royal Pine Orchid Road Chevron Lekki Lagos,portia-otome-ididigba, 5JYPE,False,False,False,1,1,1,800000,2023-08-12,2023-08-13,Lagos
Newly Built Self Cont In A Shared Apartment,HOUSE FOR RENT,Ikate Lekki Lagos,unlock-real-estate, 4JYPE,True,True,True,0,0,0,7500000,2023-08-12,,Lagos
4 Bedroom Terrace Duplex,1 BEDROOM COMMERCIAL PROPERTY FOR RENT,Okpanam City Gate Asaba Delta,property-organization, 3JYPE,True,False,False,1,1,1,500000,2023-08-12,2023-08-13,Delta
Shop And Plaza,4 BEDROOM HOUSE FOR RENT,Osapa London Lekki Lagos,unlock-real-estate, 2JYPE,True,True,False,4,4,5,7000000,2023-08-12,,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Ikoyi Lagos,unlock-real-estate, 8JYPD,True,False,False,4,4,5,25000000,2023-08-12,,Lagos
4 Bedroom Fully Detached Duplex,1 BEDROOM HOUSE FOR RENT,6th Ave Gwarinpa Abuja,doda-properties-ltd, 4JYPD,True,False,False,1,1,2,1400000,2023-08-12,,Abuja
Very Standard 1 Bedroom,4 BEDROOM HOUSE FOR RENT,Oniru Extension Oniru Victoria Island Lagos,el-loeva-nig-ltd, 2JYPD,True,False,False,4,4,4,10000000,2023-08-12,2023-08-13,Lagos
4 Bedroom Semi Detached Duplex + Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,Itolo Street Off Bode Thomas Road Suruler Bode Thomas Surulere Lagos,olakunle-olatunde, 1JYPD,True,False,False,3,4,4,2500000,2023-08-12,2023-08-13,Lagos
3bedroom Flat,HOUSE FOR RENT,6th Avenue Gwarinpa Abuja,doda-properties-ltd, 0JYPD,False,False,False,0,0,0,750000,2023-08-12,,Abuja
Very Spacious Self Contained In A Serene Environment,3 BEDROOM HOUSE FOR RENT,29 Off Oregun Ikeja Oregun Ikeja Lagos,essential-property1, 8JYPC,False,False,False,3,3,4,2200000,2023-08-12,2023-08-13,Lagos
Really Nice & Decent Spacious 3 Bed Flat All Ensuit,1 BEDROOM FLAT / APARTMENT FOR RENT,41 Off Allen Avenue Secured Estate Allen Avenue Ikeja Lagos,essential-property1, 7JYPC,False,False,False,1,1,1,800000,2023-08-12,2023-08-13,Lagos
A Nice Mini Flat At Off Allen Avenue Secured Estate,4 BEDROOM HOUSE FOR RENT,Oniru Extension Oniru Victoria Island Lagos,alema-property, 6JYPC,True,False,False,4,4,5,10000000,2023-08-12,2023-08-12,Lagos
Brand New Semi Detached,4 BEDROOM HOUSE FOR RENT,Close To Rommy Garden Ikate Lekki Lagos,grandporchhomes, 4JYPC,False,False,False,4,4,5,5000000,2023-08-12,,Lagos
Executive 4 Bedroom Semi Detached Duplex With Bq,2 BEDROOM FLAT / APARTMENT FOR RENT,Oshodi Expressway Oshodi Lagos,naija-choice-property, 2JYNB,False,False,False,1,1,1,600000,2023-08-12,,Lagos
Serviced 2 Bedroom Flat With Bq,2 BEDROOM HOUSE FOR RENT,Wuse 2 Abuja,best-idea-realty1, 0JYNA,True,True,False,4,4,5,7000000,2023-08-11,2023-08-12,Abuja
Very Clean 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Ajao Estate Isolo Lagos,fams-evergreen-services, 0JYPC,False,False,False,2,2,2,1200000,2023-08-12,,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Paddinton, Off National Stadium Surulere Lagos",naija-choice-property, 8JYPB,False,False,False,1,0,0,1000000,2023-08-12,2023-08-13,Lagos
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Ologolo Lekki Lagos,itj-realtor, 1JYMX,True,True,False,2,3,3,3500000,2023-08-11,2023-08-12,Lagos
2 Bedroom Apartment With Bq,2 BEDROOM FLAT / APARTMENT FOR RENT,Osborne Foreshore Estate Ikoyi Lagos,bunmi-awoyemi, 8JYMW,True,True,True,2,0,0,6000000,2023-08-11,2023-08-12,Lagos
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR RENT,Yakoyo Ojodu Lagos,purple-ribbon-properties, 0JYKQ,False,False,False,4,0,0,3500000,2023-08-11,2023-08-12,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Akute Kosofe Ikosi Lagos,purple-ribbon-properties, 9JYKP,False,False,False,1,0,0,550000,2023-08-11,2023-08-12,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Ishaga Street, Abiodun Axis Ojodu Lagos",purple-ribbon-properties, 6JYKL,False,False,False,3,0,0,1500000,2023-08-11,2023-08-12,Lagos
Decent Room Self Contained,FLAT / APARTMENT FOR RENT,Ojodu Lagos,purple-ribbon-properties, 9JYKJ,False,False,False,3,0,0,1500000,2023-08-11,2023-08-12,Lagos
Brand New 4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR RENT,"Godwill Estate, Abiodun Axis Ojodu Lagos",purple-ribbon-properties, 3JYKJ,False,False,False,1,0,0,700000,2023-08-11,2023-08-12,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,River Valley Estate Ojodu Lagos,purple-ribbon-properties, 2JYKJ,False,False,False,1,0,0,700000,2023-08-11,2023-08-12,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Abiola Housing Estate Ayobo Ipaja Lagos,stephen-ogweh, 9JYKV,False,False,False,2,2,2,700000,2023-08-11,2023-08-12,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Isokan Estate Ayobo Ipaja Lagos,purple-ribbon-properties, 2JYKV,False,False,False,1,0,0,500000,2023-08-11,2023-08-12,Lagos
Standard Room And Parlor Selfcontain,1 BEDROOM FLAT / APARTMENT FOR RENT,Ita Olowu Ikorodu Lagos,kingsman-koncept, 0JYKV,False,False,False,2,0,0,300000,2023-08-11,2023-08-12,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Millenuim Ups Gbagada Lagos,gracealtar-homes1, 7JYKU,False,False,False,4,4,5,1700000,2023-08-11,2023-08-12,Lagos
Newly Built 3bedroom Flat Service,3 BEDROOM FLAT / APARTMENT FOR RENT,In An Estate Ilasan Lekki Lagos,purple-ribbon-properties, 4JYKU,False,False,False,3,0,0,6000000,2023-08-11,2023-08-12,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Opposite Odunsi, Ilaje Bariga Lagos",purple-ribbon-properties, 6JYKT,False,False,False,1,2,2,700000,2023-08-11,2023-08-12,Lagos
1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Maryland Lagos,purple-ribbon-properties, 1JYKS,False,False,False,1,0,0,1200000,2023-08-11,2023-08-12,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ibukun Olu Street Akoka Yaba Lagos,purple-ribbon-properties, 6JYKR,False,False,False,1,2,2,1200000,2023-08-11,2023-08-12,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Star Gate Oluyole Estate Ibadan Oyo,best-choice-consulting, 1JYFR,False,False,False,2,0,0,1100000,2023-08-10,2023-08-12,Oyo
Serviced 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"Phase 2, Osborne Foreshore Estate Ikoyi Lagos",pcl-homes, 8JYFF,False,True,False,3,3,4,7000000,2023-08-10,2023-08-12,Lagos
Luxury 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Millennium Estate Millenuim Ups Gbagada Lagos,ben-solomon, 9JYPY,True,False,False,3,3,4,3000000,2023-08-12,,Lagos
Luxury And Furnished Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ilasan Lekki Lagos,grandview-integrated-link, 7JYPY,False,False,True,1,1,1,1400000,2023-08-12,2023-08-13,Lagos
Renovated Miniflat With Two Toilet Pop Finishing Wadrop,1 BEDROOM FLAT / APARTMENT FOR RENT,Ekoro Junction Side Of Abule Egba Abule Egba Abule Egba Lagos,temitope-global-team-services, 5JYPY,False,False,False,1,2,0,450000,2023-08-12,,Lagos
Furnished And Serviced 3 Bedrooms,3 BEDROOM HOUSE FOR RENT,Guzape Guzape Abuja,citymate-integrated, 3JYPY,False,False,False,3,4,4,3500000,2023-08-12,2023-08-12,Abuja
Newly Built Roomself Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Shomolu Shomolu Lagos,ben-solomon, 1JYPY,True,False,False,1,1,1,600000,2023-08-12,,Lagos
Luxury Miniflat With Two Toilet And Wadrop,1 BEDROOM FLAT / APARTMENT FOR RENT,Close To Ekoro Junction Abule Egba Abule Egba Lagos,temitope-global-team-services, 9JYPX,False,False,False,1,2,0,450000,2023-08-12,,Lagos
Brand New Room Self At Obawole Pop 300k,1 BEDROOM FLAT / APARTMENT FOR RENT,Obawole Ogba Ifako Ifako Ogba Ogba Lagos,favour-properties-group, 5JYPX,False,False,False,1,0,0,300000,2023-08-12,2023-08-12,Lagos
Serviced 3 Bedroom Apartment With Bq,3 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,grandporchhomes, 2JYPX,False,True,False,3,3,4,17000000,2023-08-12,,Lagos
Sharp And Spacious 3bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Akins Addo Road Ajah Lagos,julietjonathan, 0JYPX,False,False,False,3,4,0,1500000,2023-08-12,2023-08-12,Lagos
Fully Serviced 2 Bedroom Apartment For Rent!!!,2 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,ebuka-of-lagos-plc1, 9JYPW,True,True,False,2,2,3,7500000,2023-08-12,2023-08-12,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Jahi By Living Faith Jahi Abuja,sabs-asset-limited, 6JYPW,False,False,False,2,2,3,3000000,2023-08-12,,Abuja
"2 Bdrm Flat At Elewure,akala Express.",2 BEDROOM FLAT / APARTMENT FOR RENT,Elewure Akala Express Ibadan Oyo,mafik75-homes-ltd, 0JYPW,False,False,False,2,0,0,500000,2023-08-12,,Oyo
4 Bedroom Semi Detached Duplex For Rent!!!,4 BEDROOM HOUSE FOR RENT,Ikota Lekki Lagos,ebuka-of-lagos-plc1, 9JYPV,True,False,False,4,4,5,4500000,2023-08-12,,Lagos
2 Bedroom Apartment For Rent!!!,2 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,ebuka-of-lagos-plc1, 8JYPV,False,False,False,2,2,3,3500000,2023-08-12,2023-08-12,Lagos
