title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦_yearly,date_posted,date_updated,state
Shared Apartment For Rent At Abraham Adesanya Ajah,1 BEDROOM FLAT / APARTMENT FOR RENT,Shared Apartment For Rent At Abraham Adesanya Ajah Lagos Abraham Adesanya Estate Ajah Lagos,edoks-property-ltd1, 6JYRR,False,False,False,1,1,1,650000,2023-08-13,not updated,Lagos
A Nice Mini Flat At Fadeyi,1 BEDROOM FLAT / APARTMENT FOR RENT,Onipanu Ikorodu Road(ilupeju) Ilupeju Lagos,best-choice-estate-agent, 2JYRR,False,False,False,1,0,0,650000,2023-08-13,not updated,Lagos
3 Bedrooms Bungalow For Rent At Abraham Adesanya Ajah,3 BEDROOM HOUSE FOR RENT,Bungalow For Rent At Abraham Adesanya Ajah Lagos Abraham Adesanya Estate Ajah Lagos,edoks-property-ltd1, 1JYRR,False,False,False,3,4,4,1700000,2023-08-13,not updated,Lagos
A Service Studio Apartments At Yaba,FLAT / APARTMENT FOR RENT,Akoka Akoka Yaba Lagos,best-choice-estate-agent, 6JYRQ,False,False,False,0,0,0,650000,2023-08-13,not updated,Lagos
2bed Terrace Duplex At Omole Phase 2 Extension,2 BEDROOM HOUSE FOR RENT,Olowora Ojodu Lagos,fesgomar-integrated-services, 2JYRQ,False,False,False,2,2,3,2000000,2023-08-13,2023-08-13 00:00:00,Lagos
Miniflat Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Jibowu Yaba Lagos,christyworldcom-ltd-rc7018645, 8JYRP,False,False,True,1,1,2,1200000,2023-08-13,not updated,Lagos
A Modern Room Self Contanied Upstairs,FLAT / APARTMENT FOR RENT,"In A Gated Close Off College Rd Ogba Ikeja, Lagos Ifako Ogba Ogba Lagos",first-homes1, 7JYRP,False,False,False,0,0,0,450000,2023-08-13,2023-08-13 00:00:00,Lagos
Miniflat Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,A Street In Gbagada Gbagada Lagos,christyworldcom-ltd-rc7018645, 4JYRP,False,False,True,1,1,1,1000000,2023-08-13,not updated,Lagos
A Modern Room Self Contained Upstairs,FLAT / APARTMENT FOR RENT,"In A Gated Close, Off College Rd Ogba, Ikeja Lagos Ifako Ogba Ogba Lagos",first-homes1, 1JYRP,False,False,False,0,0,0,450000,2023-08-13,not updated,Lagos
Miniflat Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Pedro Side Onike Yaba Lagos,christyworldcom-ltd-rc7018645, 0JYRP,False,False,True,1,1,1,1200000,2023-08-13,not updated,Lagos
Miniflat Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Off Commercial Avenue Sabo Yaba Lagos,christyworldcom-ltd-rc7018645, 9JYRN,False,False,True,1,1,1,1200000,2023-08-13,not updated,Lagos
Decent Mini Flat At Puposhola Street,1 BEDROOM FLAT / APARTMENT FOR RENT,Oko Oba Agege Lagos,fesgomar-integrated-services, 2JYRN,False,False,False,1,1,1,700000,2023-08-13,2023-08-13 00:00:00,Lagos
Standard Miniflat + Balcony ( Upstairs),FLAT / APARTMENT FOR RENT,"Adekunle, Yaba, Lagos Adekunle Yaba Lagos",tos-property-services, 8JYRM,False,False,False,0,0,0,850000,2023-08-13,not updated,Lagos
Spacious 2 Bedroom Fully Furnished & Serviced Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,gudness-reality-ventures1, 4JYRC,False,True,False,2,2,3,5000000,2023-08-13,not updated,Lagos
4 Bedroom Terrace Duplex With 1 Bedroom Bq In Ikeja,4 BEDROOM HOUSE FOR RENT,Adeniyi Jones Ikeja Lagos,temidayo-faro, 2JYRC,False,False,False,4,0,0,6000000,2023-08-13,2023-08-13 00:00:00,Lagos
Lovely And Spacious 2 Bedroom Fully Serviced Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,gudness-reality-ventures1, 1JYRC,False,True,False,2,2,3,4500000,2023-08-13,not updated,Lagos
Spacious 2,2 BEDROOM FLAT / APARTMENT FOR RENT,"Alagomeji, Yaba, Lagos Alagomeji Yaba Lagos",tos-property-services, 8JYRB,False,False,False,2,0,0,1700000,2023-08-13,not updated,Lagos
Newly Built 4 Bedrooms Duplex,4 BEDROOM HOUSE FOR RENT,Orchid By Chevron Chevron Lekki Lagos,doviziano-properties-ltd, 4JYRB,True,False,False,4,5,5,6000000,2023-08-13,2023-08-13 00:00:00,Lagos
Newly Build 4 Bedroom Duplex Very Spacious Luxury,4 BEDROOM HOUSE FOR RENT,Orchid Road Lekki Along Lekki Expressway Lekki Lagos,emmyproperties, 2JYRB,True,False,False,4,4,5,3500000,2023-08-13,not updated,Lagos
Decent Renovated 3 Bedroom Flat All Rooms Ensuite,3 BEDROOM FLAT / APARTMENT FOR RENT,In A Estate Soluyi Gbagada Lagos,kingsman-koncept, 0JYRB,False,False,False,3,4,0,2600000,2023-08-13,2023-08-13 00:00:00,Lagos
4bed Bungalow Self Compound @femi Jefferson,4 BEDROOM HOUSE FOR RENT,Oke Ira Ogba Lagos,fesgomar-integrated-services, 9JYRA,False,False,False,4,4,4,2200000,2023-08-13,2023-08-13 00:00:00,Lagos
4bed 1004 Video Available On Request,4 BEDROOM FLAT / APARTMENT FOR RENT,1004 1004 Victoria Island Lagos,hyggehoms, 8JYRA,False,True,False,4,0,0,6500000,2023-08-13,2023-08-13 00:00:00,Lagos
Very Big Shop At Yaya Abatan Facing The Major Road,COMMERCIAL PROPERTY FOR RENT,Yaba Abatan Ogba Ifako Ogba Ogba Lagos,aros-real-estate-consultant, 7JYRA,False,False,False,0,0,0,1000000,2023-08-13,2023-08-13 00:00:00,Lagos
Newly Renovated Of 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"Fagbemi Street, Iyaganku Gra Akobo Ibadan Oyo",adegoroye-aa, 6JYRA,False,False,False,3,3,4,2000000,2023-08-13,not updated,Oyo
Block Of 6 Nos 3 Bedroom Luxury Flats On 4 Floors,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,cwre-ltd, 5JYRA,False,False,False,3,3,4,70000000,2023-08-13,not updated,Lagos
A Room Self At Aba Panu Kuola Oladipupo,FLAT / APARTMENT FOR RENT,Kuola Akala Express Oluyole Extension Oladipupo Akala Express Ibadan Oyo,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 3JYRA,False,False,False,0,0,0,200000,2023-08-13,not updated,Oyo
Lovely And Spacious 3 Bedroom Serviced Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,gudness-reality-ventures1, 9JYQZ,False,True,False,3,3,4,5500000,2023-08-13,not updated,Lagos
Serviced 4 Bedroom Semi Detached House With Park,4 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,cwre-ltd, 7JYQZ,False,True,False,4,4,5,7500000,2023-08-13,not updated,Lagos
Classic And Beautiful Shared Apartments,1 BEDROOM FLAT / APARTMENT FOR RENT,Greenville Estate Badore Ajah Lagos,360world, 6JYQZ,True,True,True,1,1,1,400000,2023-08-13,not updated,Lagos
3 Bedroom Flat (self Alone In The Compound,3 BEDROOM FLAT / APARTMENT FOR RENT,Dare Fate Avenue Igbogbo Ikorodu Lagos,bashir3, 4JYQZ,False,False,False,3,3,4,300000,2023-08-13,2023-08-13 00:00:00,Lagos
Room And Parlour Self Con,1 BEDROOM FLAT / APARTMENT FOR RENT,Oyinade Asade Street Igbogbo Ikorodu Lagos,bashir3, 1JYQZ,False,False,False,1,1,1,200000,2023-08-13,not updated,Lagos
Room And Parlour Self Con,1 BEDROOM FLAT / APARTMENT FOR RENT,Maternity Street Igbogbo Ikorodu Lagos,bashir3, 0JYQZ,False,False,False,1,1,1,150000,2023-08-13,2023-08-13 00:00:00,Lagos
Decent 3bed Of Flat Mellinum Estate Gbagada Rent 2.5m,3 BEDROOM FLAT / APARTMENT FOR RENT,Millenuim Ups Gbagada Lagos,authority-concept, 7JYQY,False,False,False,3,3,3,2500000,2023-08-13,2023-08-13 00:00:00,Lagos
Spacious 3 Bedroom Terrace House,3 BEDROOM HOUSE FOR RENT,Ologolo Lekki Ologolo Lekki Lagos,pcl-homes, 4JYQY,False,False,False,3,3,4,4000000,2023-08-13,not updated,Lagos
Standard 2bedroom Flat At Greenfield Estate,2 BEDROOM HOUSE FOR RENT,Greenfield Estate Ago Palace Okota Lagos,nonnyrealestategmailcom, 3JYQY,False,False,False,2,2,2,1000000,2023-08-13,not updated,Lagos
3 Bedroom,3 BEDROOM HOUSE FOR RENT,Street Berger Ojodu Lagos,pens-and-walls1, 1JYQY,False,True,False,3,3,3,1500000,2023-08-13,not updated,Lagos
Luxury 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,city-garden-real-estate-ltd, 6JYQX,False,False,False,2,2,3,3000000,2023-08-13,not updated,Lagos
Well Situated Shop Space,COMMERCIAL PROPERTY FOR RENT,Mafoluku Oshodi Lagos,city-garden-real-estate-ltd, 4JYQX,False,False,False,0,0,0,350000,2023-08-13,not updated,Lagos
Newly Refurbished Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ajao Estate Isolo Lagos,city-garden-real-estate-ltd, 2JYQX,False,False,False,1,0,0,900000,2023-08-13,not updated,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Icast Area, Elebu, Oluyole Extension Ibadan Oyo",naija-choice-property, 9JYQW,False,False,False,3,3,4,600000,2023-08-13,not updated,Oyo
Very Lovely 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Ifako Ogba Ogba Lagos,city-garden-real-estate-ltd, 8JYQW,False,False,False,2,0,0,800000,2023-08-13,not updated,Lagos
2 Bedrooms Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Iyana Agbala Area Alakia Ibadan Oyo,naija-choice-property, 6JYQW,False,False,False,2,2,3,300000,2023-08-13,not updated,Oyo
Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Bolade Oshodi Lagos,city-garden-real-estate-ltd, 5JYQW,False,False,False,1,0,0,500000,2023-08-13,not updated,Lagos
Room And Parlor Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"Ogungbade Area, Adegbayi Alakia Ibadan Oyo",naija-choice-property, 4JYQW,False,False,False,1,1,1,180000,2023-08-13,not updated,Oyo
A Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Kuola Area Akala Express Ibadan Oyo,naija-choice-property, 3JYQW,False,False,False,1,1,1,200000,2023-08-13,not updated,Oyo
Brand New 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Palm City Ado Ajah Lagos,blake-tridel-investment-ltd, 2JYQW,True,False,False,2,2,3,1900000,2023-08-13,not updated,Lagos
2 Bedrooms Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Ashi Area Ibadan Oyo,naija-choice-property, 1JYQW,False,False,False,2,2,2,500000,2023-08-13,not updated,Oyo
Room And Parlor Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"T Junction Area, Elebu Ibadan Oyo",naija-choice-property, 8JYQV,False,False,False,1,1,1,250000,2023-08-13,not updated,Oyo
Well Position Pharmacy Space,COMMERCIAL PROPERTY FOR RENT,Ikeja Lagos,city-garden-real-estate-ltd, 7JYQV,False,False,False,0,0,0,8600000,2023-08-13,not updated,Lagos
2 Bedrooms Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Remi Koya Area Oluyole Estate Ibadan Oyo,naija-choice-property, 5JYQV,False,False,False,2,2,3,700000,2023-08-13,not updated,Oyo
Newly Built Standard 2bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Hopeville Estate Sangotedo Ajah Lagos,brimstone-property-consult, 5JYNY,True,False,True,2,3,3,2000000,2023-08-12,not updated,Lagos
Decent 4 Bedrooms Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Ayodele Okeowo Soluyi Gbagada Lagos,kingdomfirmproperties, 3JYNY,True,False,False,4,4,5,4500000,2023-08-12,not updated,Lagos
Decent 4 Bedrooms Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Ayodele Okeowo Soluyi Gbagada Lagos,kingdomfirmproperties, 2JYNY,True,False,False,4,4,5,4500000,2023-08-12,not updated,Lagos
Decent 4 Bedrooms Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Ayodele Okeowo Soluyi Gbagada Lagos,kingdomfirmproperties, 1JYNY,True,False,False,4,4,5,4500000,2023-08-12,not updated,Lagos
Luxury Built And Fully Serviced Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Nest Bay Estate, Megamound Extension Ikota Lekki Lagos",el-loeva-nig-ltd, 0JYNY,True,True,False,1,1,2,2000000,2023-08-12,2023-08-13 00:00:00,Lagos
"5 Bedrooms Semi Detached Duplex With Family Lounge,",HOUSE FOR RENT,Medina Estate Medina Gbagada Lagos,kingdomfirmproperties, 9JYNX,False,False,False,0,0,0,4500000,2023-08-12,not updated,Lagos
Brand New Standard Fitted Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Palm City Estate Ajah Lagos,brimstone-property-consult, 8JYNX,False,True,True,1,2,2,1500000,2023-08-12,not updated,Lagos
Furnished Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,1004 Estate 1004 Victoria Island Lagos,househunters, 5JYNX,False,True,True,1,1,2,4500000,2023-08-12,2023-08-13 00:00:00,Lagos
Furnished Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,1004 Estate 1004 Victoria Island Lagos,househunters, 4JYNX,False,True,True,1,1,1,4000000,2023-08-12,2023-08-13 00:00:00,Lagos
Newly Built 4bedroom Duplex,4 BEDROOM HOUSE FOR RENT,Abijo Ajah Lagos,ti-properties, 3JYNX,True,False,False,4,5,5,1700000,2023-08-12,not updated,Lagos
Newly Built 4 Units Of 3 Bedroom Flat With Bq,HOUSE FOR RENT,Ikoyi Ikoyi Lagos,distinct-pragmatic-limited, 2JYNX,False,False,False,0,0,0,7000000,2023-08-12,not updated,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Julie Estate Oregun Ikeja Lagos,godson-homes, 1JYNX,False,False,False,3,2,3,2000000,2023-08-12,2023-08-13 00:00:00,Lagos
Tastefully Finished 2bedroom Flats,2 BEDROOM FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,ti-properties, 0JYNX,True,False,False,2,3,3,1500000,2023-08-12,not updated,Lagos
Lovely Mini Flat Is Out For Rent At Off Allen,1 BEDROOM FLAT / APARTMENT FOR RENT,Allen Avenue Ikeja Lagos,awobifa, 5JYNW,False,False,False,1,1,2,700000,2023-08-12,not updated,Lagos
Serviced 2 Bedroom Apartment With Fitted Kitchen,2 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,conault, 2JYNW,False,False,False,2,2,3,3500000,2023-08-12,not updated,Lagos
4 Bedroom Terrace Duplex With Bq,3 BEDROOM HOUSE FOR RENT,Estate Adeniyi Jones Ikeja Lagos,awobifa, 0JYNW,True,False,False,3,3,4,4500000,2023-08-12,not updated,Lagos
Super Spacious 5 Bedroom Duplex In Opebi,5 BEDROOM HOUSE FOR RENT,Estate Opebi Ikeja Lagos,awobifa, 4JYNV,False,False,False,5,5,5,5000000,2023-08-12,not updated,Lagos
Bran New Luxurious 2bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,edumicheal-miriam-egondu1, 2JYNV,False,False,False,2,2,3,2000000,2023-08-12,2023-08-13 00:00:00,Lagos
Spacious 2bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Urban Prime Abraham Adesanya Estate Ajah Lagos,edumicheal-miriam-egondu1, 0JYNV,False,False,False,2,2,3,2500000,2023-08-12,2023-08-13 00:00:00,Lagos
Self Serviced 3 Bedroom Terrace Duplex With A Bq,3 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,conault, 8JYNU,False,False,False,3,3,4,6000000,2023-08-12,not updated,Lagos
Massive 5 Bedroom Duplex With A Bq For Rent Aus/yem,5 BEDROOM HOUSE FOR RENT,Chevron Lekki Lagos,layoramb-ventures1, 7JYNU,False,False,False,5,5,6,6000000,2023-08-12,not updated,Lagos
Executive 3 Bedroom Flat To Let,3 BEDROOM FLAT / APARTMENT FOR RENT,4th Avenue Festac Amuwo Odofin Lagos,abiodun-adebisi1, 1JYNU,True,False,False,3,3,4,2500000,2023-08-12,2023-08-13 00:00:00,Lagos
Modern 3bd With Pop And Other Facilities,3 BEDROOM HOUSE FOR RENT,"No 19, Adekunle Dotun Avenue Akala Exepres Ibadan Akala Express Ibadan Oyo",olalekan-graceman, 9JYNT,False,False,False,3,3,4,500000,2023-08-12,not updated,Oyo
Lovely 3 Bedroom Flat To Let,3 BEDROOM FLAT / APARTMENT FOR RENT,Ago Palace Way Ago Palace Okota Lagos,abiodun-adebisi1, 6JYNT,True,False,False,3,3,4,1300000,2023-08-12,2023-08-13 00:00:00,Lagos
Newly Built 2bedroom Flat With All Rooms En Suite,2 BEDROOM HOUSE FOR RENT,Alagomeji Yaba Lagos,aenispropertiesandarchitecture, 4JYNT,True,False,False,2,2,3,2500000,2023-08-12,2023-08-12 00:00:00,Lagos
Standard Mini Flat To Let,1 BEDROOM FLAT / APARTMENT FOR RENT,Canal Estate Ago Palace Okota Lagos,abiodun-adebisi1, 3JYNT,False,False,False,1,1,1,450000,2023-08-12,2023-08-13 00:00:00,Lagos
"Lovely Mini Flat With Pop Finishing, Parking Space",1 BEDROOM FLAT / APARTMENT FOR RENT,Sabo Yaba Lagos,aenispropertiesandarchitecture, 2JYNT,False,False,False,1,1,1,1200000,2023-08-12,2023-08-12 00:00:00,Lagos
Modern 2bd With Pop And Other Facilities At Oluyole,2 BEDROOM HOUSE FOR RENT,"No 10, Folarin Estate Oluyole Ibadan Oluyole Estate Ibadan Oyo",olalekan-graceman, 9JYNS,False,False,False,2,2,3,750000,2023-08-12,not updated,Oyo
4 Bedroom Detached Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Ikoyi Lagos,royalpropertykonsult, 7JYNS,False,True,False,4,4,5,24000000,2023-08-12,not updated,Lagos
4 Bedroom Terrace Duplex With Bq In A Seren Estate,4 BEDROOM HOUSE FOR RENT,Osapa London Lekki Lagos,royalpropertykonsult, 4JYNS,False,False,False,4,4,5,7000000,2023-08-12,2023-08-12 00:00:00,Lagos
4 Bedroom Terrace Duplex With Bq In A Secured Estate,4 BEDROOM HOUSE FOR RENT,Osapa London Lekki Lagos,royalpropertykonsult, 2JYNS,False,False,False,4,4,5,7000000,2023-08-12,2023-08-12 00:00:00,Lagos
4 Bedroom Semi Detached Duplex In A Seren Environment,4 BEDROOM HOUSE FOR RENT,Ikota Lekki Lagos,royalpropertykonsult, 1JYNS,True,False,False,4,4,5,4500000,2023-08-12,2023-08-12 00:00:00,Lagos
"3 Bedroom Apartment With Bq, Pool And Gym",3 BEDROOM FLAT / APARTMENT FOR RENT,Ikoyi Lagos,royalpropertykonsult, 9JYNR,False,True,False,3,3,4,7000000,2023-08-12,2023-08-12 00:00:00,Lagos
A Very Good Serviced 4bedroom Terrace Duplex With 1bq,4 BEDROOM HOUSE FOR RENT,Lifecamp District Life Camp Abuja,austelright-co, 7JYNR,False,True,False,4,4,5,6000000,2023-08-12,not updated,Abuja
A Very Good Spacious 3bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Katampe Main Abuja,austelright-co, 6JYNR,False,False,False,3,3,4,2500000,2023-08-12,not updated,Abuja
A Very Good Spacious 4bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Gwarinpa Extension (karasana District) Gwarinpa Abuja,austelright-co, 4JYNR,False,False,False,4,4,5,4000000,2023-08-12,not updated,Abuja
A Brand New Serviced 4bedroom Terrace Duplex With 1bq,4 BEDROOM HOUSE FOR RENT,Jahi District Jahi Abuja,austelright-co, 9JYNQ,True,True,False,4,4,5,13000000,2023-08-12,not updated,Abuja
A Brand New 4bedroom Semi Detached Duplex + 1bq,4 BEDROOM HOUSE FOR RENT,Katampe Extension District (diplomatic Zone) Katampe Ext Abuja,austelright-co, 6JYNQ,True,False,False,4,4,5,10000000,2023-08-12,not updated,Abuja
A Well Finished Brand New 3bedroom Flat,4 BEDROOM FLAT / APARTMENT FOR RENT,Lifecamp District Life Camp Abuja,austelright-co, 3JYNQ,True,False,False,4,3,4,2500000,2023-08-12,not updated,Abuja
Spacious 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Katampe Katampe Main Abuja,oputa-jay-apartments, 6JYNP,False,True,False,3,3,0,3000000,2023-08-12,not updated,Abuja
Renovated Mini Flat Dn/a,1 BEDROOM HOUSE FOR RENT,Badore Ajah Lagos,layoramb-ventures, 7JYNN,False,False,False,1,1,1,550000,2023-08-12,2023-08-13 00:00:00,Lagos
Well Maintained 2 Bedroom Apartments,2 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,sacrealty, 1JYNN,False,True,False,2,2,3,5500000,2023-08-12,not updated,Lagos
Tastefully Newly Standard Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Nnpc Canoe Area Ajao Estate Isolo Lagos,excel-express-properties, 1JYNM,True,False,False,1,2,2,700000,2023-08-12,not updated,Lagos
A Luxury Furnished Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Maitama Abuja,paul-nyoyoh1, 6JYNL,False,True,True,2,2,2,7000000,2023-08-12,not updated,Abuja
Open Space,COMMERCIAL PROPERTY FOR RENT,Awolowo Way Ikeja Lagos,essential-property1, 5JYNL,False,False,False,0,2,2,3500000,2023-08-11,2023-08-13 00:00:00,Lagos
3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,Wuye Abuja,paul-nyoyoh1, 3JYNL,False,True,False,3,4,4,3000000,2023-08-11,not updated,Abuja
1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Thomas Estate Ajah Lagos,christian-ekenedirichukwu, 2JYNL,True,True,True,1,1,2,1500000,2023-08-11,2023-08-11 00:00:00,Lagos
Newly Built 1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Cafe Garden Gwarinpa Abuja,paul-nyoyoh1, 1JYNL,True,False,False,1,1,1,2300000,2023-08-11,not updated,Abuja
1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Area 11 Garki 1 Abuja,paul-nyoyoh1, 7JYNK,False,False,False,1,1,1,2200000,2023-08-11,not updated,Abuja
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Oniru Victoria Island Lagos,olajide-hassan, 6JYNK,False,False,False,4,0,5,9000000,2023-08-11,not updated,Lagos
Serviced 2 Bedroom Flat With Bq,2 BEDROOM HOUSE FOR RENT,Wuse 2 Abuja,shedrack-luka, 1JYNA,True,True,False,2,2,3,7000000,2023-08-11,2023-08-12 00:00:00,Abuja
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Osapa London Lekki Lagos,best-idea-realty1, 0JYNA,True,True,False,4,4,5,7000000,2023-08-11,2023-08-11 00:00:00,Lagos
Furnished Studio Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,alema-property, 9JYMZ,False,True,True,1,1,1,4000000,2023-08-11,2023-08-11 00:00:00,Lagos
Room And Parlor Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Remi Koya Area Oluyole Estate Ibadan Oyo,naija-choice-property, 7JYMZ,False,False,False,1,1,1,350000,2023-08-11,not updated,Oyo
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,alema-property, 6JYMZ,True,True,False,2,2,3,5800000,2023-08-11,2023-08-11 00:00:00,Lagos
Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Orita Challenge Ibadan Oyo,naija-choice-property, 5JYMZ,False,False,False,1,1,1,250000,2023-08-11,not updated,Oyo
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,F01 Kubwa Abuja,macbeals-integrated-services, 4JYMZ,True,False,False,2,3,3,2000000,2023-08-11,not updated,Abuja
Room Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,"Aba Paanu Area, Kuola Akala Express Ibadan Oyo",naija-choice-property, 3JYMZ,False,False,False,1,1,1,200000,2023-08-11,not updated,Oyo
Room And Parlor Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,Tipper Garage Area Akala Express Ibadan Oyo,naija-choice-property, 0JYMZ,False,False,False,1,1,1,350000,2023-08-11,not updated,Oyo
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Podo Area, New Garage Ibadan Oyo",naija-choice-property, 7JYMY,False,False,False,2,2,2,400000,2023-08-11,not updated,Oyo
Room And Parlor Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Orita Challenge Ibadan Oyo,naija-choice-property, 5JYMY,False,False,False,1,1,1,400000,2023-08-11,not updated,Oyo
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Felele Rab Ibadan Oyo,naija-choice-property, 3JYMY,False,False,False,2,2,2,350000,2023-08-11,not updated,Oyo
Room Self Contained,FLAT / APARTMENT FOR RENT,Lomanida Extension Enugu Enugu,enugu-property-hub, 2JYMY,False,False,False,0,0,0,290000,2023-08-11,2023-08-13 00:00:00,Enugu
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Godab Estate Life Camp Abuja,akerejola-abisoye, 7JYMX,True,False,False,2,3,3,2000000,2023-08-11,2023-08-13 00:00:00,Abuja
Spacious Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,New Road Admiralty Home Estate Igbo Efon Lekki Lagos,aford-homes-co, 6JYMX,False,False,False,1,1,2,1500000,2023-08-11,not updated,Lagos
Serviced 4 Bedroom Flat,4 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,460, 5JYMX,False,True,False,4,4,5,9000000,2023-08-11,not updated,Lagos
Serviced 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,alema-property, 4JYMX,False,True,True,2,2,3,8000000,2023-08-11,2023-08-11 00:00:00,Lagos
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Ologolo Lekki Lagos,itj-realtor, 1JYMX,True,True,False,2,3,3,3500000,2023-08-11,2023-08-12 00:00:00,Lagos
Serviced 4 Bedroom Flat,4 BEDROOM COMMERCIAL PROPERTY FOR RENT,Victoria Island Lagos,460, 0JYMX,False,True,False,4,4,5,12000000,2023-08-11,not updated,Lagos
2 Bedroom Apartment With Bq,2 BEDROOM FLAT / APARTMENT FOR RENT,Osborne Foreshore Estate Ikoyi Lagos,bunmi-awoyemi, 8JYMW,True,True,True,2,0,0,6000000,2023-08-11,2023-08-12 00:00:00,Lagos
Newly Built 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Igbogbo Ikorodu Lagos,richardhomesandproperties, 2JYPH,False,True,False,2,2,3,800000,2023-08-11,not updated,Lagos
2 Bedroom Office Space,2 BEDROOM COMMERCIAL PROPERTY FOR RENT,Lekki Phase 1 Lekki Lagos,grandview-integrated-link, 0JYPH,False,False,False,0,0,0,2500000,2023-08-12,not updated,Lagos
