title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,state
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,itj-realtor, 7JWYV,True,False,True,5,6,6,170000000,2023-08-01,2023-08-12,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,pwan-legit-properties, 4JWYV,True,False,True,0,0,0,330000000,2023-08-01,2023-08-12,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,first-homes1, 1JWYV,True,False,False,2,3,3,420000000,2023-08-01,2023-08-12,Lagos
4 Bedroom Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,chirealtor, 0JWYV,True,False,True,4,5,5,155000000,2023-08-01,2023-08-12,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Megamound Lekki Lagos,gerarland-venture-limited, 7JWYU,True,False,True,5,6,6,300000000,2023-08-01,2023-08-12,Lagos
6 Units Of 3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Close To Old Cbn Garki 2 Abuja,gerarland-venture-limited, 7JWZC,True,True,False,3,3,4,600000000,2023-08-01,2023-08-12,Abuja
Land Measuring 1000sqm,LAND FOR SALE,Monastery Lekki Ajah Lagos,freedom-homes-properties, 1JWZC,False,False,False,0,0,0,100000000,2023-08-01,2023-08-12,Lagos
3 Bedroom Terrace Duplex With Bq,3 BEDROOM HOUSE FOR SALE,Ajah Lagos,future-pride-homes-and-properties-ltd, 4JWYU,True,False,True,3,4,4,60000000,2023-08-01,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Agungi Lekki Lagos,itj-realtor, 0JWYU,True,False,True,4,5,5,100000000,2023-08-01,2023-08-12,Lagos
3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,Ajah Lagos,itj-realtor, 9JWYT,True,False,True,3,4,4,60000000,2023-08-01,2023-08-12,Lagos
2 Bedroom Terrace Duplex,2 BEDROOM HOUSE FOR SALE,Ajah Lagos,chirealtor, 8JWYT,True,False,True,2,3,3,50000000,2023-08-01,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikoyi Lagos,future-pride-homes-and-properties-ltd, 4JWYT,True,True,True,5,5,6,1000000000,2023-08-01,2023-08-12,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SALE,Lekki Phase 1 Lekki Lagos,itj-realtor, 0JWYT,True,False,True,4,5,5,75000000,2023-08-01,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,abimbola-dada, 6JWYS,True,False,True,5,6,6,200000000,2023-08-01,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Idado Agungi Lekki Lagos,joeetoniru, 9JWYR,True,False,True,4,5,5,70000000,2023-08-01,2023-08-12,Lagos
Newly Built 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikoyi Lagos,pecons-realtors, 1JWWX,True,False,False,2,2,3,70000000,2023-08-01,2023-08-12,Lagos
Newly Built 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Ologolo Lekki Lagos,chamanproperties, 4JWWV,False,False,True,0,2,2,30000000,2023-08-01,2023-08-12,Lagos
Functional Gas Plant,COMMERCIAL PROPERTY FOR SALE,Alapata More Mercy Junction Apete Ibadan Oyo,kalos-properties, 2JWWV,True,True,True,2,3,3,43000000,2023-08-01,2023-08-12,Oyo
Newly Built 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Shonibare Estate Maryland Lagos,chamanproperties, 4JWWU,True,True,True,4,5,5,25000000,2023-08-01,2023-08-12,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Omole Phase 1 Ojodu Lagos,kalos-properties, 5JWWT,True,False,True,5,6,6,195000000,2023-08-01,2023-08-12,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Agungi Lekki Lagos,chamanproperties, 9JWWS,True,False,True,5,6,6,170000000,2023-08-01,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikoyi Lagos,wnl, 4JWWS,True,True,True,5,6,6,1100000000,2023-08-01,2023-08-12,Lagos
Newly Built 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Monastery Lekki Sangotedo Ajah Lagos,chirealtor, 7JWZA,True,True,False,4,4,5,160000000,2023-08-01,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Toll Gate Lekki Lagos,geoponts-properties1, 2JWWS,False,False,False,0,0,0,75000000,2023-08-01,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Toll Gate Chevron Lekki Lagos,olajide-hassan, 4JWWR,False,False,False,2,0,0,78000000,2023-08-01,2023-08-12,Lagos
6 Bedroom Detached Duplex With Bq,6 BEDROOM HOUSE FOR SALE,"Kasunmu Estate, Taska Filling Station,elebu Road Akala Express Ibadan Oyo",eniji-international-limited, 6JWWQ,True,True,False,5,5,6,95000000,2023-08-01,2023-08-12,Oyo
5 Bedroom Detached Duplex With Bq,6 BEDROOM HOUSE FOR SALE,Akala Express Ibadan Oyo,taiwosalamandco, 8JWWN,False,False,False,6,6,6,95000000,2023-08-01,2023-08-12,Oyo
4 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,De Castle Awoyaya Ajah Lagos,chrystal-abodes1, 5JWWM,False,False,False,3,0,0,33500000,2023-08-01,2023-08-12,Lagos
3 Bedroom Semi Detached Bungalow,4 BEDROOM HOUSE FOR SALE,Orchid Lekki Lagos,chrystal-abodes1, 0JWWM,False,False,False,4,0,0,90000000,2023-08-01,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,By The Chevron Company Lekki Lagos,itj-realtor, 2JWWJ,True,False,False,5,6,6,170000000,2023-08-01,2023-08-12,Lagos
7 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,"Unity Road, Aboru Iyana Ipaja Ipaja Lagos",purple-ribbon-properties, 3JWXN,False,False,False,5,0,0,12000000,2023-08-01,2023-08-12,Lagos
Newly Built 5 Bedroom Detached Duplex With Bq,3 BEDROOM FLAT / APARTMENT FOR SALE,Morgan Estate Ojodu Lagos,purple-ribbon-properties, 6JWXK,False,False,False,3,0,0,60000000,2023-08-01,2023-08-12,Lagos
4 Bedroom Terrace Duplex With Bq,3 BEDROOM HOUSE FOR SALE,Gowon Estate Egbeda Alimosho Lagos,purple-ribbon-properties, 6JWXH,False,False,False,3,0,0,45000000,2023-08-01,2023-08-12,Lagos
3 Bedroom Bungalow With Bq,3 BEDROOM FLAT / APARTMENT FOR SALE,Gra Yaba Lagos,purple-ribbon-properties, 2JWXG,False,False,False,3,0,0,65000000,2023-08-01,2023-08-12,Lagos
4 Bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Agungi Lekki Lagos,netton-real-estate, 8JWVY,True,False,False,4,5,5,120000000,2023-08-01,2023-08-12,Lagos
Newly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Empire Terrace Ilaje Ajah Lagos,purple-ribbon-properties, 5JWTT,False,False,False,10,0,0,40000000,2023-07-31,2023-08-12,Lagos
Storey Building,10 BEDROOM HOUSE FOR SALE,Abesan Housing Estate Ipaja Lagos,joeetoniru, 2JWTT,False,False,False,5,0,0,130000000,2023-07-31,2023-08-12,Lagos
Furnished 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Naf Valley Estate Asokoro Abuja,royalrealtors, 3JWTR,False,False,False,0,0,0,180000000,2023-07-31,2023-08-12,Abuja
3 Bedroom Detached Bungalow With Bq,3 BEDROOM HOUSE FOR SALE,Lugbe Abuja,purple-ribbon-properties, 8JWTQ,False,False,False,10,0,0,120000000,2023-07-31,2023-08-12,Abuja
Storey Building,10 BEDROOM HOUSE FOR SALE,Oregun Ikeja Lagos,barodsglobal, 6JWTQ,False,False,False,3,0,0,12000000,2023-07-31,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,chamanproperties, 0JWTQ,False,False,False,2,0,0,60000000,2023-07-31,2023-08-12,Lagos
9 Bedroom Mansion With Bq,9 BEDROOM HOUSE FOR SALE,Katampe Ext Abuja,itj-realtor, 8JWUV,True,False,True,9,10,10,850000000,2023-07-31,2023-08-12,Abuja
6 Bedroom Detached Duplex With Bq,6 BEDROOM HOUSE FOR SALE,Katampe Ext Abuja,itj-realtor, 7JWUU,True,False,True,6,7,7,365000000,2023-07-31,2023-08-12,Abuja
Waterfront 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Jabi Abuja,wnl, 0JWUU,True,False,True,5,6,6,300000000,2023-07-31,2023-08-12,Abuja
Waterfront 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Jabi Abuja,green-psyche, 7JWUT,True,False,True,4,5,5,260000000,2023-07-31,2023-08-12,Abuja
6 Bedroom Detached Duplex,6 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,taiwosalamandco, 5JWXA,False,False,False,3,3,3,45000000,2023-08-01,2023-08-12,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Yaba Tech Gra Alagomeji Yaba Lagos,green-psyche, 1JWXA,True,False,True,4,4,4,85000000,2023-08-01,2023-08-12,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Ikate Lekki Lagos,oip-properties, 4JWTP,True,False,False,5,6,7,330000000,2023-07-31,2023-08-12,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,oip-properties, 7JWTN,True,False,False,4,5,6,75000000,2023-07-31,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Orchid Road Chevron Lekki Lagos,ovat-peter, 0JWTM,True,False,False,4,5,6,110000000,2023-07-31,2023-08-12,Lagos
Land Measuring 1500sqm,LAND FOR SALE,Off Palace Road Oniru Victoria Island Lagos,itj-realtor, 9JWTL,False,False,False,0,0,0,500000000,2023-07-31,2023-08-12,Lagos
6 Bedroom Massionette,6 BEDROOM HOUSE FOR SALE,Royal Garden Estate Ajah Lagos,pacelink, 3JWUT,True,False,True,5,6,6,230000000,2023-07-31,2023-08-12,Lagos
5 Bedroom Townhouse With Bq,5 BEDROOM HOUSE FOR SALE,Jahi Abuja,banksomeglobalrealtors, 9JWUS,False,False,True,4,4,5,400000000,2023-07-31,2023-08-12,Abuja
3 Bedroom Apartment With Bq,3 BEDROOM HOUSE FOR SALE,Jahi Abuja,itj-realtor, 5JWUS,False,True,False,0,0,0,450000000,2023-07-31,2023-08-12,Abuja
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Kado Abuja,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 0JWUS,False,False,True,4,4,5,250000000,2023-07-31,2023-08-12,Abuja
5 Bedroom Terrace Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Jabi Abuja,banksomeglobalrealtors, 4JWUR,False,False,False,3,0,0,220000000,2023-07-31,2023-08-12,Abuja
7 Bedroom Fully Detached Duplex,7 BEDROOM HOUSE FOR SALE,Guzape Abuja,banksomeglobalrealtors, 8JWUQ,False,False,False,0,0,0,1000000000,2023-07-31,2023-08-12,Abuja
1 Storey Bulding,10 BEDROOM HOUSE FOR SALE,Oregun Ikeja Lagos,oip-properties, 6JWTK,False,False,False,10,0,0,120000000,2023-07-31,2023-08-12,Lagos
Newly Built 5 Bedroom Semi Detached Duplex With Bq,HOUSE FOR SALE,Okupe Estate Mende Maryland Lagos,pcl-homes, 8JWTD,True,True,False,4,4,5,90000000,2023-07-31,2023-08-12,Lagos
Residential Land,LAND FOR SALE,Shonibare Estate Maryland Lagos,gudness-reality-ventures1, 3JWUM,False,False,False,0,0,0,50000000,2023-07-31,2023-08-12,Lagos
3 Bedroom Apartment With Bq,3 BEDROOM HOUSE FOR SALE,Jahi Abuja,oby-felicia-okeke, 0JWUM,True,False,True,3,4,4,76000000,2023-07-31,2023-08-12,Abuja
Furnished 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Roundabout Life Camp Abuja,wwwvergeteapropertiescom, 1JWUL,True,False,True,2,3,3,150000000,2023-07-31,2023-08-12,Abuja
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Guzape Abuja,wwwvergeteapropertiescom, 9JWUG,True,False,True,5,6,6,300000000,2023-07-31,2023-08-12,Abuja
4 Units Of 5 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR SALE,Katampe Ext Abuja,demoore-properties, 0JWUG,True,False,True,5,6,6,1100000000,2023-07-31,2023-08-12,Abuja
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Katampe Ext Abuja,mls-properties1, 2JWUF,True,False,True,5,6,6,350000000,2023-07-31,2023-08-12,Abuja
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Guzape Abuja,demoore-properties, 6JWUE,True,False,True,5,6,6,700000000,2023-07-31,2023-08-12,Abuja
Luxury 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,demoore-properties, 3JWUC,True,False,False,5,0,0,120000000,2023-07-31,2023-08-12,Lagos
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Jabi Abuja,demoore-properties, 7JWUB,False,False,False,0,0,0,190000000,2023-07-31,2023-08-12,Abuja
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Guzape Abuja,balogun-ajoke, 7JWUA,True,False,False,4,4,5,750000000,2023-07-31,2023-08-12,Abuja
5 Bedroom Semi Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Asokoro Abuja,bgcl, 7JWTZ,False,False,False,0,0,0,220000000,2023-07-31,2023-08-12,Abuja
Furnished 6 Bedroom Detached Duplex,6 BEDROOM HOUSE FOR SALE,"Diplomatic Zone, Utako Abuja",properties-navigators-nigeria-limited, 1JWPZ,False,True,True,6,7,7,450000000,2023-07-29,2023-08-12,Abuja
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,oluwayemi-oyedepo, 0JWRT,True,False,True,1,1,1,160000000,2023-07-30,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,oluwa-segun, 7JWRS,True,False,True,3,3,4,250000000,2023-07-30,2023-08-12,Lagos
Luxury 5 Bedroom Detached Edifice + Bq,5 BEDROOM HOUSE FOR SALE,Ajah Lagos,sunday-bassey, 3JWPU,True,False,True,5,6,6,85000000,2023-07-29,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex + Bq & Lounge,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,itj-realtor, 7JWPT,True,False,True,4,5,5,75000000,2023-07-29,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex + Bq & Lounge,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,a-properties, 4JWPT,True,False,True,4,5,5,72000000,2023-07-29,2023-08-12,Lagos
New 5 Bedroom Detached Duplex + 1 Room Bq,5 BEDROOM HOUSE FOR SALE,"Diplomatic Zone, Wuye Abuja",bunmi-awoyemi, 6JWPR,True,True,False,5,6,6,500000000,2023-07-29,2023-08-12,Abuja
Luxury 3 Bedroom Apartment With Excellent Finishing,3 BEDROOM FLAT / APARTMENT FOR SALE,Osapa London Lekki Lagos,itj-realtor, 5JWRS,True,False,True,5,6,6,255000000,2023-07-30,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,itj-realtor, 3JWRS,True,False,True,4,5,5,160000000,2023-07-30,2023-08-12,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,itj-realtor, 1JWRS,True,False,True,5,6,6,145000000,2023-07-30,2023-08-12,Lagos
5 Bedroom Detached Duplex + 3 Room Bq,HOUSE FOR SALE,"Ivd Homes, Saka Tinubu Victoria Island Lagos",itj-realtor, 7JWRR,True,False,True,4,5,5,95000000,2023-07-30,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,itj-realtor, 4JWRQ,True,False,True,5,6,6,130000000,2023-07-30,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,itj-realtor, 5JWRN,True,False,True,5,6,6,400000000,2023-07-30,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 0JWRN,True,False,True,5,6,6,220000000,2023-07-30,2023-08-12,Lagos
4 Bedroom Bungalow,4 BEDROOM HOUSE FOR SALE,Ogudu Gra Ogudu Lagos,itj-realtor, 4JWNG,False,False,True,4,5,5,70000000,2023-07-29,2023-08-12,Lagos
3 Bedroom Detached Bungalow,3 BEDROOM HOUSE FOR SALE,"Akuru Area Elebu Off Akala Express Way, Ibadan Oyo",pecons-realtors, 5JWRM,True,False,True,0,0,0,20000000,2023-07-30,2023-08-12,Oyo
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,itj-realtor, 2JWRM,True,False,True,5,6,6,90000000,2023-07-30,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 9JWRL,True,False,True,5,6,6,220000000,2023-07-30,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,itj-realtor, 7JWRL,True,False,True,4,5,5,120000000,2023-07-30,2023-08-12,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,taiwosalamandco, 6JWRL,True,False,True,3,2,2,62000000,2023-07-30,2023-08-12,Lagos
6 Bedroom Fully Detached Duplex,6 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 3JWRL,True,False,True,3,4,4,270000000,2023-07-30,2023-08-12,Lagos
3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,Ajah Lagos,olajide-hassan, 6JWRK,True,True,False,4,0,5,60000000,2023-07-30,2023-08-12,Lagos
3 Bedroom Duplex & 3 Bedroom Bungalow,HOUSE FOR SALE,Sangotedo Ajah Lagos,chyglosco-homes, 3JWRJ,True,False,True,5,5,5,65000000,2023-07-30,2023-08-12,Lagos
Fenced & Gated One And Half Plot Of Land,LAND FOR SALE,Igbogbo Ikorodu Lagos,pcl-homes, 1JWMW,False,False,False,4,4,5,85000000,2023-07-29,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex + Bq,4 BEDROOM HOUSE FOR SALE,"Bera Estate, Chevron Lekki Lagos",pcl-homes, 9JWMV,True,False,False,2,2,3,35000000,2023-07-29,2023-08-12,Lagos
"4,400 Sqm Land With A Structure",LAND FOR SALE,Bourdillon Ikoyi Lagos,shedrack-luka, 6JWMV,True,True,True,6,6,6,450000000,2023-07-29,2023-08-12,Lagos
"3,000 Sqm Land With Demolishable Property",LAND FOR SALE,Idowu Taylor Victoria Island Lagos,pcl-homes, 1JWMV,True,True,False,6,6,7,400000000,2023-07-29,2023-08-12,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,Idi Aba Abeokuta Ogun,pecons-realtors, 6JWRC,True,False,False,3,3,4,19000000,2023-07-30,2023-08-12,Ogun
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SALE,Ikate Lekki Lagos,chyglosco-homes, 3JWRB,False,False,False,0,0,0,170000000,2023-07-30,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,emir-soft-nigeria-limited, 1JWRA,False,False,False,0,0,0,169000000,2023-07-30,2023-08-12,Lagos
Land,LAND FOR SALE,"Nekede/ihiahwa Road,backgate Federal Poly Road,nekede Owerri Owerri Imo",daniels-homes-limited, 3JWQW,False,False,False,5,5,6,5999000,2023-07-30,2023-08-12,Imo
Land,LAND FOR SALE,"Ogwashi Uku,behind Delta State Polythechnic Warri Delta",chigold-homes-property-limited, 1JWQW,True,False,False,0,0,0,2000000,2023-07-30,2023-08-12,Delta
500 Sqm Commercial Land,LAND FOR SALE,"Lekki Epe Expressway, Alaro City Epe Lagos",sabs-asset-limited, 8JWRE,False,False,False,0,0,0,20000000,2023-07-30,2023-08-12,Lagos
Land,LAND FOR SALE,Eneka Port Harcourt Rivers,wendeehomes, 9JWSD,True,False,False,4,4,4,8000000,2023-07-30,2023-08-12,Rivers
4 Bedroom Terraced Duplex,5 BEDROOM HOUSE FOR SALE,Omagwa Obio Akpor Rivers,ojoma-donald, 0JWSD,True,False,False,5,5,5,850000,2023-07-30,2023-08-12,Rivers
Newly Built 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Oral Estate Lekki Lagos,itj-realtor, 4JWRX,True,False,True,5,6,6,120000000,2023-07-30,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,nene-samuel-ukiwo, 4JWRW,True,False,False,0,0,0,130000000,2023-07-30,2023-08-12,Lagos
Luxury 5 Bedroom Detached Duplex With Payment Plan,5 BEDROOM HOUSE FOR SALE,Primeage Estate Wumba Abuja Wumba Abuja,innerowrkings-investments-limited, 1JWQM,True,False,False,4,4,5,55000000,2023-07-30,2023-08-12,Abuja
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,green-psyche, 0JWNT,False,False,False,0,0,0,90000000,2023-07-29,2023-08-12,Lagos
Brand New 3 Bedroom Terraced Duplex + Bq,3 BEDROOM HOUSE FOR SALE,"Orchid, Phase 2 Lekki Lagos",king-palace-consulting, 2JWNQ,False,False,False,4,4,5,58000000,2023-07-29,2023-08-12,Lagos
4 Plots Of Land,LAND FOR SALE,"Sinko, Omi Adio / Ido Road, Ibadan Oyo",superite-africa, 5JWNP,True,False,False,4,4,5,12000000,2023-07-29,2023-08-12,Oyo
2 Units Of 3 Bedroom Semi Detached Duplex,HOUSE FOR SALE,"Around Lake Chat, Maitama Abuja",taiwosalamandco, 0JWNP,False,False,False,0,0,0,580000000,2023-07-29,2023-08-12,Abuja
36 Acres Of Land,LAND FOR SALE,"Opic Estate, Berger Ojodu Lagos",bunmi-awoyemi, 7JWNN,True,True,True,4,5,5,2800000000,2023-07-29,2023-08-12,Lagos
6 Bedroom Fully Detached Duplex,6 BEDROOM HOUSE FOR SALE,Close To Nnpc Guzape Abuja,adedeji-properties, 9JWRU,False,False,False,4,0,0,1200000000,2023-07-30,2023-08-12,Abuja
Furnished 5 Bedroom Detached Bungalow + Bq,5 BEDROOM HOUSE FOR SALE,Wumba Apo Abuja,gerarland-venture-limited, 0JWNN,True,True,True,4,0,0,55000000,2023-07-29,2023-08-12,Abuja
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Bodija Ibadan Oyo,bunmi-awoyemi, 8JWNJ,False,False,True,3,4,4,80000000,2023-07-29,2023-08-12,Oyo
Brand New 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,pacelink, 2JWNJ,True,False,False,7,7,7,140000000,2023-07-29,2023-08-12,Lagos
3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,Isheri North Gra By Opic Ikeja Lagos,innerowrkings-investments-limited, 0JWMP,True,False,False,5,5,6,55000000,2023-07-28,2023-08-12,Lagos
2 Units Of 4 Bedroom Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ademola Adetokunbo Crescent Wuse 2 Abuja,shedrack-luka, 1JWHP,True,True,False,0,0,0,9800000000,2023-07-27,2023-08-12,Abuja
5 Bedroom Detached Duplex.,5 BEDROOM HOUSE FOR SALE,Isheri North Gra By Opic Ikeja Lagos,itj-realtor, 7JWMJ,True,False,True,5,6,6,100000000,2023-07-28,2023-08-12,Lagos
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Ajah Lagos,itj-realtor, 5JWMJ,True,False,True,4,5,5,105000000,2023-07-28,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,gods-gift-properties-and-investment-a-subsidiary-of-douglas-ifada-associates, 3JWMJ,True,False,True,5,5,6,72000000,2023-07-28,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,itj-realtor, 2JWMJ,True,False,True,4,5,5,75000000,2023-07-28,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Close To Suncity Galadinmawa Abuja,shedrack-luka, 2JWMH,True,True,False,5,5,6,180000000,2023-07-28,2023-08-12,Abuja
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Gwarinpa Abuja,shedrack-luka, 8JWMG,True,True,False,5,5,6,200000000,2023-07-28,2023-08-12,Abuja
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Main Gwarinpa Abuja,shedrack-luka, 3JWMF,True,True,False,5,5,6,220000000,2023-07-28,2023-08-12,Abuja
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Naf Valley Estate Asokoro Abuja Diplomatic Zone Asokoro Abuja,properties-navigators-nigeria-limited, 0JWMF,False,True,False,4,5,5,180000000,2023-07-28,2023-08-12,Abuja
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ajah Lagos,itj-realtor, 1JWMD,True,False,True,5,6,6,95000000,2023-07-28,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 7JWMC,True,False,True,5,6,6,320000000,2023-07-28,2023-08-12,Lagos
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Close To Godap Life Camp Abuja,shedrack-luka, 5JWMC,True,True,False,4,4,5,230000000,2023-07-28,2023-08-12,Abuja
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,itj-realtor, 1JWMC,True,False,True,5,6,6,240000000,2023-07-28,2023-08-12,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,itj-realtor, 9JWMB,True,False,True,4,5,5,90000000,2023-07-28,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,itj-realtor, 4JWMB,True,False,True,5,6,6,180000000,2023-07-28,2023-08-12,Lagos
Exquisite 4 Bedroom Semi Detached Duplex + Bq,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,itj-realtor, 8JWPP,True,False,True,4,5,5,80000000,2023-07-29,2023-08-12,Lagos
