title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,state
Furnished 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,itj-realtor, 2JXPQ,True,False,True,5,6,6,350000000,2023-08-05,2023-08-12,Lagos
Magnificent 5 Bedroom Edifice + Bq,5 BEDROOM HOUSE FOR SALE,"Pinnock Beach Estate, Osapa London Lekki Lagos",ojr, 1JXPQ,True,False,False,0,0,0,600000000,2023-08-05,2023-08-12,Lagos
Plots Of Land,5 BEDROOM HOUSE FOR SALE,"Pinnock Beach Estate, Osapa London Lekki Lagos",itj-realtor, 8JXPP,True,False,True,4,5,5,570000000,2023-08-05,2023-08-12,Lagos
Magnificent 5 Bedroom Detached Edifice + Bq,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,itj-realtor, 5JXPP,True,False,True,5,6,6,90000000,2023-08-05,2023-08-12,Lagos
Luxury 4 Bedroom Semi Detached Duplex+bq,5 BEDROOM HOUSE FOR SALE,Lekki County Ikota Lekki Lagos,itj-realtor, 2JXPP,True,True,True,2,3,3,270000000,2023-08-05,2023-08-12,Lagos
Aesthetic 5 Bedroom Edifice + Bq,2 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,topworld-properties, 1JXPP,False,False,False,0,0,0,45000000,2023-08-05,2023-08-12,Lagos
Fully Serviced 2 Bedroom Apartment,HOUSE FOR SALE,"Off Ijaiye Road, Ojokoro Abule Egba Lagos",itj-realtor, 9JXPN,True,False,True,1,1,2,75000000,2023-08-05,2023-08-12,Lagos
Executive Block Of 5 Flats,1 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 7JXPN,True,False,True,6,7,7,30000000,2023-08-05,2023-08-12,Lagos
Serviced 1 Bedroom Apartment,6 BEDROOM HOUSE FOR SALE,"Lekki County Homes, Ikota Lekki Lagos",ayo-kay, 6JXPN,False,False,False,4,5,0,285000000,2023-08-05,2023-08-12,Lagos
4 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR SALE,"Lekki County Homes, Ikota Lekki Lagos",brokerfield-real-estate-services, 9JXPM,True,True,False,0,0,0,210000000,2023-08-05,2023-08-12,Lagos
Newly Built 4 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,itj-realtor, 9JXPL,True,False,True,5,6,6,265000000,2023-08-05,2023-08-12,Lagos
5 Bedroom Detached Edifice + Bq,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 8JXPL,True,True,True,2,3,3,185000000,2023-08-05,2023-08-12,Lagos
Exotic 5 Bedroom Detached Duplex,2 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 7JXPL,True,False,True,4,5,5,50000000,2023-08-05,2023-08-12,Lagos
Fully Serviced 2 Bedroom Terraced Duplexes,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,abimbola-dada, 3JXPL,False,False,False,3,3,4,55000000,2023-08-05,2023-08-12,Lagos
3 Bedroom Terraced Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 1JXPL,True,False,True,3,4,4,60000000,2023-08-05,2023-08-12,Lagos
Premium 4 Bedroom Terraced Duplexes,3 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,rentalhub_island, 7JXPK,True,False,True,4,5,5,53000000,2023-08-05,2023-08-12,Lagos
Ensuite 3 Bedroom Terraced Duplexes,4 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,akinhanmi-associates-estate-surveyors-valuers, 7JXNS,False,False,False,5,0,0,120000000,2023-08-05,2023-08-12,Lagos
4 Bedroom Terraced Duplex + Bq,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,layoramb-ventures1, 2JXPK,False,False,False,0,0,0,160000000,2023-08-05,2023-08-12,Lagos
Luxury 4 Bedroom Terraced Duplex,5 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,terkuma-zasha, 0JXPD,True,False,True,4,5,4,180000000,2023-08-05,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,alvinacle_properties, 9JXPC,False,False,False,5,0,6,260000000,2023-08-05,2023-08-12,Lagos
Brand New 4 Bedroom Terraced Duplex + 1 Bq,4 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,sweat-your-asset-homes-ltd, 5JXNG,True,False,False,4,0,0,260000000,2023-08-05,2023-08-12,Lagos
4 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,"Ketu Epe, Epe Lagos",itj-realtor, 4JXPC,True,False,True,4,5,5,3000000,2023-08-05,2023-08-12,Lagos
500 Sqm Land,LAND FOR SALE,Ajah Lagos,itj-realtor, 0JXPC,True,False,False,4,5,5,100000000,2023-08-05,2023-08-12,Lagos
Plots Of Land,LAND FOR SALE,"Off Ologuneru, Just After Bitemore, Ibadan Oyo",chamanproperties, 5JXKA,False,False,False,5,5,6,10000000,2023-08-04,2023-08-12,Oyo
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikeja Lagos,alexandra-property-s, 6JXJZ,False,False,False,4,4,5,200000000,2023-08-04,2023-08-12,Lagos
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,rentalhub_island, 0JXJZ,False,False,False,5,4,4,150000000,2023-08-04,2023-08-12,Lagos
2 Bedroom Terrace Duplex,2 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,standardbrass-properties-investment, 2JXJY,True,False,False,4,4,5,48000000,2023-08-04,2023-08-12,Lagos
1 Bedroom Apartment,1 BEDROOM HOUSE FOR SALE,Beachview Facing Elegushi Royal Private Beach Ikate Lekki Lagos,chirealtor, 0JXHR,False,False,False,3,4,4,55000000,2023-08-03,2023-08-12,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,layoramb-ventures1, 8JXHN,False,False,False,0,0,0,110000000,2023-08-03,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,wwwwhitebronzeinvestmentcom, 3JXJX,True,True,False,4,5,6,350000000,2023-08-04,2023-08-12,Lagos
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Crown Estate Ajah Lagos,jufy99livecouk, 3JXJW,False,False,False,0,0,0,120000000,2023-08-04,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Nnpc Guzape Abuja,backuppropertyconsult, 9JXHF,True,True,False,5,5,6,270000000,2023-08-03,2023-08-12,Abuja
4 Bedroom Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Sahara Estate Lokogoma Abuja,tokeate-properties, 0JXHB,True,True,False,0,0,0,48000000,2023-08-03,2023-08-12,Abuja
4 Bedroom Detached Duplex,HOUSE FOR SALE,Ikoyi Lagos,realvestandhomes, 2JXGY,True,False,False,1,1,1,500000000,2023-08-03,2023-08-12,Lagos
5 Bedroom Detached Duplex,HOUSE FOR SALE,Ocean Bay Estate Orchid Lekki Lagos,best-idea-realty1, 6JXGX,True,False,False,4,4,5,150000000,2023-08-03,2023-08-12,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Osapa London Lekki Lagos,itj-realtor, 7JXJT,True,False,True,5,6,6,220000000,2023-08-04,2023-08-12,Lagos
Land Measuring 500sqm,4 BEDROOM HOUSE FOR SALE,Vgc Lekki Lagos,chrystal-abodes1, 0JXJR,False,False,False,4,0,0,130000000,2023-08-04,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 9JXJQ,True,False,True,4,5,5,115000000,2023-08-04,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Road Lekki Lagos,chrystal-abodes1, 5JXJQ,False,False,False,4,0,0,70000000,2023-08-04,2023-08-12,Lagos
4 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 2JXJQ,True,False,True,5,6,6,120000000,2023-08-04,2023-08-12,Lagos
Newly Built 4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Orchid Lekki Phase 2 Lekki Lagos,k-t-property, 2JXGU,True,True,False,4,4,5,72000000,2023-08-03,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,wwwwhitebronzeinvestmentcom, 5JXJP,True,False,True,5,6,7,120000000,2023-08-04,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,itj-realtor, 5JXGN,True,False,True,4,5,5,75000000,2023-08-03,2023-08-12,Lagos
Serviced 4 Bedroom Terraced Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 6JXGM,True,True,True,4,5,5,85000000,2023-08-03,2023-08-12,Lagos
Newly Built 4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,pcl-homes, 4JXGM,True,True,False,4,4,5,160000000,2023-08-03,2023-08-12,Lagos
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,itj-realtor, 7JXGJ,True,False,True,4,5,5,65000000,2023-08-03,2023-08-12,Lagos
3 Bedroom Terrace Duplex With Bq,3 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,itj-realtor, 5JXGJ,True,False,True,3,4,4,60000000,2023-08-03,2023-08-12,Lagos
2 Bedroom Terrace Duplex With Bq,2 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,itj-realtor, 3JXGJ,True,False,True,2,3,3,50000000,2023-08-03,2023-08-12,Lagos
2 Bedroom Terrace Duplex,2 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,itj-realtor, 8JXGH,True,True,True,2,3,3,48000000,2023-08-03,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,"Imperial Estate , Orchid Road Lekki Lagos",itj-realtor, 6JXJN,True,True,True,5,6,6,90000000,2023-08-04,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 1JXJN,True,False,True,2,3,3,270000000,2023-08-04,2023-08-12,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Lekki Lagos,itj-realtor, 9JXGA,True,False,True,5,6,6,85000000,2023-08-03,2023-08-12,Lagos
Newly Built 4 Bedroom Fully Detached Duplex With Bq,HOUSE FOR SALE,Kosenla Road Chisco Ikate Lekki Lagos,itj-realtor, 5JXFZ,True,False,True,4,5,5,250000000,2023-08-03,2023-08-12,Lagos
2 Storey Building,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,itj-realtor, 3JXFZ,True,False,True,5,6,6,140000000,2023-08-03,2023-08-12,Lagos
Land Measuring 500sqm,4 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,itj-realtor, 8JXFL,True,False,True,5,6,6,135000000,2023-08-03,2023-08-12,Lagos
4 Bedroom Townhouse,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,itj-realtor, 8JXJM,True,False,True,4,5,5,350000000,2023-08-04,2023-08-12,Lagos
5 Bedroom Detached Duplex With Bq,2 BEDROOM HOUSE FOR SALE,Iyana Odo Via Joke Ayo Alagbado Abule Egba Lagos,chrystal-abodes1, 6JXJM,False,False,False,4,0,0,13000000,2023-08-04,2023-08-12,Lagos
2 Units Of 2 Bedroom Bungalow,2 BEDROOM HOUSE FOR SALE,T. Pumpy Estate Phase 10 Lugbe Abuja,itj-realtor, 5JXJM,True,False,True,4,5,5,22000000,2023-08-04,2023-08-12,Abuja
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,chrystal-abodes1, 8JXJL,False,False,False,2,0,0,140000000,2023-08-04,2023-08-12,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SALE,Oniru Victoria Island Lagos,itj-realtor, 6JXJL,True,False,True,4,5,5,80000000,2023-08-04,2023-08-12,Lagos
2 Bedroom Fully Detached Duplex,2 BEDROOM HOUSE FOR SALE,Orchid Lekki Lagos,nellyanipropertiesltd, 1JXFY,True,False,True,4,5,5,58000000,2023-08-03,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,aviva-homes-realty, 3JXFX,True,False,True,4,5,5,120000000,2023-08-03,2023-08-12,Lagos
Land Measuring 465sqm,LAND FOR SALE,Rose Garden Estate Igwurta Ali Port Harcourt Rivers,ojr, 0JXFX,False,False,False,4,0,0,8500000,2023-08-03,2023-08-12,Rivers
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,britproperties, 8JXJK,True,False,True,5,6,6,150000000,2023-08-04,2023-08-12,Lagos
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 4JXJK,False,False,False,3,3,4,260000000,2023-08-04,2023-08-12,Lagos
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Abraham Adesanya Estate Ajah Lagos,itj-realtor, 7JXJJ,False,False,True,0,0,0,48000000,2023-08-04,2023-08-12,Lagos
Land,LAND FOR SALE,Works And Housing Gwarinpa Abuja,city-garden-real-estate-ltd, 3JXJJ,True,False,True,4,5,5,35000000,2023-08-04,2023-08-12,Abuja
5 Bedroom Detached Duplex+bq,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,futurehomesproperties, 0JXJJ,False,False,False,5,5,6,160000000,2023-08-04,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Off Admirathy Way Lekki Phase 1 Lekki Lagos,itj-realtor, 6JXFW,False,False,False,4,0,0,300000000,2023-08-03,2023-08-12,Lagos
2 Bedroom Terrace Duplex,2 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,ojr, 4JXFW,True,False,True,4,5,5,90000000,2023-08-03,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Lekki Lagos,ojr, 3JXFW,False,False,False,0,0,0,78000000,2023-08-03,2023-08-12,Lagos
Mixed Use Land,LAND FOR SALE,"Odo Agboju,epe Toll Gate ,the Genesis Epe Lagos",julietjonathan, 6JXFV,True,False,True,4,5,5,8500000,2023-08-03,2023-08-12,Lagos
Distress Sale Of 2600sqm Of Land Fcda Rofo,LAND FOR SALE,Around Nnpc Guzape Abuja,ojr, 7JXFS,False,False,False,4,5,0,300000000,2023-08-03,2023-08-12,Abuja
Newly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Igbo Efon Lekki Lagos,aenispropertiesandarchitecture, 9JXEE,False,False,False,2,2,3,160000000,2023-08-03,2023-08-12,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Ajah Lagos,topworld-properties, 5JXEE,False,False,False,3,3,4,150000000,2023-08-03,2023-08-12,Lagos
72 Executive Rooms Hotel Space,COMMERCIAL PROPERTY FOR SALE,Garki 1 Abuja,superite-africa, 1JXFR,False,False,False,0,0,0,3000000000,2023-08-03,2023-08-12,Abuja
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,idiege-titus-real-estate-agencies, 9JXFJ,True,False,False,4,4,5,120000000,2023-08-03,2023-08-12,Lagos
Land Measuring 500sqm,LAND FOR SALE,"Elerangbe, The Legacy Estate Eleranigbe Ibeju Lekki Lagos",ojr, 0JXFJ,True,False,False,5,5,6,8000000,2023-08-03,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,itj-realtor, 4JXFP,False,False,False,8,0,0,430000000,2023-08-03,2023-08-12,Lagos
1 Bedroom Apartment,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,chigold-homes-property-limited, 3JXFP,True,False,True,5,6,6,400000000,2023-08-03,2023-08-12,Lagos
5 Bedroom Detached Duplex With Bq,8 BEDROOM HOUSE FOR SALE,Ogba Lagos,itj-realtor, 9JXFN,True,False,False,5,5,6,65000000,2023-08-03,2023-08-12,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,ojr, 9JXFH,True,False,False,1,1,1,220000000,2023-08-03,2023-08-12,Lagos
Mixed Use Land,LAND FOR SALE,Osapa London Lekki Lagos,provident-homes-realtor, 6JXFG,False,False,False,0,0,0,500000000,2023-08-03,2023-08-12,Lagos
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Allen Avenue Ikeja Lagos,itj-realtor, 2JXFF,False,False,False,4,5,5,110000000,2023-08-03,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,"Ketu Omu,epe/luscious Paradise Epe Lagos",first-homes1, 8JXFE,False,False,False,3,4,4,2500000,2023-08-03,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,"10 Mintues Drives To The Airport ,king's Court Estate Shasha Alimosho Lagos",purple-ribbon-properties, 7JXFM,True,False,True,5,0,0,25000000,2023-08-03,2023-08-12,Lagos
Lovely 3 Bedroom Flat (ground Floor),3 BEDROOM FLAT / APARTMENT FOR SALE,Magodo Kosofe Ikosi Lagos,oip-properties, 5JXFM,False,False,False,0,0,0,60000000,2023-08-03,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Jahi Abuja,omicronsat-services, 3JXKZ,False,False,False,3,3,4,90000000,2023-08-03,2023-08-12,Abuja
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Omole Phase 1 Ojodu Lagos,richlandproperty, 7JXDW,True,True,False,5,5,6,650000000,2023-08-03,2023-08-12,Lagos
Office Space,COMMERCIAL PROPERTY FOR SALE,Gudu Apo Abuja,oip-properties, 3JXDW,True,True,False,1,1,2,280000000,2023-08-03,2023-08-12,Abuja
5 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,standardbrass-properties-investment, 8JXHW,True,False,True,3,3,4,110000000,2023-08-04,2023-08-12,Lagos
4 Bedroom Detached Duplex,3 BEDROOM HOUSE FOR SALE,Egbeda Alimosho Lagos,shelternestrealty, 6JXAW,True,False,False,5,6,7,135000000,2023-08-02,2023-08-12,Lagos
Cozy 5 Bedroom Detached Duplex With Pool And Bq,COMMERCIAL PROPERTY FOR SALE,"Ashi, Bodija Ibadan Oyo",chamanproperties, 8JXAV,False,False,False,4,5,5,300000000,2023-08-02,2023-08-12,Oyo
Pure Water And Bottled Water Factory,5 BEDROOM HOUSE FOR SALE,Lekki Lagos,shelternestrealty, 7JXAV,True,False,False,4,5,6,300000000,2023-08-02,2023-08-12,Lagos
4 Bedroom Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Isheri North Ojodu Lagos,standardbrass-properties-investment, 4JXAV,True,False,False,5,5,6,85000000,2023-08-02,2023-08-12,Lagos
300sqm Of Land,10 BEDROOM FLAT / APARTMENT FOR SALE,Alagbado Abule Egba Lagos,wwwolakrealtiescomabule-estate, 1JXDR,False,False,False,0,0,0,5000000,2023-08-03,2023-08-12,Lagos
Buy And Build Land Beside Epe Resort And Spa,10 BEDROOM FLAT / APARTMENT FOR SALE,Alagbado Abule Egba Lagos,chyglosco-homes, 8JXDQ,False,False,False,0,0,0,3450000,2023-08-03,2023-08-12,Lagos
Very Safe And Affordable Land In Epe,10 BEDROOM COMMERCIAL PROPERTY FOR SALE,"Allen Avenue, Ikeja. Ikeja Lagos",wendeehomes, 9JXDP,False,False,False,0,0,0,1800000,2023-08-02,2023-08-12,Lagos
Dry Fenced Land,LAND FOR SALE,Epe Lagos,chamanproperties, 2JXAV,False,False,False,6,7,7,6000000,2023-08-02,2023-08-12,Lagos
4 Bedroom Detached Dulpex,4 BEDROOM HOUSE FOR SALE,Agungi Lekki Lagos,ojr, 1JXFE,False,False,False,0,0,0,5625000,2023-08-04,2023-08-12,Lagos
3 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,temidayo-faro, 9JXFC,False,False,False,4,0,0,100000000,2023-08-03,2023-08-12,Lagos
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Close To Godap Life Camp Abuja,outstanding-real-estate-limited, 7JXAQ,True,True,False,4,4,5,90000000,2023-08-02,2023-08-12,Abuja
6 Bedroom Fully Detached Duplex,6 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,vic-tobore-properties, 4JXBT,False,False,False,4,5,5,260000000,2023-08-02,2023-08-12,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Lekki Lagos,group-bliss, 7JXBP,False,False,False,2,2,3,75000000,2023-08-02,2023-08-12,Lagos
4 Bedroom Terrace Duplex With Bq,7 BEDROOM HOUSE FOR SALE,Off Herbert Macauly Way Yaba Lagos,iyereproperties, 6JXBK,True,True,False,4,4,4,120000000,2023-08-02,2023-08-12,Lagos
7 Bedroom Fully Detached Duplex Wih Bq,7 BEDROOM HOUSE FOR SALE,"Off Ajao Road, Ogunlana Drive Surulere Lagos",nellyanipropertiesltd, 2JXBK,False,False,False,0,0,0,200000000,2023-08-02,2023-08-12,Lagos
Storey Building,10 BEDROOM HOUSE FOR SALE,Mushin Road Surulere Lagos,sylvanus-agu, 4JXBJ,False,False,False,6,6,7,50000000,2023-08-02,2023-08-12,Lagos
9 Bedroom Detached Duplex With Bq,9 BEDROOM HOUSE FOR SALE,Owerri Imo,alphalux-realty-alphalux-realty, 4JXEX,True,False,False,2,3,3,70000000,2023-08-03,2023-08-12,Imo
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Guzape Abuja,future-pride-homes-and-properties-ltd, 9JXEW,True,False,False,4,5,5,130000000,2023-08-03,2023-08-12,Abuja
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Festac Amuwo Odofin Lagos,ojr, 1JXCF,True,False,False,5,6,6,250000000,2023-08-02,2023-08-12,Lagos
3 Bedroom Apartment,3 BEDROOM HOUSE FOR SALE,"Beside Royal Garden Estate ,lekki Pride I Ajiwe Ajah Lagos",d_agencyproperties, 6JXCE,True,False,False,3,3,4,95000000,2023-08-02,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,charlow-properties, 8JXAE,False,False,False,4,4,5,8000000,2023-08-02,2023-08-12,Lagos
3 Bedroom Terrace Duplex With Bq,3 BEDROOM HOUSE FOR SALE,Ikota Gra Ikota Lekki Lagos,ojr, 0JXCE,False,False,False,4,4,5,35000000,2023-08-02,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,"Abraham Adesanya Roadabout,lekki Epe Expressway, Pride Phase Ii Ogombo Ajah Lagos",chamanproperties, 0JXCC,False,False,False,4,4,5,110000000,2023-08-02,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Chevron Drive Lekki Lagos,olayinka-sobambi, 5JXBE,True,True,False,3,4,4,190000000,2023-08-02,2023-08-12,Lagos
Beautiful Well Finished 4bed Semi Detached,4 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,city-garden-real-estate-ltd, 9JXBC,False,False,False,0,0,0,130000000,2023-08-02,2023-08-12,Lagos
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,sunday-bassey, 3JXAE,False,False,False,0,0,0,155000000,2023-08-02,2023-08-12,Lagos
4 Bedroom Apartment,4 BEDROOM HOUSE FOR SALE,Chevron Toll Gate Lekki Lagos,paul-nyoyoh1, 2JXBC,True,True,False,3,3,4,130000000,2023-08-02,2023-08-12,Lagos
4 Bedroom Detached Duplex,3 BEDROOM HOUSE FOR SALE,Close To Godap Life Camp Abuja,chamanproperties, 8JXBA,False,False,False,2,3,3,110000000,2023-08-02,2023-08-12,Abuja
7 Bedroom Detached Duplex,7 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,olajide-hassan, 7JXAD,True,False,False,0,0,0,140000000,2023-08-02,2023-08-12,Lagos
Brand New 4 Bedroom Semi Detached Duplex,4 BEDROOM FLAT / APARTMENT FOR SALE,"Orchid Road, Phase 2 Lekki Lagos",wendeehomes, 4JXBZ,False,True,False,0,0,0,85000000,2023-08-02,2023-08-12,Lagos
Land Measuring 465sqm,LAND FOR SALE,Igwuruta Road Eneka Port Harcourt Rivers,sweat-your-asset-homes-ltd, 1JXDP,False,False,False,3,3,4,6000000,2023-08-02,2023-08-12,Rivers
Residential Land,LAND FOR SALE,Off St.silas Church Road Eneka Port Harcourt Rivers,ojr, 2JXDJ,False,False,False,4,4,5,4500000,2023-08-02,2023-08-12,Rivers
Land Measuring 500sqm,LAND FOR SALE,Ogunlana Street Surulere Lagos,aitoproperties, 8JXBV,False,False,False,5,6,6,300000000,2023-08-02,2023-08-12,Lagos
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Lekki Lagos,royalrealtors, 8JXEL,False,False,False,1,0,0,95000000,2023-08-03,2023-08-12,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Close To Godap Estate Life Camp Abuja,ella-properties1, 5JXAB,False,False,False,0,0,0,80000000,2023-08-02,2023-08-12,Abuja
8 Units Of 3 Bedroom Detached Duplex,3 BEDROOM HOUSE FOR SALE,Sangotedo Lagos,kennedy-otunku, 5JWZZ,True,False,False,4,4,5,50000000,2023-08-02,2023-08-12,Lagos
1669.19sqm Of Land,LAND FOR SALE,By Pacesetters School Guzape Abuja,kennedy-otunku, 5JWZY,False,False,False,4,4,5,450000000,2023-08-02,2023-08-12,Abuja
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ahmadu Bello Way Victoria Island Lagos,j21-property-reality-ltd, 6JWZU,True,True,False,4,4,5,480000000,2023-08-02,2023-08-12,Lagos
Furnished 2 Nos 2bedroom Duplex & 2nos Mini Flats,FLAT / APARTMENT FOR SALE,New Oko Oba Abule Egba Ojokoro Abule Egba Lagos,team-olly-limited1, 3JXEF,False,False,False,4,3,3,170000000,2023-08-03,2023-08-12,Lagos
Serviced 4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,itj-realtor, 8JWYW,True,True,True,3,4,4,85000000,2023-08-01,2023-08-12,Lagos
Serviced 3 Bedroom Terrace Duplex With Bq,3 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,itj-realtor, 7JWYW,True,False,True,4,5,5,75000000,2023-08-01,2023-08-12,Lagos
Serviced 4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,joeetoniru, 4JWYW,True,True,True,6,6,7,200000000,2023-08-01,2023-08-12,Lagos
