title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦_yearly,date_posted,date_updated,state
A Luxuriously Built 2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,Ilasan Elegushi Lekki Ilasan Lekki Lagos,chukwuemeka-felix, 6JXDL,True,True,False,2,2,3,3200000,2023-08-02,not updated,Lagos
Newly Built Mini Flat In A Serene Environment,1 BEDROOM FLAT / APARTMENT FOR RENT,Ifako Ogba Ogba Lagos,city-garden-real-estate-ltd, 5JXDL,False,False,False,1,0,0,500000,2023-08-02,not updated,Lagos
Sharp Two Bedroom Apartment In An Estate,2 BEDROOM FLAT / APARTMENT FOR RENT,Peacevile Estate Badore Badore Ajah Lagos,156, 4JXDL,False,False,False,2,0,0,1500000,2023-08-02,not updated,Lagos
Newly Built 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Ifako Ogba Ogba Lagos,city-garden-real-estate-ltd, 3JXDL,True,False,False,2,0,0,1000000,2023-08-02,not updated,Lagos
Beautiful Luxury Serviced 1 Bedroom Apartment,1 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,sanrealtor, 2JXDL,True,True,False,1,1,2,4000000,2023-08-02,not updated,Lagos
New 2 Bedroom Flat In A Good Location,2 BEDROOM FLAT / APARTMENT FOR RENT,Remlek Estate Badore Ajah Lagos,rofama-homes-properties, 1JXDL,True,False,False,2,2,3,1400000,2023-08-02,not updated,Lagos
3 Bedroom Apartment With Pool,3 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,rentalhub_island, 0JXDL,False,False,False,3,0,0,7000000,2023-08-02,not updated,Lagos
Beautiful Luxury Serviced 4 Bedroom Maisonette With Bq,4 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,sanrealtor, 9JXDK,True,True,False,4,4,5,10000000,2023-08-02,not updated,Lagos
2 Bedroom For Rent In A Serene And Calm Environment,2 BEDROOM HOUSE FOR RENT,Agungi Lekki Agungi Lekki Lagos,chukwuemeka-felix, 8JXDK,True,False,False,2,2,3,3000000,2023-08-02,not updated,Lagos
Beautiful Furnished 4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Banana Island Road Ikoyi Lagos,sanrealtor, 7JXDK,True,True,False,4,4,5,20000000,2023-08-02,not updated,Lagos
Newly Built 4 Bedroom Terrace Duplex With A Bq,4 BEDROOM HOUSE FOR RENT,Guzape Abuja,zoey-properties1, 6JXDK,True,True,False,4,4,5,10000000,2023-08-02,not updated,Abuja
2 Bedroom Duplex,2 BEDROOM HOUSE FOR RENT,Badore Ajah Lagos,christian-ekenedirichukwu, 5JXDK,True,True,True,2,2,3,1700000,2023-08-02,2023-08-02 00:00:00,Lagos
Beautiful Luxury Serviced 3 Bedroom Apartment With Bq,3 BEDROOM HOUSE FOR RENT,Victoria Island Lagos,sanrealtor, 4JXDK,True,True,False,3,3,4,10000000,2023-08-02,not updated,Lagos
Newly Built 4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Utako Abuja,decade-homes-housing-mall, 3JXDK,True,True,False,4,4,5,165000000,2023-08-02,not updated,Abuja
Beautiful Luxury Serviced 2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,Victoria Island Lagos,sanrealtor, 2JXDK,True,True,False,2,2,3,8000000,2023-08-02,not updated,Lagos
Beautiful Luxury Serviced 3 Bedroom Apartment With Bq,3 BEDROOM HOUSE FOR RENT,Oniru Victoria Island Lagos,sanrealtor, 0JXDK,True,True,False,3,3,4,7000000,2023-08-02,not updated,Lagos
Newly Built 3 Bedroom Apartment In A Luxury Estate,3 BEDROOM HOUSE FOR RENT,Orchid Lekki Close To Chevron Lekki Along Lekki Expressway Lekki Lagos,chukwuemeka-felix, 8JXDJ,True,True,False,3,3,4,3700000,2023-08-02,not updated,Lagos
Beautiful Luxury Serviced 3 Bedroom Penthouse,3 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,sanrealtor, 7JXDJ,True,True,False,3,3,4,11000000,2023-08-02,not updated,Lagos
Newly Built 2 Bedroom Apartment In Luxury Estate,2 BEDROOM HOUSE FOR RENT,Orchid Lekki Along Lekki Expressway Lekki Lagos,chukwuemeka-felix, 6JXDJ,True,True,False,2,2,3,3200000,2023-08-02,not updated,Lagos
Brand New 2 Bedroom In A Secured Estate,2 BEDROOM FLAT / APARTMENT FOR RENT,Remlek Estate Badore Ajah Lagos,rofama-homes-properties, 5JXDJ,True,False,False,2,2,3,1300000,2023-08-02,not updated,Lagos
3 Bedroom Apartment With Bq In A Lovely Environment,3 BEDROOM HOUSE FOR RENT,Agungi Agungi Lekki Lagos,chukwuemeka-felix, 1JXDJ,False,True,False,3,3,4,3500000,2023-08-02,not updated,Lagos
Sharp Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Silver Land Estate Sangotedo Ajah Lagos,jonathan-juliet1, 0JXDJ,False,False,False,1,0,0,700000,2023-08-02,not updated,Lagos
Beautiful 2 Bedroom Furnished Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"Eden Heights, 6 Elsie Femi Pearse, Off Adeola Odeku, Vi Victoria Island Lagos",futurehomesproperties, 8JXDH,False,False,False,2,3,3,14000000,2023-08-02,not updated,Lagos
Newly Built 4 Bedroom Deuplex In Its Own Compound,4 BEDROOM HOUSE FOR RENT,Infinity Estate Ado Road Ajah Ado Ajah Lagos,chukwuemeka-felix, 7JXDH,True,True,False,4,4,5,4000000,2023-08-02,not updated,Lagos
Luxury 2 Bedroom Apartment In An Urban Environment,2 BEDROOM HOUSE FOR RENT,United Estate Sangotedo (beside/close To Novare Mall Sangotedo Biggest Shoprite In Lagos) Sangotedo Ajah Lagos,chukwuemeka-felix, 6JXDH,True,True,False,2,2,3,1100000,2023-08-02,not updated,Lagos
Newly Built 4 Fully Detached Duplex With Bq For Rent,4 BEDROOM HOUSE FOR RENT,Life Camp Abuja,decade-homes-housing-mall, 5JXDH,True,True,False,4,4,5,5500000,2023-08-02,not updated,Abuja
Two Bedroom For Rent At Karsana,2 BEDROOM FLAT / APARTMENT FOR RENT,Karsana Karsana Abuja,macbeals-integrated-services, 3JXDH,True,False,False,2,3,3,1300000,2023-08-02,not updated,Abuja
Luxury 4 Bedroom Terrace Duplex In A Calm Environment,4 BEDROOM HOUSE FOR RENT,Eru Ife Ikate Lekki Ikate Lekki Lagos,chukwuemeka-felix, 2JXDH,True,True,False,4,4,5,5000000,2023-08-02,not updated,Lagos
10 Rooms Hotels Both Single And Double Rooms,10 BEDROOM HOUSE FOR RENT,Withjn A Commercial Neighborhood Off Allen Avenue Allen Avenue Ikeja Lagos,shelterview-realty1, 1JXDH,False,False,True,10,9,10,20000000,2023-08-02,not updated,Lagos
Luxurious One Bedroom For Rent,1 BEDROOM FLAT / APARTMENT FOR RENT,Jahi Jahi Abuja,macbeals-integrated-services, 0JXDH,False,True,True,1,2,2,3500000,2023-08-02,not updated,Abuja
Newly Built Fully Serviced 3bedroom Luxury Apartment,3 BEDROOM HOUSE FOR RENT,Salem Lekki Osapa London Lekki Lagos,chukwuemeka-felix, 8JXDG,True,True,False,3,3,4,3800000,2023-08-02,not updated,Lagos
Exquisite Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Onike Yaba Onike Yaba Lagos,comfortzone-property1, 6JXDG,False,False,False,1,1,1,1000000,2023-08-02,not updated,Lagos
Exquisite Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Onike Yaba Onike Yaba Lagos,comfortzone-property1, 5JXDG,False,False,False,1,1,1,1000000,2023-08-02,not updated,Lagos
Newly Renovated 3bedroom Flat In A Serene Neighborhood,3 BEDROOM FLAT / APARTMENT FOR RENT,Agboyi Estate Ogudu Orike Ogudu Lagos,ojo-adebiyi, 4JXDG,False,False,False,3,4,4,1300000,2023-08-02,not updated,Lagos
Newly Built Three Bedroom Flat In Osapa London,3 BEDROOM HOUSE FOR RENT,Osapa London Osapa London Lekki Lagos,chukwuemeka-felix, 8JXDF,True,True,False,3,3,4,3000000,2023-08-02,not updated,Lagos
Newly Built 2bedroom In A Serene Neighborhood,2 BEDROOM FLAT / APARTMENT FOR RENT,Agboyi Estate Ogudu Orike Ogudu Lagos,ojo-adebiyi, 7JXDF,False,False,False,2,3,3,1200000,2023-08-02,not updated,Lagos
Warehouse Under Decken With Toilet Measuring 150sqm,COMMERCIAL PROPERTY FOR RENT,Ogudu Ogudu Lagos,maselhomesnproperties, 6JXDF,False,False,False,0,0,0,4000000,2023-08-02,2023-08-02 00:00:00,Lagos
Very Decent 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Bariga Shomolu Lagos,city-garden-real-estate-ltd, 5JXDF,False,False,False,2,0,0,800000,2023-08-02,not updated,Lagos
Lovely Spacious 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Opebi Ikeja Lagos,city-garden-real-estate-ltd, 3JXDF,False,False,False,3,3,4,2500000,2023-08-02,not updated,Lagos
Clean Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Shipeolu Street , Palmgroove Palmgroove Shomolu Lagos",comfortzone-property1, 2JXDF,False,False,False,1,1,1,800000,2023-08-02,not updated,Lagos
4 Bedroom Semi Detached Duplex With Bq And Pool,4 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,royalpropertykonsult, 0JXDF,False,True,False,4,4,5,10000000,2023-08-02,2023-08-02 00:00:00,Lagos
Newly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Adeniyi Jones Ikeja Lagos,city-garden-real-estate-ltd, 9JXDE,False,False,False,4,4,5,5000000,2023-08-02,not updated,Lagos
2 Bedroom Apartment In A Secured Estate,2 BEDROOM FLAT / APARTMENT FOR RENT,Osapa London Lekki Lagos,royalpropertykonsult, 8JXDE,False,False,False,2,2,3,3000000,2023-08-02,2023-08-02 00:00:00,Lagos
Spacious Mini Flat At Auckland Estate Sangotedo,1 BEDROOM FLAT / APARTMENT FOR RENT,Auckland Estate Sangotedo Ajah Lekki Lagos State Sangotedo Ajah Lagos,salami-oluwaseun, 6JXDE,False,False,False,1,1,1,700000,2023-08-02,not updated,Lagos
2bedroom Flat At Sangotedo Ajah Lekki Lagos,2 BEDROOM HOUSE FOR RENT,Sangotedo Ajah Lekki Lagos State Sangotedo Ajah Lagos,salami-oluwaseun, 5JXDE,False,False,True,2,2,3,2000000,2023-08-02,not updated,Lagos
Standard 3bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Okuneye Street, Off Famous Bus Stop , Off Pedro Road, Palmgroove Shomolu Obanikoro Shomolu Lagos",comfortzone-property1, 4JXDE,False,False,False,3,3,3,1500000,2023-08-02,not updated,Lagos
4 Bedroom Semi Detached Duplex In A Secured Estate,4 BEDROOM HOUSE FOR RENT,Orchid Lekki Lagos,royalpropertykonsult, 3JXDE,False,False,False,4,4,5,5000000,2023-08-02,2023-08-02 00:00:00,Lagos
Comfortable 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Phase 1 Gbagada Lagos,city-garden-real-estate-ltd, 0JXDE,False,False,False,3,0,0,1500000,2023-08-02,not updated,Lagos
4 Bedroom Terrace Duplex With Bq And Pool,4 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,royalpropertykonsult, 9JXDD,False,False,False,4,4,5,8000000,2023-08-02,2023-08-02 00:00:00,Lagos
Profitable Joint Venture (jv) On Landed Property,LAND FOR RENT,Adetokunbo Ademola Street Ademola Adetokunbo Victoria Island Lagos,futurehomesproperties, 8JXDD,False,False,False,0,0,0,500000000,2023-08-02,not updated,Lagos
3 Bedroom Terraces Plus Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,Phase 1 Osborne Foreshore Estate Ikoyi Lagos,west-coast-multi-concept-international-services, 4JXDD,True,False,False,3,3,4,7000000,2023-08-02,not updated,Lagos
Flourshed 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Oluyole Estate Oluyole Estate Ibadan Oyo,pecons-realtors, 2JXDD,True,False,False,2,2,3,750000,2023-08-02,not updated,Oyo
Magnificent 2bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Ogudu Ogudu Ogudu Lagos,comfortzone-property1, 9JXDC,False,False,False,2,3,3,2000000,2023-08-02,not updated,Lagos
Newly Built 2 Bedroom Maisonnette With Fitted Kitchen,2 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,luch-properties-and-investment-ltd, 5JXDC,True,True,False,2,2,3,8000000,2023-08-02,not updated,Lagos
Fully Serviced 4 Bedroom Terrace Apartment,4 BEDROOM FLAT / APARTMENT FOR RENT,Osapa London Lekki Phase 1 Lekki Lagos,west-coast-multi-concept-international-services, 3JXDC,True,False,False,4,4,5,4000000,2023-08-02,not updated,Lagos
Magnificent Newly Built 2bedroom Upstairs,2 BEDROOM FLAT / APARTMENT FOR RENT,Kilo Kilo Marsha Surulere Lagos,comfortzone-property1, 0JXDC,True,True,False,2,3,3,1500000,2023-08-02,not updated,Lagos
Clean Room Self Contained,FLAT / APARTMENT FOR RENT,"Odunsi Rd, Bariga Shomolu Lagos",grandview-integrated-link, 3JXDB,False,False,False,0,0,0,300000,2023-08-02,not updated,Lagos
Quick To Let 1bedroom Miini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Osapa London Osapa London Lekki Lagos,247property, 7JXDA,False,False,False,1,1,1,1200000,2023-08-02,not updated,Lagos
Newly Built 4 Bedroom Terrace Duplex With A Bq,4 BEDROOM HOUSE FOR RENT,Guzape Abuja,zoey-properties1, 8JXCZ,True,False,False,4,4,5,8000000,2023-08-02,not updated,Abuja
New 1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ushafa Bwari Kubwa Abuja,citymate-integrated, 0JXCZ,False,False,False,1,1,1,650000,2023-08-02,2023-08-02 00:00:00,Abuja
600sqm Of Warehouse,COMMERCIAL PROPERTY FOR RENT,Ogba Gra Ogba Lagos,danrielhomes-finder, 4JXCY,False,False,False,0,0,0,8000000,2023-08-02,not updated,Lagos
Self Service Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,dozek-co-pr5eO, 3JXCY,True,True,False,1,1,1,2000000,2023-08-02,not updated,Lagos
Brand New Four Bedroom Terrace House,4 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos Ikate Lekki Lagos,pcl-homes, 1JXCY,True,True,False,4,4,5,6500000,2023-08-02,not updated,Lagos
2 Bedrooms Flat,2 BEDROOM HOUSE FOR RENT,Omole Phase 2 Ojodu Lagos,danrielhomes-finder, 7JXCX,True,False,True,2,2,2,3500000,2023-08-02,not updated,Lagos
2 Bedrooms Flat,2 BEDROOM HOUSE FOR RENT,Omole Phase 2 Ojodu Lagos,danrielhomes-finder, 6JXCX,True,False,True,2,2,3,3000000,2023-08-02,not updated,Lagos
4 Bedrooms Duplex,4 BEDROOM HOUSE FOR RENT,Omole Phase 2 Ojodu Lagos,danrielhomes-finder, 5JXCX,True,False,True,4,4,5,5500000,2023-08-02,not updated,Lagos
Furnished 1 Bedroom Apartment In A Secured Estate,1 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,royalpropertykonsult, 4JXCX,False,False,False,1,1,2,3500000,2023-08-02,2023-08-02 00:00:00,Lagos
Clean 4 Bedroom Terrace Duplex In A Secured Estate,4 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,royalpropertykonsult, 3JXCX,False,False,False,4,4,5,6500000,2023-08-02,2023-08-02 00:00:00,Lagos
2bedroom Flat At Alaaka Elebu,2 BEDROOM FLAT / APARTMENT FOR RENT,Alaaka Elebu Off Akala Express Akala Express Ibadan Oyo,adedeji-properties, 2JXCX,False,False,False,2,0,0,450000,2023-08-02,not updated,Oyo
"Virgin 2 Bedrooms And Parlour All Ensuite, Guest Toilet",2 BEDROOM HOUSE FOR RENT,Located In Owerri Owerri Imo,omicronsat-services, 9JXCW,True,False,False,2,2,3,840000,2023-08-02,not updated,Imo
3bedroom Flat At Abore Along Oleyo Road,3 BEDROOM FLAT / APARTMENT FOR RENT,Abore Along Oleyo Road Ashipa Akala Express Ibadan Oyo,adedeji-properties, 8JXCW,False,False,False,3,0,0,350000,2023-08-02,not updated,Oyo
4 Bedroom Terraces Duplex With 1room Bq,4 BEDROOM HOUSE FOR RENT,Guzape Abuja Diplomatic Zone Guzape Abuja,properties-navigators-nigeria-limited, 7JXCW,False,True,False,4,5,5,4500000,2023-08-02,not updated,Abuja
32sqm Size Shop With Inbuilt Toilet,COMMERCIAL PROPERTY FOR RENT,Eleganza Strip Mall Vgc Lekki Lagos,quolar-property, 6JXCW,False,False,False,0,0,0,2250000,2023-08-02,2023-08-02 00:00:00,Lagos
32sqm Size Shop With Inbuilt Toilet,COMMERCIAL PROPERTY FOR RENT,Eleganza Strip Mall Vgc Lekki Lagos,quolar-property, 5JXCW,False,False,False,0,0,0,2250000,2023-08-02,not updated,Lagos
4bedroom Bungalow At Ire Akari Estate,4 BEDROOM FLAT / APARTMENT FOR RENT,Ire Akari Estate Akala Express Ibadan Oyo,adedeji-properties, 4JXCW,False,False,False,4,0,0,1000000,2023-08-02,not updated,Oyo
2bedroom Flat At Adebomi Along Oleyo Ashipa,2 BEDROOM FLAT / APARTMENT FOR RENT,Adebomi Off Akala Express Akala Express Ibadan Oyo,adedeji-properties, 3JXCW,False,False,False,2,0,0,400000,2023-08-02,not updated,Oyo
3bedroom Flat At Zionist Estate Off Akala Express,3 BEDROOM FLAT / APARTMENT FOR RENT,Zionist Estate Off Akala Express Akala Express Ibadan Oyo,adedeji-properties, 2JXCW,False,False,False,3,0,0,700000,2023-08-02,not updated,Oyo
Newly Built Spacious 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Osapa London Lekki Lagos,rentalhub_island, 1JXCW,True,False,False,2,0,0,3000000,2023-08-02,not updated,Lagos
3bedroom Flat At Oluwo Estate Asunle,3 BEDROOM FLAT / APARTMENT FOR RENT,Oluwo Estate Asunle Off Akala Express Akala Express Ibadan Oyo,adedeji-properties, 0JXCW,False,False,False,3,0,0,300000,2023-08-02,not updated,Oyo
4bedroom Flat At World Lilly Oluyole,4 BEDROOM FLAT / APARTMENT FOR RENT,World Lilly Oluyole Oluyole Estate Ibadan Oyo,adedeji-properties, 8JXCV,False,False,False,4,0,0,1200000,2023-08-02,not updated,Oyo
Brand New Miniflat At Surulere,1 BEDROOM FLAT / APARTMENT FOR RENT,Animashun Bode Thomas Surulere Lagos,bright2022gmailcom, 7JXCV,False,False,False,1,1,2,800000,2023-08-02,not updated,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Harris Drive Estate Vgc Lekki Vgc Lekki Lagos,group-bliss, 6JXCV,True,True,False,4,4,5,4000000,2023-08-02,2023-08-02 00:00:00,Lagos
2bedroom Flat At Monganna Liberty Academy,2 BEDROOM FLAT / APARTMENT FOR RENT,Monganna Liberty Academy Akala Express Ibadan Oyo,adedeji-properties, 5JXCV,False,False,False,2,0,0,350000,2023-08-02,not updated,Oyo
Very Spacious 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Eleganza Gardens At Vgc Bus Vgc Lekki Lagos,quolar-property, 4JXCV,False,True,False,2,2,3,2000000,2023-08-02,2023-08-02 00:00:00,Lagos
3bedroom Flat At Karinkapo Estate Kasumu Road,3 BEDROOM FLAT / APARTMENT FOR RENT,Karinkapo Estate Kasumu Road Akala Express Ibadan Oyo,adedeji-properties, 3JXCV,False,False,False,3,0,0,500000,2023-08-02,not updated,Oyo
Standard And Comfortable Mini Flat Available,1 BEDROOM FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,west-coast-multi-concept-international-services, 2JXCV,True,False,False,1,1,2,700000,2023-08-02,not updated,Lagos
Fully Furnished 4 Bedroom Duplex With 24hrs Light,4 BEDROOM HOUSE FOR RENT,Ocean Bay Estate Chevron Lekki Lagos,daniel-uche-properties, 1JXCV,True,True,True,4,4,5,5000000,2023-08-02,2023-08-02 00:00:00,Lagos
3bedroom Flat And Mini 2bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Heritage Estate Off Akala Express Akala Express Ibadan Oyo,adedeji-properties, 0JXCV,False,False,False,3,0,0,800000,2023-08-02,not updated,Oyo
Luxury Furnished Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Silverland Estate, Sangotedo Ajah Lagos",grandview-integrated-link, 9JXCU,False,False,True,1,1,1,700000,2023-08-02,not updated,Lagos
3bedroom Flat For Rent In Mabushi,3 BEDROOM HOUSE FOR RENT,Mabushi District By V I O Mabushi Abuja,jay-realtor, 8JXCU,False,False,False,3,4,4,2500000,2023-08-02,not updated,Abuja
Massive Roomself To Share Kitchen With 1 Person,FLAT / APARTMENT FOR RENT,Ikota Villa Estate Ikota Lekki Lagos,danadel-solutions, 5JXCU,False,False,False,0,0,0,950000,2023-08-02,not updated,Lagos
Room And Parlour Self Con,1 BEDROOM FLAT / APARTMENT FOR RENT,Emily Boundary Igbogbo Ikorodu Lagos,bashir3, 3JXCU,False,False,False,1,1,1,180000,2023-08-02,not updated,Lagos
Decent 3bed Room Flat Gbagada Rent 2m,3 BEDROOM FLAT / APARTMENT FOR RENT,Ifako Gbagada Gbagada Lagos,authority-concept, 1JXCU,False,False,False,3,3,3,2000000,2023-08-02,2023-08-02 00:00:00,Lagos
3 Bedroom Semi Detached Duplex With Study Room,3 BEDROOM HOUSE FOR RENT,Chevron Lekki Lagos,distinct-pragmatic-limited, 0JXCU,False,False,False,3,3,4,8500000,2023-08-02,not updated,Lagos
3 Bedroom At Oke Ibukun Elebu Off Akala Expr. Tope,HOUSE FOR RENT,Oke Ibukun Estate Off Akala Express Oluyole Extension Ibadan Tope Agent Akala Express Ibadan Oyo,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 9JXCT,False,False,False,0,0,0,600000,2023-08-02,not updated,Oyo
Units Of Roomself Con And Mini Flat,FLAT / APARTMENT FOR RENT,"Iba Town, Off Lasu Igando Rd, Iba Ojo Lagos",grandview-integrated-link, 8JXCT,False,False,False,0,0,0,250000,2023-08-02,not updated,Lagos
A Newly Built Spacious 2 Bedroom Flat Ensuite,2 BEDROOM FLAT / APARTMENT FOR RENT,Off Herbert Macaulay Way Alagomeji Yaba Lagos,the-property-concession-company1, 7JXCT,False,False,False,2,0,0,2500000,2023-08-02,not updated,Lagos
2 Bedrooms Flat,2 BEDROOM HOUSE FOR RENT,Olatude Street Aguda(ogba) Ogba Lagos,danrielhomes-finder, 6JXCT,True,False,True,2,2,3,900000,2023-08-02,2023-08-02 00:00:00,Lagos
2 Bedroom Flat (self Compound,2 BEDROOM FLAT / APARTMENT FOR RENT,Emily Avenue Igbogbo Ikorodu Lagos,bashir3, 4JXCT,False,False,False,2,2,3,250000,2023-08-02,not updated,Lagos
Nice 1bedroom Mini Flat (room And Parlor),1 BEDROOM HOUSE FOR RENT,Spg Ologolo Ologolo Lekki Lagos,d_agencyproperties, 3JXCT,False,False,False,1,1,2,1200000,2023-08-02,not updated,Lagos
Lovely 2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,Ologolo Lekki Lagos,distinct-pragmatic-limited, 2JXCT,False,False,False,2,2,3,3000000,2023-08-02,not updated,Lagos
Brand New Two Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Ologolo Lekki Lagos Lekki Phase 2 Lekki Lagos,pcl-homes, 1JXCT,True,False,False,2,3,3,3000000,2023-08-02,not updated,Lagos
Decent Mini Flat In Gbagada,1 BEDROOM FLAT / APARTMENT FOR RENT,Off Brown Street Soluyi Gbagada Lagos,jufy99livecouk, 0JXCT,False,False,False,1,1,1,800000,2023-08-02,not updated,Lagos
A Well Built Spacious Ground Floor 3 Bedroom Flat,FLAT / APARTMENT FOR RENT,Off Herbert Macaulay Way Alagomeji Yaba Lagos,the-property-concession-company1, 9JXCS,False,False,False,0,0,0,3500000,2023-08-02,not updated,Lagos
Well Finished 3bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Mabushi Mabushi Abuja,akerejola-abisoye, 8JXCS,False,False,False,3,4,4,2500000,2023-08-02,not updated,Abuja
2 Nos. Four (4) Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Sarumoh Oladuso Close Lekki Phase 1 Lekki Lagos,gracealtar-homes1, 5JXCS,False,True,False,4,4,5,6000000,2023-08-02,not updated,Lagos
A Newly Built Spacious 2 Bed Ensuite,2 BEDROOM FLAT / APARTMENT FOR RENT,Off Herbert Macaulay Way Alagomeji Yaba Lagos,the-property-concession-company1, 4JXCS,False,False,False,2,0,0,2200000,2023-08-02,not updated,Lagos
2 Nos. Four (4) Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,gracealtar-homes1, 3JXCS,False,True,False,4,4,5,6000000,2023-08-02,not updated,Lagos
Fully Furnished Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,west-coast-multi-concept-international-services, 2JXCS,True,True,False,1,1,2,3300000,2023-08-02,not updated,Lagos
2 Bedrooms Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Gra Iyanganku Ibadan Oyo,naija-choice-property, 1JXCS,False,False,False,2,2,3,500000,2023-08-02,not updated,Oyo
Fully Serviced One Bedroom Miniflat Available,1 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos Lekki Phase 2 Lekki Lagos,pcl-homes, 0JXCS,False,True,False,1,1,2,2600000,2023-08-02,not updated,Lagos
4 Bedrooms Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Eleganza Lekki Lagos,joshdan-realtors1, 9JXCR,False,False,False,4,0,0,4500000,2023-08-02,not updated,Lagos
2 Bedroom Flat (self Alone In The Compound),2 BEDROOM FLAT / APARTMENT FOR RENT,Bayeku Igbogbo Ikorodu Lagos,bashir3, 8JXCR,False,False,False,2,2,3,230000,2023-08-02,not updated,Lagos
4 Bedr Duplex With A Bq Magodo Ph2 Rent 5.5m,4 BEDROOM HOUSE FOR RENT,Magodo Gra Two Magodo Gra Phase 2 Kosofe Ikosi Lagos,favour-properties-group, 5JXCR,False,False,False,4,0,0,5500000,2023-08-02,2023-08-02 00:00:00,Lagos
2 Bedrooms Flat,2 BEDROOM HOUSE FOR RENT,Off College Road Ifako Ogba Ogba Lagos,danrielhomes-finder, 4JXCR,True,False,True,2,2,2,1000000,2023-08-02,not updated,Lagos
1 Bedroom Flat,1 BEDROOM HOUSE FOR RENT,Off College Road Ifako Ogba Ogba Lagos,danrielhomes-finder, 3JXCR,True,False,True,1,1,2,650000,2023-08-02,not updated,Lagos
1 Bedroom Flat,1 BEDROOM HOUSE FOR RENT,Off College Road Ifako Ogba Ogba Lagos,danrielhomes-finder, 2JXCR,True,False,True,1,1,2,500000,2023-08-02,not updated,Lagos
3 Bed At Apata Street Okeira 2 M Pop Ensuit,3 BEDROOM HOUSE FOR RENT,Okeira Ajayi Road Ogba Lagos,favour-properties-group, 1JXCR,False,False,False,3,0,0,2000000,2023-08-02,not updated,Lagos
8 Units Of 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Orchid Road Lekki Lagos,joshdan-realtors1, 0JXCR,False,False,False,4,0,0,4500000,2023-08-02,not updated,Lagos
8 Units Of 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Orchid Road Lekki Lagos,joshdan-realtors1, 9JXCQ,False,False,False,4,0,0,4500000,2023-08-02,not updated,Lagos
