title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,state,type
Furnished 4 Bedroom Terraced Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Guzape Abuja,cnl-world1, 7JEDN,False,True,False,3,3,0,62050000,2023-05-15,2023-08-13,Abuja,short let
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SHORTLET,Lekki Right Oniru Victoria Island Lagos,kennedy-otunku, 4FSHC,False,False,False,3,3,0,54750000,2023-03-22,2023-08-13,Lagos,short let
4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Chevron Lekki Lagos,kennedy-otunku, 7JXGV,False,False,True,4,0,0,65700000,2023-08-03,2023-08-13,Lagos,short let
Lovely 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,kennedy-otunku, 3JEFP,True,True,True,4,4,5,32850000,2023-03-23,2023-08-13,Lagos,short let
Lovely 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,prince-uche, 8JWNX,False,True,True,3,3,3,40150000,2023-07-29,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,persisgrace-nigeria-limited, 1JWQY,False,False,True,3,3,3,34675000,2023-07-30,2023-08-13,Lagos,short let
Lovely 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Banana Island Ikoyi Lagos,persisgrace-nigeria-limited, 8JWRS,False,False,True,3,3,3,74825000,2023-07-30,2023-08-13,Lagos,short let
Modern 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,zete-limited, 3JXLE,False,True,True,3,3,4,33215000,2023-08-04,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Gra, Ikeja Lagos",property-magnate, 8JJSE,False,True,True,3,4,4,43800000,2023-04-28,2023-08-13,Lagos,short let
Luxury 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikeja Gra Ikeja Lagos,laprenge-properties, 2JBUC,False,False,False,4,4,5,67525000,2023-03-02,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikoyi Lagos,kennedy-otunku, 0GEVZ,False,True,True,3,3,4,43800000,2022-03-11,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM HOUSE FOR SHORTLET,Oniru Victoria Island Lagos,higherground-realty, 0HEVM,False,True,True,3,3,3,31025000,2022-09-05,2023-08-13,Lagos,short let
Amazing 3 Bedrooms Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,higherground-realty, 5GWLD,True,True,True,3,3,3,47450000,2022-06-30,2023-08-13,Lagos,short let
3 Bedroom Semi Detached Duplex,3 BEDROOM HOUSE FOR SHORTLET,Parkview Estate Ikoyi Lagos,homeyrealtyteam, 8HAPR,False,True,True,3,4,4,32850000,2022-08-03,2023-08-13,Lagos,short let
3 Bedroom Flat,3 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,homeyrealtyteam, 6JLRJ,False,True,True,3,4,4,31025000,2023-05-13,2023-08-13,Lagos,short let
Lovely 3 Bedroom Apartment With Snooker Board,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Off Admiralty Road Lekki Phase 1 Lekki Lagos,bluehedgerealtors, 7JLPZ,False,True,True,3,4,4,54750000,2023-05-13,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Jahi Abuja,bright-innocent1, 4JKUZ,False,True,True,3,3,4,65700000,2023-05-07,2023-08-13,Abuja,short let
Luxury 3 Bedroom Duplex,3 BEDROOM HOUSE FOR SHORTLET,Asokoro Abuja,outstanding-real-estate-limited, 7DBYL,False,True,True,3,3,4,29200000,2020-03-12,2023-08-13,Abuja,short let
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,"@ Otedola Estate, By Omole Phase 2, Ikeja Via, Lagos Omole Phase 2 Ojodu Lagos",outstanding-real-estate-limited, 9DLVU,False,True,True,3,3,4,21900000,2020-06-25,2023-08-13,Lagos,short let
Luxurious 2 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,olasijibomi-ogundele, 1GSZK,False,True,False,3,2,3,58400000,2022-06-08,2023-08-13,Lagos,short let
Spacious 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Iya Oloye Crescent, Ismail Estate Idiroko, Anthony Village Maryland Lagos",444, 1JRGX,False,True,False,3,3,4,32850000,2023-06-20,2023-08-13,Lagos,short let
Tastefully Furnished 3bedrooms Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Prime Water View Ikate Lekki Lagos,higherground-realty, 9EBYW,False,True,True,3,3,3,20075000,2020-12-05,2023-08-13,Lagos,short let
Unbeatable 3bedrooms,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Prime Water View Ikate Lekki Lagos,higherground-realty, 5FQKN,False,True,True,3,3,3,27375000,2021-11-05,2023-08-13,Lagos,short let
3bedrooms,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Banana Island Banana Island Ikoyi Lagos,higherground-realty, 5FUWD,False,True,True,3,3,3,65700000,2021-12-16,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,persisgrace-nigeria-limited, 1JWLW,False,False,True,3,3,3,43800000,2023-07-28,2023-08-13,Lagos,short let
Luxury 3 Bedroom Apartment,3 BEDROOM HOUSE FOR SHORTLET,Ladipo Omotesho Street Lekki Phase 1 Lekki Lagos,ellestarhomesltdcom, 0HGJW,False,True,True,3,3,4,43800000,2022-09-17,2023-08-13,Lagos,short let
5 Bedrooms Duplex,5 BEDROOM FLAT / APARTMENT FOR SHORTLET,Adeniyi Jones Ikeja Lagos,ase-ltd, 8HWYU,False,True,True,5,5,5,62050000,2023-01-16,2023-08-13,Lagos,short let
5 Bedroom Maisonette,5 BEDROOM HOUSE FOR SHORTLET,Opebi Ikeja Lagos,kim-thompson-, 9FGMB,True,True,True,5,5,6,51100000,2021-08-31,2023-08-13,Lagos,short let
5 Bedrooms Duplex,5 BEDROOM HOUSE FOR SHORTLET,Governor Road Ikotun Ikotun Igando Lagos,eniji-international-limited, 2JQFM,False,True,True,5,5,6,94900000,2023-06-12,2023-08-13,Lagos,short let
5 Bedroom Duplex,5 BEDROOM FLAT / APARTMENT FOR SHORTLET,Adeniyi Jones Ikeja Lagos,persisgrace-nigeria-limited, 4JWPQ,False,False,True,5,5,5,73730000,2023-07-29,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,star_homes, 1JMPV,False,False,True,3,3,4,32850000,2023-05-22,2023-08-13,Lagos,short let
5 Bedroom Duplex With Free Wi Fi,5 BEDROOM HOUSE FOR SHORTLET,Badore Ajah Lagos,eniji-international-limited, 0HJJD,False,True,True,5,5,5,43800000,2022-10-03,2023-08-13,Lagos,short let
Tastefully Furnished 5bedrooms Detached Duplex,5 BEDROOM HOUSE FOR SHORTLET,Osapa London Lekki Lagos,higherground-realty, 0FZKE,False,True,True,5,5,5,45625000,2022-01-31,2023-08-13,Lagos,short let
Promo: Luxury 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SHORTLET,Eleganza Gardens Estate Opposite Vgc Vgc Lekki Lagos,lovette, 6GXSG,True,True,True,5,5,6,54750000,2022-07-11,2023-08-13,Lagos,short let
5 Bedroom Apartment,5 BEDROOM HOUSE FOR SHORTLET,Professor Jubril Aminu Parkview Estate Ikoyi Lagos,bright-innocent1, 7HMAD,True,True,True,5,5,6,73000000,2022-10-24,2023-08-13,Lagos,short let
Executive Three Bedrooms Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,higherground-realty, 4JXRG,False,True,True,5,5,5,51100000,2023-08-06,2023-08-13,Lagos,short let
5 Bedroom Flat,5 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,persisgrace-nigeria-limited, 1HXML,False,False,True,5,5,5,47450000,2023-01-20,2023-08-13,Lagos,short let
5 Bedroom Apartment,5 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,havivah-umanah1, 6JWNQ,False,True,True,5,5,6,56575000,2023-07-29,2023-08-13,Lagos,short let
Furnished 5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,future-pride-homes-and-properties-ltd, 7HJAA,False,True,True,5,5,5,73000000,2022-09-29,2023-08-13,Lagos,short let
Luxury Three Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Eko Atlantic Victoria Island Lagos,safe-haven-properties, 9FGRW,False,False,False,3,3,4,43800000,2021-09-01,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,. Ligali Ayorinde Victoria Island Lagos,adegoroye-aa, 1HGEL,False,True,True,3,3,4,62050000,2022-09-16,2023-08-13,Lagos,short let
"3 Bedroom Terrace Duplex With Swimming Pool,gym House",3 BEDROOM HOUSE FOR SHORTLET,Kolapo Ishola Gra Akobo Ibadan Oyo,kennedy-otunku, 0HHGR,True,True,True,3,3,4,47450000,2022-09-24,2023-08-13,Oyo,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,1004 Victoria Island Lagos,higherground-realty, 9GWEY,True,True,True,3,2,3,36500000,2022-06-28,2023-08-13,Lagos,short let
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Banana Island Ikoyi Lagos,higherground-realty, 8HEQT,False,True,True,3,3,3,51100000,2022-09-03,2023-08-13,Lagos,short let
Furnished 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikoyi Lagos,persisgrace-nigeria-limited, 7JXLF,False,False,True,3,3,3,105850000,2023-08-04,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,franklin15, 8JWKU,False,False,True,3,3,4,40150000,2023-07-28,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Victoria Island Lagos,persisgrace-nigeria-limited, 4JWKV,False,False,True,3,3,3,36500000,2023-07-28,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,persisgrace-nigeria-limited, 8JWNY,False,False,True,3,3,3,38690000,2023-07-29,2023-08-13,Lagos,short let
Exquisite 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ademola Adetokunbo Victoria Island Lagos,franklin15, 9JWNZ,False,False,True,3,3,3,82490000,2023-07-29,2023-08-13,Lagos,short let
Standard 3 Bedroom Flat,3 BEDROOM HOUSE FOR SHORTLET,Aare Bodija Ibadan Oyo,ase-ltd, 7JPXZ,False,False,False,3,2,3,47450000,2023-06-09,2023-08-13,Oyo,short let
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Awuse Estate Opebi Ikeja Lagos,onuegbu-owhorchukwu1, V8353,False,False,False,3,0,0,19710000,2018-04-30,2023-08-13,Lagos,short let
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,kennedy-otunku, 2FTEX,False,True,False,3,3,3,25550000,2021-12-01,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Allen Avenue Ikeja Lagos,homeyrealtyteam, 6GEWA,False,True,True,3,4,4,27375000,2022-03-11,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Extension 3 Kubwa Abuja,homeyrealtyteam, 5JKVB,False,True,True,3,4,4,36500000,2023-05-07,2023-08-13,Abuja,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Maitama Abuja,davidproperty, 7JLPY,True,False,True,3,3,3,54750000,2023-05-13,2023-08-13,Abuja,short let
3bedroom Apartment,3 BEDROOM HOUSE FOR SHORTLET,Chevron Lekki Lagos,shelters-apartment, 0JLBQ,False,True,True,3,7,7,23725000,2023-05-09,2023-08-13,Lagos,short let
Luxurious 3 Bedroom Apartment,3 BEDROOM HOUSE FOR SHORTLET,Agbaoku Estate Opebi Ikeja Lagos,kest-professional-services-ltd, 6GXRS,True,True,True,3,3,4,36500000,2022-07-10,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Allen Avenue Ikeja Lagos,star_homes, 2GEWB,False,True,True,3,3,4,25550000,2022-03-11,2023-08-13,Lagos,short let
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Life Camp Abuja,persisgrace-nigeria-limited, 4JWJR,False,False,True,3,3,3,34675000,2023-07-28,2023-08-13,Abuja,short let
"Estate Land For Sale In Sangotedo, Lekki,lagos",LAND FOR SALE,"Shoprite , Emperor Estate Monastery Road Sangotedo Lagos",chigold-homes-property-limited, 3JYKD,False,True,False,0,0,0,17500000,2023-08-11,2023-08-13,Lagos,for sale
Land With C Of O For Sale,LAND FOR SALE,Harmony Estate Extension Ll Off G U Ake Road Port Harcourt Aba Expressway Port Harcourt Rivers,jggservices, 7JYKA,False,False,False,0,0,0,60000000,2023-08-11,2023-08-13,Rivers,for sale
8 Units Of 3 Bedroom Apartment,3 BEDROOM HOUSE FOR SALE,Off Ago Palace Okota Lagos,safe-haven-properties, 3JYKA,False,False,False,3,3,4,140000000,2023-08-11,2023-08-13,Lagos,for sale
4 Bedroom Detached With Boys Quarters,4 BEDROOM HOUSE FOR SALE,Old Bodija Bodija Ibadan Oyo,evergreen, 5JYJZ,False,False,False,4,4,5,120000000,2023-08-11,2023-08-13,Oyo,for sale
A 5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Old Bodija Ibadan Bodija Ibadan Oyo,kenny-map-house-and-properties, 1JYJY,False,False,False,5,5,5,120000000,2023-08-11,2023-08-13,Oyo,for sale
Newly Built 3 Bedroom Bungalow,HOUSE FOR SALE,Trans Ekulu Enugu Enugu,enugu-property-hub, 3JYJW,False,False,False,0,0,0,45000000,2023-08-11,2023-08-13,Enugu,for sale
Plots Of Land 3 Mins Drive From Epe Roundabout,LAND FOR SALE,"Ketu, Epe,3minutes Drive From Epe Roundabout/bewaji Gardens Epe Road Epe Lagos",ojr, 6JYPX,False,False,False,0,0,0,3000000,2023-08-12,2023-08-13,Lagos,for sale
Newly Built 4 Bedrooms Detached Duplex,4 BEDROOM HOUSE FOR SALE,"Oluyole Estate, Agodi Ibadan Oyo",taiwosalamandco, 0JYQX,False,False,True,4,4,4,95000000,2023-08-13,2023-08-14,Oyo,for sale
Exquisitely Finished 5 Bedrooms Detached Duplex,5 BEDROOM HOUSE FOR SALE,"Glory Land Estate, Akobo Ibadan Oyo",royalrealtors, 0JYQW,False,False,True,4,4,4,13000000,2023-08-13,2023-08-14,Oyo,for sale
Newly Built 3 Bedroom Flat + A Bq,3 BEDROOM FLAT / APARTMENT FOR SALE,Jahi Abuja,royalrealtors, 9JYQV,True,False,False,3,3,4,65000000,2023-08-13,2023-08-13,Abuja,for sale
Spacious 2 Bedroom Semi Detached Bungalow,2 BEDROOM HOUSE FOR SALE,"Little Accorn Estate, Lokogoma Abuja",christian-onichakwe, 6JYQV,False,False,False,2,2,3,40000000,2023-08-13,2023-08-13,Abuja,for sale
Newly Built 4 Bedrooms Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Osapa London Jakande Lekki Lagos,tokeate-properties, 2JYQV,False,False,False,5,0,0,130000000,2023-08-13,2023-08-14,Lagos,for sale
5 Bedroom Detached Duplex + 2 Room Bq,5 BEDROOM HOUSE FOR SALE,"By Charley Boy, Gwarinpa Abuja",tokeate-properties, 7JYQU,False,False,False,6,0,0,250000000,2023-08-13,,Abuja,for sale
6 Bedroom Detached Duplex,6 BEDROOM HOUSE FOR SALE,"4th Avenue, Gwarinpa Abuja",paul-nyoyoh1, 6JYQU,True,True,True,10,10,10,250000000,2023-08-13,,Abuja,for sale
World Class Luxury Hotel,10 BEDROOM HOUSE FOR SALE,"Chateau Der Verre, Maitama Abuja",dcirealtor, 5JYQU,True,False,False,5,6,6,8000000000,2023-08-13,,Abuja,for sale
5 Bedroom Fully Detached Home,5 BEDROOM HOUSE FOR SALE,Orchid Lekki Lagos,christian-onichakwe, 1JYQU,True,False,False,4,4,5,160000000,2023-08-13,,Lagos,for sale
Luxury 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajiwe Ajah Lagos,christian-onichakwe, 9JYQT,True,False,False,4,4,5,120000000,2023-08-13,,Lagos,for sale
Exquisite 2 Bedroom Apartments,2 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,itj-realtor, 7JYQT,True,False,True,2,3,3,90000000,2023-08-13,2023-08-14,Lagos,for sale
Sparkling 2 Bedroom Terraced Duplexes,2 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 5JYQT,True,False,True,2,3,3,46000000,2023-08-13,2023-08-14,Lagos,for sale
Serviced 4 Bedroom Terraced Duplexes,4 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,itj-realtor, 4JYQT,True,True,True,4,5,5,68000000,2023-08-13,2023-08-14,Lagos,for sale
Exotic 4 Bedroom Detached Duplex + Bq,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 2JYQT,True,False,True,4,5,5,110000000,2023-08-13,2023-08-14,Lagos,for sale
Ensuite 5 Bedroom Detached Duplex + Bq,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 5JYQS,True,False,True,5,6,6,170000000,2023-08-13,2023-08-14,Lagos,for sale
4 Bedroom Terraced Duplexes + Bq,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,itj-realtor, 4JYQS,True,False,True,4,5,5,150000000,2023-08-13,2023-08-14,Lagos,for sale
Aesthetic 4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,itj-realtor, 3JYQS,True,True,True,4,5,5,90000000,2023-08-13,2023-08-14,Lagos,for sale
4 Bedroom Semi Detached Duplex + Bq,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,itj-realtor, 2JYQS,True,False,True,4,5,5,100000000,2023-08-13,2023-08-14,Lagos,for sale
4 Bedroom Terraced Duplexes,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,itj-realtor, 1JYQS,True,False,True,4,5,5,140000000,2023-08-13,2023-08-14,Lagos,for sale
Exquisite 4 Bedroom Terraced Duplexes,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 0JYQS,True,False,True,4,5,5,55000000,2023-08-13,2023-08-14,Lagos,for sale
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Galadinmawa Abuja,goldmind-global-homes-nig-ltd, 6JYQQ,False,False,False,3,3,4,20000000,2023-08-13,,Abuja,for sale
4 Bedroom Detached Bungalow,4 BEDROOM HOUSE FOR SALE,"Gwarinpa Extension, Gwarinpa Abuja",goldmind-global-homes-nig-ltd, 5JYQQ,True,False,False,4,4,4,65000000,2023-08-13,,Abuja,for sale
4 Bedroom Detached Bungalow,4 BEDROOM HOUSE FOR SALE,"Lavista Estate, Galadinmawa Abuja",goldmind-global-homes-nig-ltd, 4JYQQ,True,False,False,4,4,4,30000000,2023-08-13,,Abuja,for sale
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,"Standard Estate, Galadinmawa Abuja",goldmind-global-homes-nig-ltd, 3JYQQ,False,False,False,4,4,4,60000000,2023-08-13,,Abuja,for sale
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,"Standard Estate, Galadinmawa Abuja",goldmind-global-homes-nig-ltd, 0JYQQ,False,False,False,4,5,4,70000000,2023-08-13,,Abuja,for sale
3 Bedroom Semi Detached Bungalow,3 BEDROOM HOUSE FOR SALE,"Lavista Estate, Galadinmawa Abuja",goldmind-global-homes-nig-ltd, 6JYQP,False,False,False,3,4,4,17000000,2023-08-13,,Abuja,for sale
Newly Built 3 Bedroom Apartment + Bq,3 BEDROOM FLAT / APARTMENT FOR SALE,Jahi Abuja,lancelot-realty-builders-limited, 9JYQN,True,True,False,3,3,4,65000000,2023-08-13,,Abuja,for sale
Mixed Use Land,LAND FOR SALE,Epe Road Epe Lagos,wwwolakrealtiescomabule-estate, 8JYQN,False,False,False,0,0,0,2500000,2023-08-13,,Lagos,for sale
500 Sqm Land,LAND FOR SALE,Epe Road Epe Lagos,wwwolakrealtiescomabule-estate, 6JYQN,False,False,False,0,0,0,5000000,2023-08-13,,Lagos,for sale
3 Bedroom Detached Bungalow With Bq,3 BEDROOM HOUSE FOR SALE,Off Efab Lokogoma Abuja,lancelot-realty-builders-limited, 5JYQN,False,False,False,3,3,4,35000000,2023-08-13,,Abuja,for sale
4 Units Of 3 Bedroom Flats,HOUSE FOR SALE,"Malefalafia Oke Ado Road, Ibadan Oyo",yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 6JYQM,False,False,False,0,0,0,30000000,2023-08-13,,Oyo,for sale
Brand New 4 Bedroom Maisonette,4 BEDROOM HOUSE FOR SALE,"Phase 1, Lekki Lagos",cwre-ltd, 9JYQL,False,False,False,4,4,5,250000000,2023-08-13,,Lagos,for sale
For Sale House & Uncompleted Building@ Ikorodu May 9m,2 BEDROOM HOUSE FOR SALE,Maya Ikorodu Maya Ikorodu Lagos,pdan-property-lagos, 1JYQL,False,False,False,2,2,2,9000000,2023-08-12,2023-08-13,Lagos,for sale
"Sale One And Half Plot Of Land@agboyi Lcda Road, N37m",LAND FOR SALE,On Agboyi Road Alapere Kosofe Ikosi Lagos,pdan-property-lagos, 2JYQK,False,False,False,0,0,0,37000000,2023-08-12,2023-08-13,Lagos,for sale
5bedroom Duplex & 2bedrm Bq On 300sqm@ Ogudu. 90m,5 BEDROOM HOUSE FOR SALE,Ogudu Ori Oke Ogudu Ogudu Lagos,pdan-property-lagos, 9JYQH,False,False,False,5,6,6,90000000,2023-08-12,2023-08-13,Lagos,for sale
Relatively New 3 Bedroom For Sale,3 BEDROOM HOUSE FOR SALE,Issac John Jibowu Yaba Lagos,jaydee-properties, 4JYQG,False,False,False,3,3,4,40000000,2023-08-12,2023-08-13,Lagos,for sale
Lovely 1bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR SALE,Ologolo Lekki Lagos,edumicheal-miriam-egondu1, 4JYPQ,False,False,False,1,1,2,45000000,2023-08-12,2023-08-13,Lagos,for sale
3 Bedroom Detached Bungalow On 2 Plots Of Land,3 BEDROOM HOUSE FOR SALE,Eneka Road Ropukwu Rupkpokwu Port Harcourt Rivers,jggservices, 4JYPM,False,False,False,3,4,4,36000000,2023-08-12,2023-08-13,Rivers,for sale
Newly Built 4 Bedroom Detached Duplex For Sale!!!,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,taiwosalamandco, 5JYSH,False,False,True,4,3,3,130000000,2023-08-13,2023-08-14,Lagos,for sale
4 Bedroom Bungalow,4 BEDROOM HOUSE FOR SALE,"Around Oluwo Area, Ibadan Oyo",taiwosalamandco, 4JYSH,False,False,True,4,4,0,12000000,2023-08-13,2023-08-14,Oyo,for sale
4 Bedroom Bungalow,4 BEDROOM HOUSE FOR SALE,"Oluwo Area, Ibadan Oyo",chyglosco-homes, 3JYSH,False,False,False,0,0,0,12000000,2023-08-13,,Oyo,for sale
500 Sqm Land,LAND FOR SALE,"Ketu Epe Expressway, Epe Lagos",brimstone-property-consult, 8JYSG,True,False,True,4,5,5,5500000,2023-08-13,,Lagos,for sale
(distress Sale) 4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Road Chevron Lekki Lagos,rokenproperties, 8JYSF,True,True,True,5,8,8,65000000,2023-08-13,2023-08-14,Lagos,for sale
5 Bedroom Detached Duplex & (2) 2 Bedroom Flats,5 BEDROOM HOUSE FOR SALE,"Omololu Olunloyo Gra Behind Adeoyo State Hospital, Ring Rd Ibadan Oyo",temidayo-faro, 6JYSF,False,False,False,4,0,0,120000000,2023-08-13,2023-08-13,Oyo,for sale
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,"Phase 1, Lekki Lagos",ebuka-of-lagos-plc1, 5JYSF,False,False,False,4,4,5,75000000,2023-08-13,2023-08-14,Lagos,for sale
Newly Built 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Ikota Lekki Lagos,temidayo-faro, 4JYSF,False,False,False,4,0,0,95000000,2023-08-13,2023-08-13,Lagos,for sale
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,edoks-property-ltd1, 3JYSF,False,False,False,6,7,7,650000000,2023-08-13,,Lagos,for sale
6 Bedroom Detached Duplex,6 BEDROOM HOUSE FOR SALE,"Muri Okunola Street, 1004 Victoria Island Lagos",rokenproperties, 1JYSF,True,True,False,3,4,4,45000000,2023-08-13,2023-08-14,Lagos,for sale
Luxury 3 Bedroom Detached Bungalow,3 BEDROOM HOUSE FOR SALE,"Abe Ela, Iletuntun Off Nihort Idishin Jericho Extension, Ibadan Oyo",conhoiceshomes, 0JYSF,True,False,False,4,4,5,280000000,2023-08-13,,Oyo,for sale
Newly Built 4 Bedroom Semi Detached Duplex + Bq,4 BEDROOM HOUSE FOR SALE,"Close To Chevron Toll Gate, Lekki/creek Court Avenue 3 Ikota Lekki Lagos",edoks-property-ltd1, 8JYSE,False,False,False,0,0,0,80000000,2023-08-13,,Lagos,for sale
Plots Of Land,LAND FOR SALE,"Alasia, Off Lekki Epe Expressway Ajah Lagos",kingdomfirmproperties, 6JYSE,True,False,False,4,4,5,100000000,2023-08-13,,Lagos,for sale
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR SALE,Magodo Gra Phase 2 Kosofe Ikosi Lagos,kingdomfirmproperties, 3JYSE,True,False,False,5,5,6,100000000,2023-08-13,,Lagos,for sale
New 5 Bedroom Detached Duplex + Bq,5 BEDROOM HOUSE FOR SALE,"Aladura Estate, Anthony Village Maryland Lagos",ep, 8JYSD,True,False,False,5,5,1,150000000,2023-08-13,,Lagos,for sale
Newly Built 5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Gwarinpa Abuja,ojr, 4JYPJ,True,True,False,4,5,5,400000000,2023-08-12,2023-08-13,Abuja,for sale
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ologolo Ologolo Lekki Lagos,ojr, 5JYPG,False,False,False,0,0,0,3000000,2023-08-12,2023-08-13,Lagos,for sale
Plots Of Water Front Land,LAND FOR SALE,"Fowosheje,epe/epe Gardens Waterfront Epe Road Epe Lagos",tokeate-properties, 4JYSD,False,False,False,3,0,0,85000000,2023-08-13,,Lagos,for sale
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,"Chevron Drive, Lekki Chevron Lekki Lagos",de-best-option-real-estate, 8JYSC,False,False,False,4,4,5,35000000,2023-08-13,,Lagos,for sale
